31,9939729,9939936,9939729,9939729,9939522,9939729,9939729,15707648,15707648,15707653,15707648,15707648,15707643,15707648,-618247,-618247,-618247,-615333,-618247,-618247,-621160,9939729,15707648,-617747,
32,9939167,9939374,9939167,9939167,9938959,9939167,9939167,15684103,15684103,15684107,15684103,15684103,15684098,15684103,-651032,-651032,-651032,-648119,-651032,-651032,-653945,9938667,15683603,-651032,
33,9938605,9938812,9938605,9938605,9938398,9938605,9938605,15659508,15659508,15659513,15659508,15659508,15659503,15659508,-683651,-683651,-683651,-680737,-683651,-683651,-686564,9938605,15659508,-683151,
34,9938042,9938249,9938042,9938042,9937835,9938042,9938042,15670680,15670680,15670685,15670680,15670680,15670675,15670680,-716206,-716206,-716206,-713293,-716206,-716206,-719119,9938042,15670680,-716206,
35,9937479,9937686,9937479,9937479,9937272,9937479,9937479,15655766,15655766,15655771,15655766,15655766,15655761,15655766,-748596,-748596,-748596,-745683,-748596,-748596,-751510,9937479,15655766,-749096,
36,9936916,9937123,9936916,9936916,9936709,9936916,9936916,15669637,15669637,15669642,15669637,15669637,15669632,15669637,-780925,-780925,-780925,-778012,-780925,-780925,-783838,9936916,15669637,-780925,
37,9936354,9936561,9936354,9936354,9936147,9936354,9936354,15655475,15655475,15655480,15655475,15655475,15655470,15655475,-813088,-813088,-813088,-810175,-813088,-813088,-816001,9936354,15655475,-813088,
38,9935793,9936000,9935793,9935793,9935586,9935793,9935793,15615467,15615467,15615472,15615467,15615467,15615462,15615467,-845037,-845037,-845037,-842124,-845037,-845037,-847950,9935793,15615467,-845037,
39,9935232,9935439,9935232,9935232,9935025,9935232,9935232,15604312,15604312,15604317,15604312,15604312,15604307,15604312,-876875,-876875,-876875,-873962,-876875,-876875,-879788,9935232,15604312,-876875,
40,9934670,9934877,9934670,9934670,9934463,9934670,9934670,15601202,15601202,15601207,15601202,15601202,15601197,15601202,-908601,-908601,-908601,-905687,-908601,-908601,-911514,9934670,15601202,-908101,
41,9934110,9934317,9934110,9934110,9933903,9934110,9934110,15582305,15582305,15582310,15582305,15582305,15582300,15582305,-940165,-940165,-940165,-937252,-940166,-940165,-943079,9934110,15582305,-941165,
42,9933548,9933755,9933548,9933548,9933341,9933548,9933548,15613096,15613096,15613101,15613096,15613096,15613091,15613096,-971722,-971721,-971722,-968808,-971722,-971722,-974635,9933548,15613096,-970722,
43,9932986,9933193,9932986,9932986,9932779,9932986,9932986,15603651,15603651,15603656,15603651,15603651,15603646,15603651,-1003116,-1003116,-1003116,-1000203,-1003116,-1003116,-1006030,9932986,15603651,-1003616,
44,9932426,9932633,9932426,9932426,9932219,9932426,9932426,15564958,15564958,15564963,15564958,15564958,15564953,15564958,-1034302,-1034302,-1034302,-1031389,-1034302,-1034302,-1037215,9932426,15564958,-1034302,
45,9931866,9932073,9931866,9931866,9931659,9931866,9931866,15554170,15554170,15554175,15554170,15554170,15554165,15554170,-1065379,-1065379,-1065379,-1062466,-1065379,-1065379,-1068293,9931866,15554170,-1065879,
46,9931305,9931513,9931305,9931305,9931098,9931305,9931305,15569192,15569192,15569197,15569192,15569192,15569187,15569192,-1096399,-1096399,-1096399,-1093486,-1096399,-1096399,-1099312,9931805,15569192,-1096399,
47,9930744,9930951,9930744,9930744,9930537,9930744,9930744,15573380,15573380,15573385,15573380,15573380,15573375,15573380,-1127309,-1127309,-1127309,-1124396,-1127309,-1127309,-1130223,9930744,15573380,-1127809,
48,9930185,9930392,9930185,9930185,9929978,9930185,9930185,15538489,15538489,15538494,15538489,15538489,15538484,15538489,-1158014,-1158014,-1158014,-1155101,-1158014,-1158014,-1160927,9930185,15538489,-1158014,
49,9929625,9929832,9929625,9929625,9929418,9929625,9929625,15528761,15528761,15528765,15528761,15528761,15528756,15528761,-1188612,-1188612,-1188612,-1185699,-1188612,-1188612,-1191525,9929625,15528261,-1188612,
50,9929066,9929273,9929066,9929066,9928859,9929066,9929066,15526048,15526048,15526053,15526048,15526048,15526043,15526048,-1219103,-1219103,-1219103,-1216190,-1219103,-1219103,-1222017,9929066,15526048,-1219603,
51,9928506,9928713,9928506,9928506,9928299,9928506,9928506,15525292,15525292,15525297,15525292,15525292,15525287,15525292,-1249489,-1249489,-1249489,-1246576,-1249489,-1249489,-1252402,9928506,15525292,-1249489,
52,9927947,9928154,9927947,9927947,9927740,9927947,9927947,15507051,15507051,15507056,15507051,15507051,15507047,15507051,-1279721,-1279721,-1279721,-1276808,-1279721,-1279721,-1282634,9927947,15507551,-1279721,
53,9927387,9927594,9927387,9927387,9927180,9927387,9927387,15519995,15519995,15520000,15519995,15519995,15519990,15519995,-1309897,-1309897,-1309897,-1306984,-1309897,-1309897,-1312810,9927387,15519995,-1309897,
54,9926828,9927035,9926828,9926828,9926621,9926828,9926828,15487545,15487545,15487550,15487545,15487545,15487540,15487545,-1339871,-1339871,-1339871,-1336957,-1339871,-1339871,-1342784,9926828,15487545,-1339371,
55,9926268,9926475,9926268,9926268,9926061,9926268,9926268,15514557,15514557,15514561,15514557,15514557,15514552,15514557,-1369837,-1369837,-1369837,-1366924,-1369837,-1369837,-1372750,9926268,15514057,-1369837,
56,9925710,9925917,9925710,9925710,9925503,9925710,9925710,15486029,15486029,15486034,15486029,15486029,15486024,15486029,-1399604,-1399604,-1399604,-1396691,-1399604,-1399604,-1402517,9925710,15486029,-1399604,
57,9925150,9925357,9925150,9925150,9924943,9925150,9925150,15496104,15496104,15496109,15496104,15496104,15496099,15496104,-1429316,-1429316,-1429316,-1426403,-1429316,-1429316,-1432230,9925150,15496104,-1429816,
58,9924593,9924800,9924593,9924593,9924386,9924593,9924593,15462854,15462854,15462859,15462854,15462854,15462849,15462854,-1458830,-1458830,-1458830,-1455917,-1458830,-1458830,-1461744,9924593,15462854,-1459330,
59,9924034,9924241,9924034,9924034,9923827,9924034,9924034,15471613,15471613,15471618,15471613,15471613,15471608,15471613,-1488289,-1488289,-1488289,-1485376,-1488289,-1488289,-1491202,9924034,15471613,-1488289,
60,9923476,9923683,9923476,9923476,9923269,9923476,9923476,15456026,15456026,15456031,15456026,15456026,15456021,15456026,-1517599,-1517599,-1517599,-1514686,-1517599,-1517599,-1520512,9923476,15456026,-1517599,
61,9922917,9923124,9922917,9922917,9922710,9922917,9922917,15469709,15469709,15469714,15469709,15469709,15469704,15469709,-1546855,-1546855,-1546855,-1543942,-1546855,-1546855,-1549768,9922917,15469709,-1546855,
62,9922360,9922567,9922360,9922360,9922153,9922360,9922360,15437465,15437465,15437470,15437465,15437465,15437460,15437465,-1575916,-1575916,-1575916,-1573003,-1575916,-1575916,-1578829,9922360,15437465,-1575916,
63,9921800,9922007,9921800,9921800,9921593,9921800,9921800,15482564,15482564,15482569,15482564,15482564,15482559,15482564,-1605017,-1605017,-1605017,-1602103,-1605017,-1605017,-1607930,9921800,15482564,-1604517,
64,9921241,9921448,9921241,9921241,9921034,9921241,9921241,15459079,15459079,15459084,15459079,15459079,15459074,15459079,-1633924,-1633924,-1633924,-1631010,-1633924,-1633924,-1636837,9921241,15459079,-1633424,
65,9920683,9920890,9920683,9920683,9920476,9920683,9920683,15452531,15452531,15452536,15452531,15452531,15452526,15452531,-1662731,-1662731,-1662731,-1659818,-1662731,-1662731,-1665644,9920683,15452531,-1662731,
66,9920124,9920331,9920124,9920124,9919917,9920124,9920124,15468735,15468735,15468740,15468735,15468735,15468730,15468735,-1691485,-1691485,-1691485,-1688572,-1691485,-1691485,-1694399,9920124,15468735,-1691985,
67,9919565,9919772,9919565,9919565,9919358,9919565,9919565,15455223,15455223,15455228,15455223,15455223,15455218,15455223,-1720094,-1720094,-1720094,-1717181,-1720094,-1720094,-1723008,9919565,15455223,-1720594,
68,9919007,9919214,9919007,9919007,9918800,9919007,9919007,15433426,15433426,15433431,15433426,15433426,15433421,15433426,-1748558,-1748558,-1748558,-1745644,-1748558,-1748558,-1751471,9919007,15433426,-1748058,
69,9918449,9918656,9918449,9918449,9918242,9918449,9918449,15445379,15445379,15445384,15445379,15445379,15445374,15445379,-1776969,-1776969,-1776969,-1774056,-1776969,-1776969,-1779882,9918449,15445379,-1776969,
70,9917890,9918097,9917890,9917890,9917683,9917890,9917890,15448711,15448711,15448716,15448711,15448711,15448706,15448711,-1805283,-1805283,-1805283,-1802369,-1805283,-1805283,-1808196,9917890,15448711,-1804783,
71,9917332,9917539,9917332,9917332,9917125,9917332,9917332,15431611,15431611,15431616,15431611,15431611,15431606,15431611,-1833453,-1833453,-1833453,-1830540,-1833453,-1833453,-1836367,9917332,15431611,-1833953,
72,9916774,9916981,9916774,9916774,9916567,9916774,9916774,15426843,15426843,15426848,15426843,15426843,15426838,15426843,-1861527,-1861527,-1861527,-1858614,-1861527,-1861527,-1864440,9916774,15426843,-1861527,
73,9916216,9916423,9916216,9916216,9916009,9916216,9916216,15425513,15425513,15425518,15425513,15425513,15425509,15425513,-1889503,-1889503,-1889503,-1886590,-1889503,-1889503,-1892416,9916216,15426013,-1889503,
74,9915657,9915864,9915657,9915657,9915450,9915657,9915657,15443172,15443172,15443177,15443172,15443172,15443168,15443172,-1917428,-1917428,-1917428,-1914515,-1917428,-1917428,-1920341,9915657,15443672,-1917428,
75,9915099,9915306,9915099,9915099,9914892,9915099,9915099,15430066,15430066,15430071,15430066,15430066,15430062,15430066,-1945212,-1945212,-1945212,-1942298,-1945212,-1945212,-1948125,9915099,15430566,-1944712,
76,9914540,9914747,9914540,9914540,9914333,9914540,9914540,15444442,15444442,15444447,15444442,15444442,15444437,15444442,-1972945,-1972945,-1972945,-1970032,-1972945,-1972945,-1975858,9914540,15444442,-1972945,
77,9913980,9914187,9913980,9913980,9913773,9913980,9913980,15448450,15448450,15448455,15448450,15448450,15448445,15448450,-2000583,-2000583,-2000583,-1997669,-2000583,-2000583,-2003496,9913980,15448450,-2000083,
78,9913422,9913629,9913422,9913422,9913215,9913422,9913422,15431538,15431538,15431543,15431538,15431538,15431533,15431538,-2028080,-2028080,-2028080,-2025166,-2028080,-2028080,-2030993,9913422,15431538,-2027580,
79,9912862,9913069,9912862,9912862,9912655,9912862,9912862,15444852,15444852,15444857,15444852,15444852,15444847,15444852,-2055527,-2055527,-2055527,-2052613,-2055527,-2055527,-2058440,9912862,15444852,-2055027,
80,9912306,9912513,9912306,9912306,9912099,9912306,9912306,15394476,15394476,15394480,15394476,15394476,15394471,15394476,-2082746,-2082746,-2082746,-2079833,-2082746,-2082746,-2085660,9912306,15393976,-2083246,
81,9911748,9911955,9911748,9911748,9911541,9911748,9911748,15398459,15398459,15398464,15398459,15398459,15398454,15398459,-2109917,-2109917,-2109917,-2107003,-2109917,-2109917,-2112830,9911748,15398459,-2109417,
82,9911190,9911397,9911190,9911190,9910983,9911190,9911190,15399570,15399570,15399575,15399570,15399570,15399565,15399570,-2136994,-2136994,-2136994,-2134080,-2136994,-2136994,-2139907,9911190,15399570,-2136494,
83,9910632,9910839,9910632,9910632,9910425,9910632,9910632,15417909,15417909,15417914,15417909,15417909,15417904,15417909,-2164022,-2164022,-2164022,-2161108,-2164022,-2164022,-2166935,9910632,15417909,-2163522,
84,9910074,9910281,9910074,9910074,9909867,9910074,9910074,15404993,15404993,15404998,15404993,15404993,15404988,15404993,-2190913,-2190913,-2190913,-2188000,-2190913,-2190913,-2193827,9910074,15404993,-2191413,
85,9909516,9909723,9909516,9909516,9909309,9909516,9909516,15401392,15401392,15401397,15401392,15401392,15401387,15401392,-2217712,-2217711,-2217712,-2214798,-2217712,-2217712,-2220625,9909516,15401392,-2216712,
86,9908959,9909166,9908959,9908959,9908752,9908959,9908959,15382358,15382358,15382363,15382358,15382358,15382353,15382358,-2244374,-2244374,-2244374,-2241461,-2244374,-2244374,-2247288,9908959,15382358,-2244874,
87,9908402,9908609,9908402,9908402,9908195,9908402,9908402,15377051,15377051,15377056,15377051,15377051,15377046,15377051,-2270946,-2270946,-2270946,-2268032,-2270946,-2270946,-2273859,9908402,15377051,-2270446,
88,9907844,9908051,9907844,9907844,9907637,9907844,9907844,15375572,15375572,15375576,15375572,15375572,15375567,15375572,-2297426,-2297426,-2297426,-2294513,-2297426,-2297426,-2300340,9907844,15375072,-2297926,
89,9907287,9907494,9907287,9907287,9907080,9907287,9907287,15375159,15375159,15375164,15375159,15375159,15375154,15375159,-2323816,-2323816,-2323816,-2320902,-2323816,-2323816,-2326729,9907287,15375159,-2323316,
90,9906730,9906937,9906730,9906730,9906523,9906730,9906730,15375044,15375044,15375049,15375044,15375044,15375039,15375044,-2350114,-2350114,-2350114,-2347201,-2350114,-2350114,-2353027,9906730,15375044,-2350114,
91,9906172,9906379,9906172,9906172,9905965,9906172,9906172,15375012,15375012,15375017,15375012,15375012,15375007,15375012,-2376322,-2376322,-2376322,-2373409,-2376322,-2376322,-2379236,9906172,15375012,-2376822,
92,9905615,9905822,9905615,9905615,9905408,9905615,9905615,15375003,15375003,15375008,15375003,15375003,15374998,15375003,-2402440,-2402440,-2402440,-2399527,-2402440,-2402440,-2405354,9905615,15375003,-2402940,
93,9905057,9905264,9905057,9905057,9904850,9905057,9905057,15375000,15375000,15375005,15375000,15375000,15374996,15375000,-2428469,-2428469,-2428469,-2425556,-2428469,-2428469,-2431383,9905057,15375500,-2428969,
94,9904500,9904707,9904500,9904500,9904293,9904500,9904500,15375000,15375000,15375005,15375000,15375000,15374995,15375000,-2454409,-2454409,-2454409,-2451496,-2454409,-2454409,-2457322,9904500,15375000,-2454409,
95,9903942,9904149,9903942,9903942,9903735,9903942,9903942,15375000,15375000,15375004,15375000,15375000,15374995,15375000,-2480260,-2480260,-2480260,-2477346,-2480260,-2480260,-2483173,9903942,15374500,-2479760,
96,9903386,9903593,9903386,9903386,9903179,9903386,9903386,15356970,15356970,15356975,15356970,15356970,15356965,15356970,-2505980,-2505980,-2505980,-2503067,-2505980,-2505980,-2508894,9903386,15356970,-2506480,
97,9902829,9903036,9902829,9902829,9902622,9902829,9902829,15351943,15351943,15351948,15351943,15351943,15351938,15351943,-2531611,-2531611,-2531611,-2528698,-2531611,-2531611,-2534525,9902829,15351943,-2532111,
98,9902272,9902479,9902272,9902272,9902065,9902272,9902272,15350541,15350541,15350546,15350541,15350541,15350536,15350541,-2557155,-2557155,-2557155,-2554242,-2557155,-2557155,-2560068,9902272,15350541,-2557155,
99,9901714,9901921,9901714,9901714,9901507,9901714,9901714,15368180,15368180,15368185,15368180,15368180,15368175,15368180,-2582653,-2582653,-2582653,-2579739,-2582653,-2582653,-2585566,9901714,15368180,-2582153,
100,9901157,9901364,9901157,9901157,9900950,9901157,9901157,15355069,15355069,15355073,15355069,15355069,15355064,15355069,-2608022,-2608022,-2608022,-2605108,-2608022,-2608022,-2610935,9901157,15354569,-2607522,
101,9900600,9900807,9900600,9900600,9900393,9900600,9900600,15351413,15351413,15351418,15351413,15351413,15351408,15351413,-2633304,-2633304,-2633304,-2630391,-2633304,-2633304,-2636217,9900600,15351413,-2633304,
102,9900043,9900250,9900043,9900043,9899836,9900043,9900043,15350394,15350394,15350398,15350394,15350394,15350389,15350394,-2658500,-2658500,-2658500,-2655586,-2658500,-2658500,-2661413,9900043,15349894,-2658000,
103,9899484,9899691,9899484,9899484,9899277,9899484,9899484,15368139,15368139,15368144,15368139,15368139,15368134,15368139,-2683648,-2683648,-2683648,-2680734,-2683648,-2683648,-2686561,9899484,15368139,-2683148,
104,9898924,9899131,9898924,9898924,9898717,9898924,9898924,15355057,15355057,15355062,15355057,15355057,15355052,15355057,-2708660,-2708660,-2708660,-2705746,-2708660,-2708660,-2711573,9898924,15355057,-2708160,
105,9898363,9898570,9898363,9898363,9898156,9898363,9898363,15351410,15351410,15351415,15351410,15351410,15351405,15351410,-2733586,-2733586,-2733586,-2730673,-2733586,-2733586,-2736499,9898363,15351410,-2733586,
106,9897803,9898010,9897803,9897803,9897596,9897803,9897803,15332363,15332363,15332368,15332363,15332363,15332358,15332363,-2758387,-2758386,-2758387,-2755473,-2758387,-2758387,-2761300,9897803,15332363,-2757387,
107,9897241,9897448,9897241,9897241,9897034,9897241,9897241,15363112,15363112,15363117,15363112,15363112,15363107,15363112,-2783183,-2783183,-2783183,-2780269,-2783183,-2783183,-2786096,9897241,15363112,-2782683,
108,9896680,9896887,9896680,9896680,9896473,9896680,9896680,15353655,15353655,15353660,15353655,15353655,15353651,15353655,-2807854,-2807854,-2807854,-2804940,-2807854,-2807854,-2810767,9896680,15354155,-2807354,
109,9896120,9896327,9896120,9896120,9895913,9896120,9896120,15332989,15332989,15332994,15332989,15332989,15332984,15332989,-2832400,-2832400,-2832400,-2829487,-2832400,-2832400,-2835314,9896120,15332989,-2832900,
110,9895560,9895767,9895560,9895560,9895353,9895560,9895560,15309198,15309198,15309202,15309198,15309198,15309193,15309198,-2856823,-2856823,-2856823,-2853910,-2856823,-2856823,-2859737,9895560,15308698,-2857323,
111,9895000,9895207,9895000,9895000,9894793,9895000,9895000,15320594,15320594,15320599,15320594,15320594,15320589,15320594,-2881201,-2881201,-2881201,-2878288,-2881201,-2881201,-2884114,9895000,15320594,-2881201,
112,9894440,9894647,9894440,9894440,9894233,9894440,9894440,15305741,15305741,15305746,15305741,15305741,15305737,15305741,-2905456,-2905456,-2905456,-2902543,-2905456,-2905456,-2908369,9894440,15306241,-2905456,
113,9893879,9894086,9893879,9893879,9893672,9893879,9893879,15319630,15319630,15319635,15319630,15319630,15319625,15319630,-2929668,-2929668,-2929668,-2926754,-2929668,-2929668,-2932581,9893879,15319630,-2929168,
114,9893319,9893526,9893319,9893319,9893112,9893319,9893319,15305473,15305473,15305478,15305473,15305473,15305468,15305473,-2953757,-2953757,-2953757,-2950844,-2953757,-2953757,-2956671,9893319,15305473,-2954257,
115,9892760,9892967,9892760,9892760,9892553,9892760,9892760,15301526,15301526,15301530,15301526,15301526,15301521,15301526,-2977764,-2977764,-2977764,-2974851,-2977765,-2977764,-2980678,9892760,15301026,-2978764,
116,9892200,9892407,9892200,9892200,9891993,9892200,9892200,15300425,15300425,15300430,15300425,15300425,15300420,15300425,-3001690,-3001690,-3001690,-2998776,-3001690,-3001690,-3004603,9892200,15300425,-3001190,
117,9891640,9891847,9891640,9891640,9891433,9891640,9891640,15300118,15300118,15300123,15300118,15300118,15300113,15300118,-3025534,-3025533,-3025534,-3022620,-3025534,-3025534,-3028447,9891640,15300118,-3024534,
118,9891080,9891287,9891080,9891080,9890873,9891080,9891080,15300033,15300033,15300037,15300033,15300033,15300028,15300033,-3049296,-3049296,-3049296,-3046382,-3049296,-3049296,-3052209,9891080,15299533,-3048796,
119,9890520,9890727,9890520,9890520,9890312,9890520,9890520,15300009,15300009,15300014,15300009,15300009,15300004,15300009,-3072976,-3072976,-3072976,-3070062,-3072976,-3072976,-3075889,9890020,15300009,-3072476,
120,9889959,9890166,9889959,9889959,9889752,9889959,9889959,15300002,15300002,15300007,15300002,15300002,15299997,15300002,-3096575,-3096575,-3096575,-3093662,-3096575,-3096575,-3099489,9889959,15300002,-3097075,
121,9889399,9889606,9889399,9889399,9889192,9889399,9889399,15300000,15300000,15300005,15300000,15300000,15299995,15300000,-3120094,-3120094,-3120094,-3117180,-3120094,-3120094,-3123007,9889399,15300000,-3119594,
122,9888838,9889045,9888838,9888838,9888631,9888838,9888838,15300000,15300000,15300005,15300000,15300000,15299995,15300000,-3143532,-3143532,-3143532,-3140619,-3143532,-3143532,-3146446,9888838,15300000,-3144032,
123,9888278,9888485,9888278,9888278,9888071,9888278,9888278,15300000,15300000,15300004,15300000,15300000,15299995,15300000,-3166891,-3166891,-3166891,-3163977,-3166891,-3166891,-3169804,9888278,15299500,-3166391,
124,9887717,9887924,9887717,9887717,9887510,9887717,9887717,15300000,15300000,15300004,15300000,15300000,15299995,15300000,-3190170,-3190169,-3190170,-3187256,-3190170,-3190170,-3193083,9887717,15299500,-3189170,
125,9887157,9887364,9887157,9887157,9886950,9887157,9887157,15300000,15300000,15300004,15300000,15300000,15299995,15300000,-3213369,-3213369,-3213369,-3210455,-3213369,-3213369,-3216282,9887157,15299500,-3212869,
126,9886596,9886804,9886596,9886596,9886389,9886596,9886596,15300000,15300000,15300004,15300000,15300000,15299995,15300000,-3236489,-3236489,-3236489,-3233575,-3236489,-3236489,-3239402,9887096,15299500,-3235989,
127,9886036,9886243,9886036,9886036,9885829,9886036,9886036,15281970,15281970,15281975,15281970,15281970,15281965,15281970,-3259491,-3259491,-3259491,-3256578,-3259491,-3259491,-3262405,9886036,15281970,-3259991,
128,9885476,9885683,9885476,9885476,9885269,9885476,9885476,15294973,15294973,15294977,15294973,15294973,15294968,15294973,-3282453,-3282453,-3282453,-3279539,-3282453,-3282453,-3285366,9885476,15294473,-3281953,
129,9884915,9885122,9884915,9884915,9884708,9884915,9884915,15280568,15280568,15280573,15280568,15280568,15280563,15280568,-3305299,-3305299,-3305299,-3302385,-3305299,-3305299,-3308212,9884915,15280568,-3304799,
130,9884355,9884562,9884355,9884355,9884148,9884355,9884355,15276552,15276552,15276557,15276552,15276552,15276547,15276552,-3328067,-3328067,-3328067,-3325153,-3328067,-3328067,-3330980,9884355,15276552,-3327567,
131,9883795,9884002,9883795,9883795,9883588,9883795,9883795,15275432,15275432,15275437,15275432,15275432,15275428,15275432,-3350757,-3350757,-3350757,-3347843,-3350757,-3350757,-3353670,9883795,15275932,-3350257,
132,9883236,9883443,9883236,9883236,9883029,9883236,9883236,15257091,15257091,15257095,15257091,15257091,15257086,15257091,-3373333,-3373333,-3373333,-3370419,-3373333,-3373333,-3376246,9883236,15256591,-3372833,
133,9882676,9882883,9882676,9882676,9882469,9882676,9882676,15270006,15270006,15270011,15270006,15270006,15270001,15270006,-3395869,-3395869,-3395869,-3392955,-3395869,-3395869,-3398782,9882676,15270006,-3395369,
134,9882116,9882323,9882116,9882116,9881909,9882116,9882116,15273607,15273607,15273612,15273607,15273607,15273602,15273607,-3418328,-3418328,-3418328,-3415415,-3418328,-3418328,-3421242,9882116,15273607,-3418828,
135,9881555,9881762,9881555,9881555,9881348,9881555,9881555,15274611,15274611,15274616,15274611,15274611,15274606,15274611,-3440710,-3440710,-3440710,-3437796,-3440710,-3440710,-3443623,9881555,15274611,-3440210,
