993397,1553305,-153316,3981,-180,-11798,65360,3970434
993399,1551683,-156966,3787,213,-11766,65344,3970228
993526,1552278,-160635,4686,868,-11913,65344,3970687
993473,1550254,-164294,3805,-121,-11750,65344,3971218
993349,1550955,-167942,4031,564,-11678,65344,3971698
993332,1549031,-171485,3847,615,-11898,65344,3971986
993293,1549814,-175036,3925,-459,-11838,65328,3972002
993177,1547490,-178619,3984,11,-11785,65328,3971689
993293,1548109,-182180,4192,1132,-11831,65328,3971944
993273,1546052,-185753,3921,-1375,-11861,65328,3972017
993172,1546535,-189252,4008,395,-11772,65312,3973127
993109,1544683,-192739,3979,-22,-11779,65312,3972185
993105,1546784,-196215,4199,-1165,-11768,65312,3972162
992989,1545582,-199645,3584,-3137,-11457,65312,3971258
992796,1545783,-203118,3734,659,-11847,65312,3971712
992671,1546565,-206584,3712,216,-11958,65296,3971475
992740,1546019,-210004,2992,-1000,-11747,65296,3973653
992734,1544170,-213374,3733,616,-11833,65296,3973155
992620,1544584,-216763,4178,-191,-11750,65296,3973167
992436,1544839,-220168,3648,-5,-11913,65296,3971698
992383,1543491,-223490,3972,-1380,-11718,65280,3971467
992441,1543105,-226807,4110,134,-11779,65280,3972400
992445,1542856,-230142,4093,45,-11837,65280,3972253
992309,1543801,-233518,3952,-4,-11777,65280,3972688
992443,1543115,-236800,3758,45,-11822,65280,3973207
992362,1543959,-240089,3732,-112,-11867,65264,3972219
992322,1544426,-243338,3939,-53,-11795,65264,3973134
992435,1543596,-246622,4562,146,-11950,65264,3972972
992179,1544636,-249862,4453,-1775,-11732,65264,3974432
992173,1540822,-253083,3635,1867,-11697,65264,3974174
991995,1540689,-256224,3938,68,-11791,65264,3973175
991995,1540689,-256224,3938,68,-11791,65264,3973175
991693,1540027,-259436,5244,2584,-11524,65248,3973705
991746,1540029,-262574,4532,-518,-11585,65248,3971694
991691,1539896,-265654,3862,166,-11964,65248,3973477
991766,1539338,-268885,3957,223,-11854,65248,3973380
991511,1538615,-271969,4288,-588,-11818,65248,3973433
991270,1537792,-275120,4272,1178,-11600,65232,3972973
991142,1537551,-278210,3661,-685,-11751,65232,3971459
990979,1537526,-281237,4017,-116,-11867,65232,3972153
991037,1537502,-284333,3639,86,-11723,65232,3972634
990978,1537659,-287356,3925,-354,-11862,65232,3972451
991018,1537558,-290388,4187,-64,-11731,65232,3971966
990962,1537665,-293403,3917,-281,-11855,65232,3972867
990722,1537581,-296470,4491,24,-11662,65216,3972691
990797,1536222,-299478,3854,-57,-11833,65216,3972456
990906,1535787,-302461,3928,160,-11778,65216,3972912
990600,1534879,-305454,3095,-1347,-11850,65216,3971737
990369,1536114,-308509,3617,-506,-11831,65216,3971903
990418,1535630,-311430,3930,-3,-11825,65216,3971745
990347,1535034,-314357,3875,-573,-11768,65200,3971470
990165,1535285,-317243,4031,-276,-11851,65200,3971465
990307,1536170,-320142,3367,417,-11784,65200,3972722
990222,1535755,-323001,3858,-396,-11959,65200,3972744
990233,1535143,-325935,3699,911,-11676,65200,3972945
989981,1533779,-328823,3684,-110,-11793,65200,3979554
989553,1535282,-331725,4727,832,-11730,65200,3981251
989621,1534964,-334609,3062,62,-11757,65200,3981694
989383,1533597,-337442,3643,10,-11763,65184,3981493
989129,1531924,-340213,3098,-173,-11630,65184,3980206
989065,1531993,-342946,3804,749,-11995,65184,3981730
989064,1531359,-345817,3926,-12,-11777,65184,3981228
989019,1531740,-348586,3952,-56,-11737,65184,3981663
988829,1531100,-351212,4088,-104,-11965,65184,3981686
988640,1530596,-353939,4301,174,-11846,65184,3981902
988708,1530194,-356692,4354,-551,-11683,65184,3980961
988655,1529738,-359395,3927,-25,-11762,65168,3981772
988584,1529936,-362069,4022,-360,-11923,65168,3982207
988590,1529942,-364797,3975,5,-11786,65168,3982008
988388,1529660,-367435,3518,-964,-11594,65168,3981259
988343,1529953,-370197,3778,-604,-11463,65168,3982661
988395,1529650,-372904,4136,-599,-11823,65168,3981953
988415,1529837,-375478,4300,154,-11179,65168,3981465
988479,1530094,-378140,3271,-989,-11716,65168,3983477
988413,1529897,-380708,3913,-200,-11715,65152,3982636
988536,1529766,-383416,4133,-384,-11890,65152,3982933
988276,1528710,-385988,3138,185,-11566,65152,3982237
988406,1529681,-388479,2260,-2950,-12712,65152,3984690
988037,1528591,-391085,3082,-443,-11906,65152,3982905
987978,1527939,-393660,3638,318,-11841,65152,3983725
987858,1527760,-396195,3975,-45,-11872,65152,3983480
987680,1526284,-398807,3921,-71,-11800,65152,3982882
987372,1526673,-401437,3520,-300,-11913,65136,3982640
987108,1526904,-403898,3411,-318,-11810,65136,3982188
986984,1527429,-406416,3393,1037,-11717,65136,3981519
987117,1526350,-408937,3334,-200,-11758,65136,3983440
986996,1525751,-411504,3949,-351,-11568,65136,3983410
987066,1526880,-413941,3368,-1083,-12078,65136,3983731
986875,1526787,-416383,3816,-264,-11852,65136,3983226
986753,1525796,-418812,4214,864,-12033,65136,3983679
986624,1526407,-421310,3851,-528,-11841,65136,3982433
986709,1525567,-423791,4150,-375,-11876,65136,3983192
986701,1524152,-426160,4062,261,-11501,65120,3983232
986879,1523405,-428503,2679,-149,-12244,65120,3984859
986888,1523224,-430896,4069,955,-11855,65120,3983374
986750,1525325,-433321,4185,-496,-11689,65120,3984847
986756,1526645,-435719,3881,-251,-11833,65120,3984167
986686,1525738,-438116,3982,336,-11788,65120,3984389
986521,1526844,-440417,3829,396,-11524,65120,3984209
986571,1525732,-442862,3881,187,-11707,65120,3984409
986520,1525226,-445112,3972,-740,-11218,65104,3983696
986193,1526370,-447564,2987,318,-12099,65104,3983432
986193,1526370,-447564,2987,318,-12099,65104,3983432
986390,1525926,-449895,3961,343,-11886,65104,3984457
986196,1524270,-452169,3824,-98,-11968,65104,3984935
985958,1524480,-454490,3581,-180,-11769,65104,3984128
986130,1524528,-456828,3121,510,-11695,65104,3985145
986135,1524891,-459086,3906,386,-11719,65104,3984141
986020,1526148,-461355,3973,-45,-11834,65088,3985128
986028,1524482,-463620,3975,4,-11785,65088,3985139
986018,1524272,-465906,4086,-859,-11834,65088,3984636
985833,1524346,-468225,4576,1372,-11450,65088,3985670
985765,1524412,-470502,3916,1110,-11783,65088,3985908
985581,1523613,-472783,3923,16,-11815,65088,3985157
985284,1523343,-475028,3623,258,-11834,65088,3984401
985060,1523880,-477378,4198,722,-11447,65088,3985130
984995,1523386,-479586,3897,-19,-11897,65088,3984947
984802,1524210,-481656,3920,-17,-11827,65088,3985387
984925,1524315,-483916,3583,348,-11638,65088,3986125
984911,1522281,-486117,3960,145,-11737,65072,3985338
984811,1523600,-488269,3950,14,-11780,65072,3985836
984607,1522942,-490480,3647,-174,-11889,65072,3985567
984487,1523046,-492520,3688,1326,-11293,65072,3985603
984368,1519482,-494520,3784,688,-11218,65072,3985628
984117,1519514,-496655,4601,1114,-11729,65072,3986621
984197,1519611,-498804,4029,-547,-11799,65072,3985919
984006,1518607,-500985,3877,98,-11750,65072,3986318
984064,1518078,-502944,3810,-3,-11892,65072,3986577
984067,1516850,-505211,4009,327,-12212,65072,3986381
984009,1516912,-507266,3944,637,-11841,65072,3987333
983755,1516939,-509264,4893,1467,-12245,65072,3987602
983775,1515966,-511190,4116,-415,-11186,65072,3986137
983629,1516583,-513167,3780,-81,-11663,65056,3986371
983527,1516929,-515238,3989,99,-11691,65056,3986858
983340,1517324,-517347,3571,746,-12037,65056,3986055
983212,1516285,-519377,3920,117,-11834,65056,3986583
983153,1515862,-521335,4025,955,-11452,65056,3985881
983101,1516650,-523380,3871,-407,-11616,65056,3987285
983085,1518280,-525488,3697,-505,-11039,65056,3987768
982969,1518793,-527732,4095,983,-10957,65056,3987297
982655,1518033,-529767,3437,-384,-11937,65056,3986104
982672,1517818,-531668,3711,-218,-11970,65056,3986557
982497,1517616,-533603,4339,348,-12159,65040,3987085
982313,1517459,-535685,3469,-501,-12213,65040,3985567
982291,1517254,-537756,4162,-1602,-12617,65040,3985372
982240,1517664,-539717,3961,-787,-11689,65040,3987276
982368,1517454,-541518,3184,474,-12389,65040,3987133
982548,1518823,-543637,3388,-183,-11672,65040,3987550
982668,1517284,-545344,4388,913,-10483,65040,3986835
982293,1516239,-547406,1244,-126,-13326,65040,3985847
982254,1516838,-549431,3560,-52,-12013,65040,3987363
982116,1516932,-551425,4210,983,-11339,65040,3987768
982303,1518533,-553347,2840,-556,-11726,65040,3988323
982372,1516657,-555203,3586,16,-11770,65024,3987585
982163,1518109,-557366,3291,-32,-13057,65024,3986824
981980,1517752,-559295,4391,427,-11762,65024,3988031
982007,1517862,-561147,4149,525,-11905,65024,3987133
981813,1516167,-563065,4056,397,-11788,65024,3987558
981512,1518042,-564982,2970,230,-12109,65024,3986814
981494,1516902,-566676,3699,-243,-12113,65024,3987360
981458,1515963,-568532,3822,500,-11495,65024,3988256
981311,1515381,-570375,4204,231,-11660,65024,3987810
981314,1515172,-572246,3644,109,-11584,65024,3988119
981208,1514753,-574027,3990,103,-11780,65024,3987640
981025,1514709,-575852,4096,134,-11747,65024,3987571
981147,1515241,-577624,3604,-758,-11787,65008,3988014
981086,1515162,-579492,3861,-346,-11719,65008,3988351
980963,1514078,-581347,3933,44,-11850,65008,3987607
980972,1514436,-583074,4062,-33,-11789,65008,3987876
980890,1513210,-584596,3962,-660,-11194,65008,3987308
980652,1513756,-586248,3962,-9,-11778,65008,3987569
980464,1514073,-587866,4209,597,-12039,65008,3987861
980399,1514463,-589440,3956,-280,-10808,65008,3986589
980399,1514463,-589440,3956,-280,-10808,65008,3986589
980414,1514506,-591170,4133,-401,-11756,65008,3987520
980353,1514595,-592865,4016,974,-11825,65008,3988565
980353,1514999,-594636,4357,1207,-12151,65008,3986904
980169,1514949,-596450,3814,-132,-11914,65008,3987579
980118,1514725,-598123,4023,-660,-11811,64992,3987388
980158,1513726,-599871,3858,-10,-11752,64992,3988065
980041,1514082,-601654,3732,-1190,-12370,64992,3987142
979914,1513486,-603450,3884,159,-12008,64992,3988363
979796,1513246,-605000,3953,186,-11746,64992,3988248
979740,1514194,-606674,3998,22,-11748,64992,3988355
979441,1514845,-608310,3263,859,-11724,64992,3988094
979543,1512698,-609972,3495,52,-11759,64992,3988986
979546,1512357,-611569,3759,272,-11830,64992,3989310
979442,1510575,-613145,3992,-483,-11866,64992,3988603
979114,1512715,-614757,3794,52,-11757,64976,3988109
979014,1513778,-616430,3746,98,-11765,64976,3988002
978629,1514177,-618073,3020,-237,-11814,64976,3987518
978645,1514401,-619736,3376,521,-11716,64976,3988353
978636,1514724,-621324,3773,18,-11765,64976,3988252
978647,1515021,-622883,3422,-571,-12019,64976,3989723
978823,1513640,-624549,4044,-189,-11876,64976,3988285
978568,1514271,-626069,4079,204,-11742,64976,3988779
978583,1514530,-627593,3393,337,-12009,64976,3989246
978462,1514381,-629064,3801,-883,-11603,64976,3987791
978269,1514980,-630555,3760,540,-11624,64976,3987810
978320,1514952,-632178,3582,137,-11555,64976,3988834
978141,1514770,-633875,3657,-499,-12116,64976,3988077
977903,1513555,-635325,3885,-81,-11872,64960,3988109
977893,1514152,-636738,3992,-128,-11565,64960,3988027
977896,1514630,-638252,4084,76,-11820,64960,3987874
977729,1514836,-639910,4145,-82,-11561,64960,3988836
977726,1512085,-641419,4253,-2426,-11850,64960,3987859
977723,1512044,-642958,4195,-519,-11894,64960,3988105
977489,1513657,-644494,3959,30,-11788,64960,3988065
977490,1515210,-645859,4293,-1130,-10769,64960,3987094
977544,1514932,-647402,4360,-754,-11984,64960,3988031
977476,1513915,-648827,3962,206,-11719,64960,3988487
977431,1513101,-650224,4092,-335,-11669,64960,3988029
977237,1514215,-651876,3984,-2,-11789,64960,3988597
977182,1513232,-653377,3970,-63,-12041,64960,3988818
977108,1510537,-654718,3989,-236,-11118,64944,3988089
977116,1508727,-656036,4351,-1673,-11146,64944,3988547
976871,1508274,-657529,4121,-73,-11805,64944,3989019
976873,1509561,-658912,3902,-145,-11914,64944,3989051
976917,1509730,-660420,4019,-140,-11902,64944,3988754
976880,1511023,-661898,4041,125,-11804,64944,3988847
976861,1510113,-663253,4010,116,-11796,64944,3989336
976686,1508963,-664604,3702,60,-11592,64944,3988594
976744,1509689,-665981,4185,693,-11571,64944,3988538
976635,1511225,-667411,4032,-388,-11809,64944,3989720
976627,1509652,-668841,4207,412,-11945,64944,3988246
976631,1512084,-670408,3772,320,-11031,64944,3990296
976738,1510016,-671673,3808,202,-11824,64944,3989978
976556,1509838,-673003,4070,327,-11996,64944,3989794
976506,1508661,-674405,4015,-799,-11871,64928,3988771
976373,1509132,-675811,4064,105,-11731,64928,3989809
976259,1508705,-677108,4160,-998,-12011,64928,3989995
975948,1508109,-678398,3441,-22,-11594,64928,3988782
975775,1508672,-679885,3491,-1165,-12047,64928,3988527
975597,1509494,-681166,3572,536,-11623,64928,3988570
975538,1508812,-682448,3931,-1014,-11921,64928,3989534
975510,1509075,-683767,3978,106,-11788,64928,3989257
975601,1509511,-685218,4321,4,-12163,64928,3988804
975397,1508398,-686580,3321,-750,-11690,64928,3988334
975096,1509492,-687919,3992,-389,-11724,64928,3989006
974923,1508701,-689162,3562,576,-11687,64928,3989525
974801,1508194,-690474,3744,245,-11885,64928,3989068
974804,1507441,-691741,3833,1652,-11945,64928,3990506
974678,1507673,-693144,4061,-84,-11728,64928,3989806
974662,1507393,-694562,3949,488,-11602,64912,3990065
974662,1507393,-694562,3949,488,-11602,64912,3990065
974609,1507371,-695899,4034,-79,-11964,64912,3988821
974781,1507388,-697072,2982,-52,-12218,64912,3991265
974795,1505129,-698245,4367,108,-11119,64912,3988849
974906,1507478,-699589,3871,-31,-11894,64912,3990309
974726,1507858,-700709,4182,-1350,-12149,64912,3990757
974780,1507967,-701845,3178,-1729,-12482,64912,3991274
974839,1507629,-703110,4078,-376,-11880,64912,3990244
974559,1507429,-704165,4747,1027,-12702,64912,3990526
974719,1509958,-705217,4244,202,-11014,64912,3990199
974777,1508924,-706272,3602,-186,-12270,64912,3990803
974721,1508530,-707515,3919,-1462,-11998,64912,3991257
974544,1507718,-708600,3938,-148,-11793,64896,3990515
974495,1507409,-709793,4029,-1048,-11736,64896,3990054
974416,1504871,-711024,4031,-981,-11793,64896,3990042
974483,1505841,-712346,4450,-722,-12058,64896,3989960
974433,1506959,-713577,3944,-413,-11696,64896,3990778
974488,1506875,-714736,4185,-794,-11723,64896,3990460
974498,1507238,-715930,4033,273,-11792,64896,3990805
974351,1507636,-717109,3786,555,-11808,64896,3990458
974132,1507691,-718393,4099,-14,-11684,64896,3991427
973941,1504322,-719632,3993,-108,-11854,64896,3990733
973829,1505363,-720629,3878,-633,-11559,64896,3990790
973767,1504051,-721696,4002,-356,-12087,64896,3991267
973629,1505464,-722938,3914,-309,-11933,64896,3990494
973576,1504319,-723988,4040,13,-11788,64896,3990559
973629,1506177,-725371,3733,-1041,-11182,64880,3991057
973579,1506988,-726609,3852,-935,-11128,64880,3991505
973564,1507363,-727679,3829,-792,-12035,64880,3991957
973500,1504923,-728791,4056,-117,-11809,64880,3991028
973507,1505748,-729717,3546,2865,-13340,64880,3992480
973637,1504373,-730837,4064,174,-11875,64880,3991438
973565,1503493,-731976,3891,-313,-11951,64880,3990307
973400,1505406,-733191,3848,94,-11918,64880,3990815
973274,1506839,-734502,3589,2700,-13087,64880,3990014
973137,1506918,-735712,3774,-767,-12286,64880,3990939
973193,1503337,-736669,3738,890,-12217,64880,3991703
973216,1502861,-737699,4182,-94,-11723,64880,3990778
973132,1505158,-738801,3901,919,-11791,64880,3990765
973280,1503850,-739993,3539,163,-11625,64880,3991492
973160,1505237,-741147,3833,-409,-11770,64880,3991286
973012,1503771,-742140,3798,-745,-11472,64864,3990695
972774,1505322,-743288,4693,805,-11392,64864,3991736
972846,1506350,-744315,4346,-109,-11623,64864,3990500
972534,1506666,-745316,3378,-362,-11746,64864,3990725
972279,1507003,-746290,4363,63,-12035,64864,3991297
972224,1506836,-747316,3871,-1924,-11356,64864,3990460
972120,1504914,-748310,4012,-88,-11766,64864,3991230
972058,1503534,-749159,4088,-562,-11197,64864,3990014
971920,1505018,-750302,3926,-567,-11958,64864,3990469
971748,1506417,-751532,3140,1607,-13197,64864,3989026
971611,1506959,-752637,3910,-51,-12072,64864,3990015
971572,1507183,-753750,3905,142,-11702,64864,3990956
971378,1507322,-754697,4462,330,-11982,64864,3990994
971198,1507584,-755684,3595,607,-11609,64864,3989551
971010,1508650,-756589,4741,583,-12628,64864,3991219
970819,1508345,-757547,4818,-1952,-12209,64848,3991185
970528,1508119,-758425,3064,607,-11262,64848,3989224
970327,1507626,-759472,3646,-62,-11620,64848,3989289
970202,1507513,-760722,3677,-38,-12852,64848,3988560
970203,1507693,-761692,4253,630,-11819,64848,3989317
970097,1505110,-762621,3892,-1007,-11533,64848,3988984
969914,1506010,-763597,3120,-1980,-11486,64848,3988787
969784,1506849,-764437,3825,285,-11354,64848,3989462
969725,1506919,-765609,4045,-574,-12187,64848,3989806
969849,1505109,-766687,4299,419,-11990,64848,3989771
969798,1506382,-767494,3865,-488,-11918,64848,3990294
969773,1506826,-768565,3853,142,-11261,64848,3990771
969738,1507495,-769565,3916,-1379,-11674,64848,3990767
969795,1507383,-770399,3894,76,-11869,64848,3990479
969780,1507433,-771418,3910,54,-11752,64832,3990511
969780,1507433,-771418,3910,54,-11752,64848,3990511
969536,1507418,-772451,3285,-191,-12104,64832,3989800
969411,1505061,-773455,3986,19,-11827,64832,3990039
969349,1507370,-774280,4040,92,-11428,64832,3989794
969362,1507094,-775152,4031,47,-11816,64832,3990256
969177,1507225,-776047,4318,267,-11945,64832,3990479
969047,1507360,-777040,4067,-31,-11715,64832,3990038
968803,1507951,-778083,3555,1277,-12119,64832,3989588
968681,1507793,-778965,4014,274,-11959,64832,3990021
968559,1507896,-779799,4205,-896,-12243,64832,3990469
968315,1507779,-780822,4425,-136,-11483,64832,3990267
968253,1507622,-781692,3963,-36,-11789,64832,3989800
968076,1505390,-782535,4008,15,-11826,64832,3989512
968155,1506455,-783503,4241,162,-11901,64832,3989769
967883,1503763,-784413,3812,172,-11762,64832,3989747
967906,1503403,-785178,3504,-660,-12247,64816,3990748
968032,1501876,-786276,3331,-137,-11288,64816,3990988
967768,1501550,-787162,2515,3679,-11728,64816,3989300
967645,1501156,-788106,3883,199,-11738,64816,3990010
967596,1502245,-788982,3920,-1128,-11801,64816,3990731
967357,1500816,-789912,2935,-2628,-12274,64816,3989077
967234,1500406,-790919,3918,-207,-11976,64816,3990302
967093,1498954,-791845,4213,318,-11625,64816,3990803
966856,1498570,-792712,4184,-373,-11874,64816,3989972
966870,1500519,-793664,3903,12,-11693,64816,3990273
966848,1498956,-794469,4218,-1039,-11450,64816,3989573
966623,1498073,-795287,3444,-707,-11570,64816,3989527
966547,1497977,-796473,3984,-68,-11886,64816,3989798
966304,1499095,-797361,3419,522,-11962,64816,3989487
966194,1498638,-797987,3683,2033,-10286,64816,3988787
966051,1497865,-798724,3761,-959,-11391,64816,3988757
965939,1500071,-799740,4179,104,-11105,64816,3990542
965872,1499232,-800542,4058,-1431,-11959,64816,3990697
965767,1497377,-801527,3960,183,-12297,64816,3989284
965647,1496301,-802333,3905,361,-11701,64816,3989094
965505,1497900,-803312,4157,253,-11496,64816,3990270
965529,1496952,-804191,3921,-686,-11769,64800,3990468
965699,1495077,-805031,3018,-729,-11654,64800,3990721
965582,1496219,-805908,3988,-239,-11518,64800,3990717
965577,1496649,-806597,3808,752,-12191,64800,3990786
965521,1496986,-807215,4060,-87,-11557,64800,3989573
965585,1497370,-808131,3784,-371,-11742,64800,3990546
965326,1497456,-808730,4228,-156,-12111,64800,3990266
965019,1496283,-809670,3353,-99,-11833,64800,3989506
964917,1497094,-810412,3854,-165,-11949,64800,3990231
964593,1497587,-811098,2590,1445,-11438,64800,3989068
964543,1496591,-812067,3843,116,-11619,64800,3990264
964341,1495947,-812702,4178,7,-12018,64800,3990316
964110,1495227,-813323,3658,-465,-11428,64800,3989531
964115,1496469,-814186,3924,-199,-11579,64800,3989785
963991,1496991,-814713,3804,-9,-10729,64800,3989231
963982,1496354,-815509,3790,-1446,-11471,64800,3990695
963999,1495527,-816305,4287,-515,-11745,64800,3989287
963733,1496726,-816874,4274,-695,-12147,64800,3990027
963747,1496853,-817620,4260,-974,-11577,64784,3989240
963736,1494368,-818198,3969,321,-11787,64784,3989976
963619,1495056,-819084,3996,403,-11934,64784,3989796
963680,1496230,-819621,4382,404,-11234,64784,3989270
963808,1496640,-820501,3559,286,-11693,64784,3990493
963859,1494712,-821146,3997,202,-11590,64784,3989835
963855,1494539,-821971,4028,-395,-11856,64784,3990049
963995,1494556,-822668,3310,601,-11908,64784,3991271
963867,1492293,-823187,3820,-146,-11381,64784,3990274
963878,1492336,-824030,4013,10,-11703,64784,3990779
963805,1491998,-824693,4106,1152,-11891,64784,3990750
963621,1494199,-825706,4378,1394,-10811,64784,3990775
963693,1495359,-826706,3469,1134,-10922,64784,3990767
963557,1496287,-827323,4049,149,-11734,64784,3990535
963393,1495529,-827835,3880,-321,-11284,64784,3990028
963248,1495546,-828652,4339,-1096,-11283,64784,3990772
963137,1495072,-829415,4178,919,-11676,64784,3990691
963137,1495072,-829415,4178,919,-11676,64768,3990691
963001,1496307,-830260,4116,-108,-11679,64768,3990280
962952,1495706,-830740,4068,-3,-11849,64768,3990042
962780,1496428,-831423,3975,-73,-11751,64768,3989306
962526,1496952,-832174,4087,-100,-11728,64768,3990020
962395,1495873,-833043,3852,-210,-12081,64768,3989464
962230,1496747,-833716,4354,-639,-11981,64768,3990303
962038,1497267,-834644,3453,629,-13121,64768,3988622
961968,1496404,-835325,4032,-25,-11958,64768,3989548
961978,1497224,-835901,4473,1709,-11193,64768,3988598
961988,1497051,-836637,3857,992,-11642,64768,3990447
962044,1495843,-837409,4614,-1319,-12287,64768,3988808
961986,1496761,-838024,4056,546,-11474,64768,3988982
961863,1496992,-838737,3967,-199,-11834,64768,3989513
961926,1496348,-839322,3689,-1015,-12074,64768,3990474
961970,1495746,-839963,3865,-185,-11912,64768,3989996
961902,1496654,-840525,4021,179,-11649,64768,3989761
961669,1494619,-841319,4471,153,-11265,64768,3990470
961544,1494835,-841827,3755,4,-11159,64768,3989320
961601,1492691,-842409,3757,-97,-12002,64768,3990316
961478,1493986,-842843,3954,323,-11529,64752,3989527
961246,1495574,-843746,3935,31,-11831,64752,3989478
961183,1496423,-844119,3991,-37,-11945,64752,3989357
961054,1496860,-844769,3756,-164,-11689,64752,3988857
960808,1496102,-845645,3180,417,-12858,64752,3988597
960521,1495687,-846378,4438,-179,-11795,64752,3989333
960276,1496728,-847090,3916,-77,-11978,64752,3989324
960034,1496039,-847871,3620,225,-12121,64752,3988767
959894,1495239,-848581,3906,-66,-11976,64752,3988991
960010,1496266,-849211,4335,-194,-11872,64752,3988794
959777,1494499,-849736,3730,-21,-11743,64752,3989517
959590,1493405,-850410,4042,177,-11631,64752,3989316
959484,1494437,-850769,4077,-1472,-12865,64752,3990039
959467,1495034,-851149,4101,412,-11510,64752,3989015
959337,1494959,-851707,4003,-132,-11791,64752,3989467
959182,1492439,-852323,3711,-1179,-11835,64752,3988542
958853,1493722,-852876,4054,-214,-11839,64752,3989311
958619,1493177,-853389,3630,149,-11652,64736,3988842
958318,1495673,-854069,4422,-1449,-11445,64736,3989105
958380,1494369,-854934,3550,68,-11253,64736,3989067
958248,1493456,-855536,3665,39,-11496,64736,3988046
958255,1493804,-855950,4093,-330,-11555,64736,3988549
958381,1495467,-856455,3847,119,-11996,64736,3989299
958327,1494417,-856911,3961,630,-11706,64736,3988555
958187,1494797,-857464,4097,-90,-11912,64736,3988587
958126,1495708,-857983,4071,-251,-11695,64736,3988748
958251,1493834,-858737,4482,-984,-12239,64736,3988338
958248,1494410,-859570,3795,193,-11151,64736,3989292
958124,1494843,-860116,4321,-1477,-11766,64736,3990058
957873,1494978,-860876,3837,61,-11861,64736,3989009
957810,1493848,-861485,4066,10,-12052,64736,3987819
957707,1494137,-862075,3983,-710,-11825,64736,3988328
957453,1494472,-862493,4343,14,-12107,64736,3988762
957447,1496100,-862988,4011,300,-11501,64736,3988288
957154,1495639,-863372,2883,129,-10903,64736,3988006
957162,1494156,-863796,3908,20,-11419,64736,3988325
957088,1494959,-864306,3999,562,-11640,64736,3988563
956973,1492134,-864696,4202,2608,-12567,64736,3989542
956731,1492632,-865280,3448,1041,-11851,64720,3988315
956713,1491419,-865810,4088,141,-11775,64736,3988258
956531,1491944,-866279,3478,50,-11278,64720,3987632
956298,1492212,-866930,4627,65,-11413,64720,3989252
956223,1491207,-867550,3953,39,-12091,64720,3987607
956064,1493381,-867934,3691,1947,-11109,64720,3987085
956103,1494413,-868619,3688,-1037,-11147,64720,3988369
956043,1495563,-869368,4013,2160,-10263,64720,3989313
956116,1495086,-869858,4439,-660,-11576,64720,3987336
956066,1496466,-870338,4067,874,-11672,64720,3987386
956299,1495781,-871178,5275,-82,-13114,64720,3987785
956430,1495564,-871943,3269,-269,-10797,64720,3988526
956419,1496852,-872250,3654,-1421,-12079,64720,3988842
956419,1496852,-872250,3654,-1421,-12079,64720,3988842
956432,1496094,-873012,4203,125,-12423,64720,3988355
