-268,-183,-268,-286,-354,-269,-250
-689,-602,-688,-707,-776,-688,-671
-27,58,-28,-46,-114,-27,-9
879,966,878,860,791,879,897
555,643,555,537,468,555,573
756,842,756,738,670,756,774
-68,18,-68,-87,-155,-68,-50
377,463,377,359,292,378,396
105,191,105,87,18,106,123
369,456,369,351,282,370,387
-120,-34,-120,-138,-205,-120,-102
-49,36,-49,-67,-135,-49,-31
223,311,222,205,137,223,241
-618,-530,-618,-636,-705,-617,-600
462,550,462,444,375,462,480
36,123,36,18,-51,36,54
-380,-293,-381,-398,-467,-379,-362
-825,-738,-826,-843,-912,-824,-807
-827,-739,-827,-845,-914,-827,-808
-227,-140,-228,-245,-315,-227,-209
-1230,-1143,-1230,-1248,-1317,-1229,-1212
50,135,49,32,-34,50,68
797,884,797,779,710,797,815
146,232,145,128,59,146,164
861,948,860,843,774,862,879
489,576,489,471,402,489,508
-257,-170,-257,-275,-344,-256,-239
358,445,357,340,271,358,376
698,785,697,680,611,698,716
-180,-95,-180,-198,-265,-180,-162
347,434,347,329,261,347,365
489,577,488,471,403,489,508
-760,-674,-760,-778,-845,-759,-742
578,663,578,560,492,578,596
100,183,99,82,17,100,118
-671,-587,-671,-689,-756,-670,-653
591,677,590,573,504,591,609
-161,-74,-161,-180,-249,-162,-143
678,766,677,660,591,678,696
113,200,112,95,25,112,131
1423,1509,1422,1405,1336,1423,1441
350,437,350,332,263,350,368
-566,-478,-566,-584,-653,-566,-548
-739,-653,-739,-757,-826,-739,-721
375,461,375,357,289,375,393
-1248,-1161,-1248,-1266,-1334,-1247,-1230
-1332,-1246,-1332,-1351,-1419,-1332,-1314
404,488,404,386,320,404,422
222,307,222,204,137,222,240
910,996,910,891,823,910,928
618,705,618,600,531,618,636
573,661,572,555,485,573,591
1233,1320,1232,1215,1146,1233,1251
471,559,471,453,384,471,489
557,645,557,539,470,557,575
411,496,411,393,326,412,429
-144,-56,-143,-162,-231,-144,-126
-589,-501,-589,-607,-676,-589,-571
-575,-487,-575,-593,-662,-574,-557
-181,-95,-182,-200,-268,-181,-163
-166,-78,-166,-184,-253,-165,-148
-166,-78,-166,-184,-253,-165,-148
808,893,808,789,721,808,826
-20,66,-20,-39,-107,-20,-2
356,443,356,338,268,355,374
-31,56,-32,-49,-118,-31,-13
-365,-278,-365,-383,-451,-364,-346
20,108,20,2,-66,21,38
304,390,303,286,218,305,323
-174,-87,-174,-192,-261,-174,-156
-680,-592,-680,-698,-767,-680,-662
-623,-537,-623,-642,-710,-623,-605
258,345,258,240,170,258,276
102,190,102,84,15,102,120
556,643,556,538,469,556,574
275,360,275,257,191,276,293
-442,-355,-442,-460,-529,-442,-424
-458,-374,-458,-477,-543,-458,-440
1064,1148,1063,1046,979,1065,1082
112,199,112,94,26,113,130
-424,-336,-424,-442,-511,-423,-406
1123,1209,1122,1105,1035,1123,1141
71,158,70,53,-15,71,89
-451,-364,-451,-469,-539,-451,-433
-171,-85,-171,-189,-257,-170,-153
-50,36,-50,-68,-137,-49,-32
728,816,727,710,640,728,746
655,742,655,637,569,655,674
189,277,189,171,101,190,207
516,602,515,498,430,516,534
1172,1260,1172,1154,1085,1172,1190
737,825,737,719,650,738,756
-738,-650,-738,-756,-826,-738,-720
-672,-585,-672,-690,-761,-672,-654
766,854,766,748,679,766,784
524,612,524,506,437,524,542
-352,-264,-351,-370,-440,-352,-334
-241,-154,-241,-259,-329,-241,-223
-647,-563,-647,-665,-731,-647,-629
-725,-638,-725,-743,-811,-725,-706
-768,-681,-769,-787,-856,-768,-750
423,511,422,405,335,423,441
-447,-360,-447,-465,-534,-447,-429
-154,-69,-154,-173,-239,-154,-136
292,375,292,273,207,291,310
-106,-19,-106,-124,-193,-107,-88
1040,1125,1040,1022,956,1040,1059
-102,-14,-102,-120,-188,-102,-83
-249,-162,-249,-267,-336,-249,-231
214,300,213,196,128,214,232
-19,67,-21,-37,-107,-18,-1
661,749,661,643,574,661,679
-741,-653,-741,-760,-829,-741,-723
550,637,550,531,462,550,568
-394,-308,-394,-412,-479,-394,-375
854,941,854,836,767,854,873
16,104,15,-1,-70,17,34
-62,25,-63,-80,-150,-62,-44
507,594,507,489,420,507,525
-166,-81,-166,-185,-252,-166,-148
423,510,424,405,337,424,442
263,350,263,245,176,263,281
-399,-314,-399,-417,-484,-399,-381
396,483,395,378,308,396,414
-49,38,-49,-67,-137,-49,-31
-434,-346,-435,-452,-522,-433,-416
-603,-516,-603,-622,-691,-603,-585
-514,-427,-513,-532,-600,-514,-496
-171,-84,-171,-189,-259,-171,-153
266,353,265,247,178,266,284
-539,-452,-539,-557,-627,-538,-521
-685,-597,-686,-704,-773,-685,-667
-685,-597,-686,-704,-773,-685,-667
-159,-71,-159,-177,-247,-158,-141
-115,-27,-115,-133,-203,-116,-97
509,596,509,490,421,509,527
-163,-76,-163,-181,-249,-162,-144
174,262,174,156,87,174,192
-775,-686,-775,-793,-862,-775,-756
1005,1092,1004,987,917,1006,1023
-109,-21,-109,-127,-197,-109,-91
858,946,858,840,770,858,876
-727,-639,-727,-745,-815,-727,-709
834,921,834,816,747,834,852
626,714,626,608,538,625,644
244,331,244,226,155,244,262
-614,-526,-614,-632,-701,-614,-596
-249,-161,-249,-267,-336,-249,-231
351,440,351,333,264,351,370
-630,-543,-629,-648,-717,-630,-612
859,947,859,841,771,859,877
-401,-314,-401,-420,-489,-401,-383
76,163,76,57,-12,75,94
-43,43,-42,-61,-129,-43,-25
25,113,25,7,-62,27,44
659,747,659,641,571,659,678
808,895,807,790,722,809,826
-293,-207,-293,-311,-377,-292,-274
-253,-167,-253,-271,-339,-252,-235
187,273,187,169,101,187,205
148,235,148,129,60,148,166
483,569,483,465,398,483,502
46,132,46,28,-39,46,64
-10,76,-10,-29,-97,-10,7
-814,-726,-814,-832,-902,-814,-796
203,291,203,185,115,203,221
110,198,110,92,22,110,128
634,722,634,616,546,634,652
-157,-73,-157,-175,-241,-156,-139
-209,-125,-209,-227,-294,-210,-191
-300,-216,-300,-318,-383,-299,-282
-126,-41,-127,-144,-212,-125,-108
663,750,662,645,575,663,681
-23,64,-24,-41,-111,-23,-5
-297,-212,-298,-315,-383,-297,-279
264,351,264,246,175,264,282
-44,43,-44,-62,-132,-44,-26
167,255,167,149,78,167,185
560,646,560,542,474,560,578
-360,-272,-360,-378,-447,-360,-342
-1191,-1102,-1191,-1209,-1279,-1190,-1173
-64,21,-65,-82,-151,-64,-46
949,1037,949,931,861,949,967
398,486,398,380,309,398,416
-397,-311,-397,-415,-483,-397,-379
258,346,258,240,170,258,276
584,669,584,566,499,584,602
137,225,137,119,50,137,155
266,354,265,247,177,266,284
-885,-796,-886,-903,-973,-885,-867
402,489,401,384,315,402,420
311,400,311,293,223,311,329
826,914,826,808,739,826,844
-713,-627,-713,-731,-800,-713,-695
538,626,538,520,450,538,556
911,999,910,893,823,911,929
-541,-452,-541,-559,-629,-540,-523
-1308,-1220,-1308,-1327,-1397,-1308,-1290
558,645,557,540,470,558,576
666,754,666,648,577,666,684
499,581,498,481,416,498,516
-303,-219,-304,-322,-388,-303,-285
-442,-354,-442,-460,-529,-442,-424
-442,-354,-442,-460,-529,-442,-424
328,416,328,310,240,328,346
211,299,211,193,122,212,229
-68,16,-68,-86,-153,-67,-50
-144,-57,-144,-162,-231,-144,-126
-4,83,-4,-22,-92,-4,13
1133,1222,1133,1115,1045,1133,1152
10,91,9,-8,-71,10,28
-1127,-1040,-1127,-1145,-1213,-1126,-1109
-31,56,-31,-49,-119,-30,-13
1014,1102,1014,996,926,1014,1032
-488,-400,-489,-506,-577,-487,-470
141,224,141,123,58,141,159
-646,-560,-646,-664,-733,-646,-628
-97,-12,-97,-115,-182,-97,-79
1015,1101,1014,997,929,1016,1033
1305,1393,1304,1287,1217,1305,1322
-551,-465,-551,-570,-638,-551,-533
598,686,597,580,510,598,616
-897,-810,-898,-915,-984,-897,-879
1358,1445,1357,1340,1271,1357,1376
-363,-278,-362,-381,-447,-362,-345
-157,-71,-157,-175,-244,-158,-139
-297,-212,-297,-315,-382,-297,-279
1188,1273,1188,1170,1103,1188,1206
-379,-291,-379,-397,-467,-379,-361
-213,-125,-213,-231,-300,-213,-195
-82,6,-82,-100,-170,-82,-64
-552,-466,-552,-570,-639,-552,-534
397,485,396,379,309,398,415
955,1044,955,937,867,955,973
202,286,202,184,116,201,219
-566,-480,-566,-585,-653,-566,-548
566,652,566,548,482,566,585
-569,-482,-568,-587,-656,-568,-551
-82,6,-82,-100,-170,-81,-63
12,102,12,-5,-75,12,30
1802,1889,1802,1784,1715,1801,1821
-232,-144,-231,-250,-319,-232,-214
458,546,458,440,370,457,476
-154,-66,-154,-173,-242,-155,-136
-54,33,-55,-72,-143,-53,-36
-374,-285,-375,-392,-463,-374,-356
535,619,534,516,450,535,553
497,578,496,479,416,497,515
-277,-191,-277,-295,-362,-276,-258
560,646,560,542,475,560,578
-1022,-934,-1022,-1040,-1110,-1021,-1004
289,375,291,271,203,288,308
977,1064,977,958,888,976,995
-870,-783,-870,-888,-957,-870,-852
264,352,264,246,177,264,282
490,578,489,472,401,490,508
259,348,259,241,171,260,277
276,364,276,257,187,275,294
177,266,177,159,89,177,195
348,436,348,330,259,348,366
232,320,232,214,143,232,250
530,618,529,512,441,530,548
-208,-119,-208,-226,-297,-207,-190
545,634,545,527,456,545,563
-464,-375,-464,-482,-553,-463,-446
368,455,367,349,280,368,386
-560,-473,-560,-578,-646,-559,-542
-113,-25,-113,-132,-201,-113,-95
948,1031,947,930,864,948,966
-125,-42,-126,-144,-208,-125,-107
-75,7,-75,-93,-158,-75,-57
-389,-302,-389,-407,-475,-388,-370
-370,-283,-370,-388,-456,-370,-351
937,1024,937,919,849,937,955
937,1024,937,919,849,937,955
76,164,76,58,-11,76,94
-1193,-1105,-1193,-1211,-1280,-1193,-1175
65,154,65,47,-21,65,83
-122,-35,-121,-140,-208,-122,-103
719,807,719,700,630,719,737
559,644,559,541,474,559,577
338,425,338,320,250,338,356
-1162,-1073,-1162,-1180,-1250,-1163,-1144
704,789,703,686,618,704,722
674,761,674,656,586,674,692
-531,-443,-530,-549,-617,-531,-513
504,590,504,485,417,504,522
-33,54,-33,-51,-122,-33,-15
-48,41,-48,-66,-137,-48,-30
8,91,7,-9,-74,9,26
-967,-879,-967,-984,-1053,-966,-948
-199,-111,-200,-217,-288,-199,-181
486,575,485,468,397,486,504
685,773,685,667,597,685,703
67,156,68,49,-20,67,85
295,381,295,277,208,296,313
-275,-186,-275,-293,-363,-275,-257
-822,-732,-822,-840,-910,-822,-803
-795,-712,-795,-813,-878,-795,-777
1282,1369,1281,1264,1195,1282,1300
-3,83,-3,-21,-89,-3,14
284,370,283,266,198,284,302
391,478,391,372,302,391,409
-807,-718,-807,-825,-896,-807,-789
276,364,276,257,187,275,294
698,787,698,679,608,698,716
-59,27,-60,-77,-146,-59,-41
64,152,63,46,-22,64,82
-404,-317,-404,-422,-491,-404,-386
362,447,362,344,277,362,380
518,604,518,500,432,519,536
-461,-373,-462,-479,-548,-461,-443
1009,1098,1009,991,920,1009,1027
-915,-825,-915,-933,-1004,-914,-896
-559,-470,-559,-577,-648,-558,-541
371,460,371,353,283,372,390
215,303,215,197,127,215,233
-520,-432,-521,-538,-609,-520,-502
704,793,705,686,615,704,722
-857,-768,-857,-875,-945,-856,-839
517,605,517,499,430,517,535
-541,-452,-541,-559,-630,-541,-523
497,586,496,479,407,497,515
-372,-283,-372,-391,-462,-372,-354
-418,-329,-418,-436,-507,-418,-400
-176,-87,-175,-194,-265,-176,-158
-33,54,-34,-51,-122,-33,-15
-454,-366,-454,-473,-542,-455,-436
-106,-17,-106,-124,-195,-105,-88
-616,-527,-617,-634,-705,-616,-598
680,769,679,662,591,680,698
880,968,880,862,791,879,898
-29,58,-29,-47,-117,-29,-11
267,356,267,249,178,267,285
126,215,125,108,37,127,144
-849,-761,-849,-867,-938,-849,-831
-280,-193,-281,-298,-368,-279,-262
-634,-545,-634,-652,-722,-633,-616
-267,-178,-267,-285,-355,-267,-248
-673,-584,-672,-691,-761,-673,-655
-922,-833,-922,-940,-1011,-922,-904
504,593,504,485,414,504,522
-716,-626,-716,-734,-805,-715,-698
518,607,517,500,429,517,536
-1020,-931,-1020,-1038,-1108,-1019,-1002
-1020,-931,-1020,-1038,-1108,-1019,-1002
17,106,17,0,-72,17,35
-451,-361,-451,-469,-540,-452,-433
-190,-110,-190,-208,-270,-190,-172
324,408,324,306,241,324,342
-508,-421,-508,-526,-596,-507,-490
-161,-73,-162,-179,-249,-161,-143
-320,-235,-320,-338,-405,-319,-302
-665,-577,-665,-683,-753,-665,-647
356,445,356,338,267,356,374
-1149,-1059,-1148,-1167,-1238,-1148,-1131
-464,-375,-464,-482,-552,-464,-446
32,120,31,14,-56,32,50
-522,-433,-522,-540,-610,-521,-504
-618,-530,-618,-637,-707,-618,-600
131,216,132,113,46,131,149
-198,-112,-199,-216,-285,-198,-180
76,164,76,58,-11,77,94
350,437,349,332,263,350,368
-1451,-1372,-1451,-1469,-1530,-1451,-1433
-854,-768,-854,-872,-940,-853,-836
-265,-176,-265,-283,-353,-264,-247
809,898,809,791,720,809,827
-943,-854,-943,-961,-1032,-942,-925
-220,-132,-220,-238,-308,-220,-202
680,765,680,662,595,680,699
334,420,334,316,248,335,352
241,329,241,223,154,241,259
-536,-449,-536,-555,-624,-537,-518
-185,-96,-185,-203,-273,-185,-166
183,271,184,165,95,183,201
1318,1405,1317,1300,1230,1317,1336
341,430,341,323,252,340,359
-593,-505,-593,-611,-680,-593,-575
280,367,281,262,194,280,298
497,586,497,479,409,497,515
609,691,609,591,526,608,627
-100,-15,-99,-118,-185,-101,-82
-99,-10,-99,-117,-187,-98,-81
379,468,379,360,289,379,397
-478,-389,-477,-496,-567,-477,-460
327,416,326,308,237,327,345
675,763,676,657,587,675,693
-309,-220,-309,-328,-398,-309,-291
156,245,155,138,67,156,174
-215,-126,-215,-233,-303,-215,-196
-298,-208,-298,-316,-387,-298,-279
-406,-318,-406,-424,-494,-406,-388
-542,-453,-542,-560,-630,-542,-524
-75,12,-77,-93,-164,-73,-57
665,754,665,647,576,666,683
576,666,576,558,487,576,594
15,105,16,-2,-73,15,33
796,885,796,778,708,796,814
830,919,830,812,741,830,848
141,229,141,123,53,141,159
185,274,185,166,95,185,203
-1062,-973,-1062,-1080,-1152,-1062,-1044
-1024,-935,-1025,-1042,-1113,-1024,-1006
307,396,307,288,217,307,325
436,525,437,418,347,436,454
-151,-61,-151,-169,-239,-151,-133
568,655,568,550,481,568,586
1066,1154,1066,1048,978,1066,1084
123,208,123,105,38,123,141
1015,1100,1015,997,929,1014,1033
-471,-383,-471,-489,-560,-471,-453
350,433,350,332,266,350,368
798,885,798,780,710,798,816
470,559,470,452,380,469,488
-212,-124,-212,-230,-300,-213,-194
-212,-124,-212,-230,-300,-213,-194
-420,-331,-420,-438,-507,-420,-401
21,110,21,3,-66,22,40
-193,-103,-193,-211,-282,-193,-174
65,155,65,47,-23,65,83
-425,-335,-425,-443,-514,-425,-407
392,481,392,374,302,392,410
161,250,160,143,72,161,179
-514,-426,-514,-532,-602,-514,-496
-10,78,-10,-28,-98,-9,8
556,645,555,538,467,556,574
362,452,362,344,272,362,380
-107,-17,-107,-125,-196,-107,-89
-1145,-1055,-1146,-1163,-1235,-1143,-1127
279,369,279,261,190,279,298
1291,1379,1291,1273,1202,1290,1309
-78,7,-78,-96,-164,-78,-60
-176,-90,-176,-195,-263,-176,-158
-617,-529,-617,-636,-706,-617,-599
-1405,-1315,-1404,-1423,-1494,-1404,-1387
-987,-897,-987,-1005,-1077,-987,-969
-185,-96,-185,-203,-274,-185,-167
-6,82,-6,-24,-94,-6,11
-313,-224,-313,-331,-402,-312,-295
-347,-257,-348,-365,-437,-347,-329
361,451,361,343,271,361,379
311,400,311,293,222,311,329
-113,-23,-112,-131,-202,-113,-94
264,350,264,246,177,264,282
-723,-636,-722,-741,-810,-723,-705
517,603,517,499,431,516,535
-39,47,-40,-57,-126,-39,-21
-88,0,-88,-106,-177,-88,-70
-736,-646,-736,-754,-825,-735,-718
-907,-824,-907,-925,-988,-906,-889
351,439,350,333,264,351,370
502,591,502,484,413,502,520
-990,-901,-990,-1008,-1079,-989,-972
-220,-133,-220,-238,-307,-219,-202
489,578,488,471,400,489,507
-736,-646,-737,-754,-826,-736,-718
-461,-370,-461,-479,-550,-461,-442
-277,-191,-277,-296,-364,-277,-259
471,560,471,453,382,471,489
-1097,-1008,-1096,-1115,-1184,-1097,-1079
166,255,166,148,77,166,184
194,283,194,175,104,193,212
1338,1428,1337,1320,1248,1338,1356
346,436,346,328,256,346,364
1183,1272,1182,1164,1093,1183,1201
850,937,849,832,762,850,868
459,546,459,441,371,459,477
-24,64,-24,-42,-113,-24,-6
796,885,795,778,706,795,814
-96,-6,-97,-114,-186,-96,-78
668,756,667,649,578,668,686
-84,2,-84,-102,-172,-83,-66
-6,82,-7,-24,-95,-6,11
-422,-334,-421,-440,-509,-422,-403
-456,-368,-457,-474,-545,-455,-438
