981146,1515240,-577625,1345,-203,3,-203,-493,7,3,7,284694
981085,1515161,-579492,1403,-33,2,-33,55,6,2,6,284659
980963,1514077,-581347,1414,10,-10,10,-26,30,-10,30,284672
980972,1514436,-583074,1407,14,-9,14,3,9,-9,9,284665
980890,1513209,-584596,1422,-6,5,-6,-211,195,5,195,284521
980651,1513755,-586248,1378,-98,41,-98,-162,108,41,108,284611
980464,1514073,-587866,1384,-91,49,-91,-167,112,49,112,284616
980399,1514463,-589440,1415,-14,13,-14,22,34,13,34,284572
980399,1514463,-589440,1415,-14,13,-14,22,34,13,34,284572
980414,1514506,-591170,1405,47,3,47,-120,5,3,5,284656
980353,1514595,-592866,1421,6,1,6,-67,8,1,8,284675
980353,1514999,-594637,1413,-42,13,-42,-130,45,13,45,284679
980169,1514949,-596451,1390,-13,-30,-13,22,0,-30,0,284662
980117,1514724,-598123,1415,15,-10,15,-140,15,-10,15,284673
980158,1513726,-599871,1394,-9,17,-9,17,10,17,10,284679
980041,1514081,-601654,1413,-25,-8,-25,-123,-70,-8,-70,284657
979914,1513485,-603450,1413,19,-25,19,-30,40,-25,40,284636
979796,1513246,-605001,1416,33,13,33,-105,-76,13,-76,284617
979740,1514194,-606674,1425,2,3,2,-35,-8,3,-8,284657
979441,1514845,-608311,1321,156,10,156,-208,-15,10,-15,284674
979543,1512697,-609972,1338,-15,3,-15,4,-1,3,-1,284675
979546,1512357,-611570,1390,33,-4,33,-113,21,-4,21,284688
979441,1510574,-613145,1416,30,2,30,-511,-64,2,-64,284684
979114,1512715,-614757,1290,55,33,55,35,-22,33,-22,284691
979014,1513777,-616430,1384,9,4,9,12,-2,4,-2,284669
978629,1514177,-618074,1214,-65,-6,-65,-3,-1,-6,-1,284692
978645,1514401,-619736,1349,34,1,34,-111,-20,1,-20,284693
978636,1514723,-621325,1394,2,3,2,20,0,3,0,284695
978647,1515021,-622884,1405,-11,-4,-11,14,-5,-4,-5,284672
978823,1513640,-624549,1287,96,40,96,-57,-30,40,-30,284663
978568,1514270,-626069,1326,5,22,5,16,-1,22,-1,284680
978583,1514530,-627593,1378,15,-5,15,0,9,-5,9,284684
978462,1514380,-629064,1407,-36,7,-36,-258,62,7,62,284670
978269,1514980,-630555,1398,70,21,70,-201,-48,21,-48,284682
978320,1514951,-632178,1384,13,23,13,30,-9,23,-9,284669
978141,1514770,-633875,1391,-49,-31,-49,-94,-82,-31,-82,284632
977903,1513555,-635325,1368,-69,18,-69,-57,22,18,22,284645
977892,1514151,-636738,1404,-13,-12,-13,30,3,-12,3,284615
977896,1514629,-638252,1415,-8,-3,-8,7,1,-3,1,284658
977728,1514835,-639911,1410,3,-27,3,8,10,-27,10,284647
977726,1512084,-641419,1414,81,-8,81,-713,6,-8,6,284679
977723,1512044,-642958,1411,53,2,53,-62,-15,2,-15,284690
977489,1513656,-644494,1359,88,4,88,-77,-10,4,-10,284697
977490,1515210,-645859,1398,44,-23,44,-79,77,-23,77,284632
977543,1514931,-647402,1382,78,3,78,-113,-9,3,-9,284678
977476,1513914,-648828,1414,8,0,8,-1,-16,0,-16,284665
977431,1513101,-650224,1421,14,-4,14,-41,13,-4,13,284675
977237,1514215,-651876,1387,91,-62,91,-184,140,-62,140,284598
977182,1513232,-653378,1417,13,-18,13,-46,-3,-18,-3,284666
977108,1510536,-654718,1425,1,-3,1,9,13,-3,13,284653
977115,1508726,-656036,1416,56,-25,56,-273,124,-25,124,284632
976871,1508274,-657529,1363,69,-25,69,-18,38,-25,38,284669
976873,1509560,-658912,1404,-53,-19,-53,-643,-101,-19,-101,284680
976917,1509730,-660421,1403,19,11,19,51,-35,11,-35,284681
976880,1511022,-661898,1418,0,4,0,10,0,4,0,284701
976861,1510112,-663253,1420,43,-5,43,-372,56,-5,56,284666
976686,1508962,-664604,1397,8,20,8,49,6,20,6,284680
976744,1509689,-665981,1395,-68,-12,-68,-167,-40,-12,-40,284685
976635,1511224,-667411,1414,3,-4,3,-31,-4,-4,-4,284695
976627,1509652,-668841,1413,-21,5,-21,-30,14,5,14,284687
976631,1512084,-670408,1418,8,23,8,1,-31,23,-31,284625
976737,1510016,-671673,1364,27,-39,27,28,9,-39,9,284638
976556,1509838,-673004,1376,-39,7,-39,-45,28,7,28,284666
976506,1508661,-674406,1412,0,3,0,-51,-9,3,-9,284678
976373,1509132,-675811,1411,-23,-8,-23,-28,-21,-8,-21,284685
976259,1508705,-677108,1417,37,6,37,-239,-57,6,-57,284685
975948,1508109,-678399,1307,-14,54,-14,27,0,54,0,284677
975775,1508671,-679885,1369,-92,-15,-92,-327,-126,-15,-126,284648
975596,1509493,-681167,1386,38,12,38,-72,-56,12,-56,284677
975538,1508811,-682448,1415,0,2,0,-153,-34,2,-34,284685
975510,1509075,-683767,1418,33,0,33,-173,3,0,3,284694
975601,1509510,-685219,1375,12,48,12,26,-4,48,-4,284647
975397,1508398,-686581,1376,-47,15,-47,-56,0,15,0,284679
975096,1509491,-687919,1304,213,-12,213,-405,31,-12,31,284690
974923,1508701,-689163,1369,55,13,55,33,-11,13,-11,284681
974801,1508194,-690474,1404,13,-1,13,8,3,-1,3,284692
974803,1507440,-691741,1415,62,-6,62,-520,45,-6,45,284689
974678,1507672,-693144,1418,40,-16,40,-76,72,-16,72,284662
974662,1507392,-694562,1419,37,11,37,-135,-76,11,-76,284627
974662,1507392,-694562,1419,37,11,37,-135,-76,11,-76,284627
974609,1507371,-695899,1426,5,3,5,20,-17,3,-17,284664
974781,1507388,-697072,1313,-6,-54,-6,18,-5,-54,-5,284652
974795,1505129,-698246,1380,-6,-38,-6,11,-5,-38,-5,284642
974906,1507478,-699589,1360,-35,2,-35,-9,8,2,8,284673
974726,1507858,-700710,1383,102,31,102,-439,-134,31,-134,284655
974780,1507966,-701845,1377,-79,-30,-79,-198,-124,-30,-124,284644
974839,1507629,-703110,1381,40,-8,40,-45,-22,-8,-22,284681
974559,1507429,-704165,1311,-107,96,-107,-92,103,96,103,284600
974719,1509958,-705217,1289,-48,-79,-48,38,-26,-79,-26,284553
974777,1508923,-706273,1355,-32,-76,-32,-6,-46,-76,-46,284562
974720,1508529,-707515,1407,-4,-23,-4,-190,-8,-23,-8,284648
974544,1507717,-708600,1404,-77,16,-77,-280,100,16,100,284643
974494,1507408,-709793,1422,-10,5,-10,-51,15,5,15,284687
974415,1504871,-711024,1426,0,2,0,-198,-1,2,-1,284694
974483,1505841,-712346,1391,57,22,57,-62,-32,22,-32,284681
974433,1506959,-713577,1415,-15,7,-15,-274,3,7,3,284698
974488,1506875,-714736,1386,118,-5,118,-348,28,-5,28,284691
974498,1507238,-715930,1403,-2,-6,-2,12,0,-6,0,284692
974350,1507636,-717110,1404,47,-2,47,-109,2,-2,2,284692
974132,1507691,-718394,1367,29,-37,29,20,15,-37,15,284667
973941,1504321,-719632,1380,55,-23,55,-74,23,-23,23,284674
973829,1505363,-720630,1407,-47,16,-47,-446,201,16,201,284610
973767,1504051,-721697,1422,-8,3,-8,45,12,3,12,284653
973628,1505463,-722938,1420,-15,-7,-15,-29,-20,-7,-20,284664
973576,1504318,-723988,1426,-2,-2,-2,-87,-57,-2,-57,284649
973628,1506176,-725371,1398,-116,67,-116,-425,253,67,253,284530
973579,1506988,-726610,1417,-31,27,-31,-7,82,27,82,284626
973564,1507363,-727680,1419,-27,-1,-27,-60,-20,-1,-20,284656
973500,1504923,-728791,1426,-9,0,-9,-14,9,0,9,284674
973506,1505748,-729717,1416,65,-35,65,-385,214,-35,214,284580
973637,1504372,-730838,1346,-27,-19,-27,27,28,-19,28,284658
973565,1503493,-731976,1403,-5,-6,-5,8,2,-6,2,284683
973400,1505406,-733192,1396,20,-22,20,-4,17,-22,17,284675
973274,1506839,-734503,1408,67,-41,67,-369,226,-41,226,284573
973136,1506917,-735713,1413,-28,-29,-28,-114,-32,-29,-32,284634
973193,1503336,-736669,1400,95,-44,95,-373,136,-44,136,284644
973216,1502861,-737700,1404,37,-31,37,16,43,-31,43,284655
973132,1505158,-738801,1420,19,-8,19,-93,-1,-8,-1,284678
973279,1503849,-739993,1346,23,37,23,14,-10,37,-10,284672
973159,1505236,-741147,1397,-37,3,-37,-273,-60,3,-60,284683
973011,1503770,-742141,1411,-42,17,-42,-97,48,17,48,284670
972774,1505321,-743288,1365,-74,-22,-74,-60,-24,-22,-24,284669
972846,1506349,-744315,1362,-9,-30,-9,17,-4,-30,-4,284684
972534,1506665,-745316,1289,-121,47,-121,-106,53,47,53,284670
972279,1507003,-746290,1316,-48,54,-48,11,24,54,24,284660
972224,1506835,-747317,1395,-8,15,-8,-398,73,15,73,284671
972120,1504914,-748311,1414,13,12,13,2,-11,12,-11,284685
972058,1503534,-749159,1423,11,-4,11,-99,102,-4,102,284595
971920,1505018,-750302,1420,-48,-15,-48,-345,-84,-15,-84,284644
971748,1506417,-751533,1398,45,-48,45,-58,68,-48,68,284613
971611,1506958,-752637,1413,-4,-25,-4,31,3,-25,3,284650
971571,1507183,-753751,1420,2,-2,2,8,-6,-2,-6,284672
971378,1507322,-754697,1387,-23,16,-23,8,15,16,15,284689
971198,1507583,-755685,1384,62,18,62,-117,-24,18,-24,284695
971010,1508649,-756589,1386,-9,38,-9,10,16,38,16,284657
970818,1508344,-757548,1384,69,30,69,-144,-39,30,-39,284672
970527,1508118,-758425,1315,70,64,70,-11,-38,64,-38,284665
970327,1507626,-759473,1351,-41,13,-41,-49,-12,13,-12,284693
970202,1507513,-760722,1399,-5,-26,-5,21,-2,-26,-2,284548
970203,1507693,-761692,1410,-21,-8,-21,-35,0,-8,0,284659
970096,1505109,-762621,1419,-26,3,-26,-145,46,3,46,284679
969914,1506009,-763598,1393,-76,12,-76,-132,30,12,30,284693
969784,1506848,-764437,1410,6,22,6,-23,-41,22,-41,284648
969725,1506918,-765609,1422,4,10,4,-94,-91,10,-91,284611
969849,1505108,-766687,1341,-94,55,-94,-87,44,55,44,284635
969798,1506381,-767494,1400,-29,6,-29,-78,-71,6,-71,284606
969773,1506825,-768565,1416,-1,15,-1,15,-28,15,-28,284635
969738,1507494,-769565,1423,-25,5,-25,-287,7,5,7,284655
969795,1507383,-770399,1387,35,-31,35,-4,35,-31,35,284665
969779,1507432,-771419,1414,5,-1,5,10,5,-1,5,284666
969779,1507432,-771419,1414,5,-1,5,10,5,-1,5,284666
969535,1507417,-772451,1372,-14,-24,-14,6,-6,-24,-6,284682
969411,1505061,-773455,1402,-1,-14,-1,36,2,-14,2,284688
969349,1507369,-774280,1420,0,-5,0,11,-6,-5,-6,284660
969362,1507094,-775153,1418,44,-9,44,-214,38,-9,38,284687
969177,1507224,-776048,1397,-13,8,-13,15,14,8,14,284689
969047,1507359,-777041,1415,-1,-2,-1,11,3,-2,3,284673
968803,1507950,-778083,1372,169,-51,169,-542,160,-51,160,284650
968681,1507793,-778966,1402,28,-10,28,67,28,-10,28,284671
968559,1507896,-779799,1414,34,10,34,-126,-59,10,-59,284667
968315,1507779,-780822,1372,26,-29,26,12,3,-29,3,284663
968253,1507621,-781692,1412,4,-7,4,6,6,-7,6,284688
968076,1505390,-782535,1393,40,11,40,-40,-17,11,-17,284688
968154,1506455,-783503,1375,-11,24,-11,7,6,24,6,284667
967883,1503763,-784413,1329,163,-7,163,-291,23,-7,23,284693
967905,1503403,-785178,1382,-13,-29,-13,-61,-63,-29,-63,284647
968032,1501876,-786276,1327,-20,86,-20,11,10,86,10,284571
967767,1501549,-787162,1321,232,10,232,-699,43,10,43,284664
967644,1501155,-788106,1390,76,-4,76,-166,55,-4,55,284683
967596,1502244,-788983,1414,-20,-1,-20,-525,13,-1,13,284715
967357,1500815,-789912,1375,-125,-26,-125,-252,-59,-26,-59,284699
967233,1500406,-790919,1406,-19,-22,-19,35,-10,-22,-10,284662
967093,1498954,-791845,1415,-15,-17,-15,-11,-20,-17,-20,284680
966856,1498569,-792712,1376,76,9,76,-119,-28,9,-28,284686
966870,1500519,-793664,1399,-10,19,-10,-15,22,19,22,284674
966848,1498955,-794469,1416,22,0,22,-107,37,0,37,284675
966623,1498073,-795287,1375,-64,21,-64,-69,34,21,34,284688
966547,1497976,-796473,1412,-9,0,-9,-39,137,0,137,284395
966304,1499094,-797362,1352,70,-25,70,-54,48,-25,48,284599
966194,1498638,-797987,1402,39,16,39,-207,-174,16,-174,284522
966051,1497864,-798724,1408,-40,20,-40,-154,36,20,36,284644
965939,1500070,-799740,1418,-12,-10,-12,46,-10,-10,-10,284606
965871,1499232,-800542,1425,-2,-3,-2,-394,-41,-3,-41,284671
965767,1497377,-801527,1424,5,-13,5,37,17,-13,17,284636
965647,1496300,-802334,1422,17,1,17,2,-3,1,-3,284674
965505,1497900,-803313,1419,-13,-22,-13,-26,-49,-22,-49,284628
965528,1496951,-804191,1415,-67,0,-67,-338,31,0,31,284682
965699,1495076,-805032,1297,-103,21,-103,-24,20,21,20,284707
965582,1496219,-805909,1384,-14,0,-14,12,6,0,6,284705
965577,1496648,-806597,1407,28,-16,28,-99,65,-16,65,284657
965520,1496986,-807216,1422,6,-9,6,5,44,-9,44,284606
