0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1610000,1000000,994936,995236,994936,994936,994635,994936,994936
1605000,1000000,994989,995154,994989,994989,994824,994989,994989
1600000,1000000,994938,995030,994938,994938,994846,994938,994938
1600000,1000000,994804,994857,994804,994804,994751,994804,994804
1592499,1000000,994688,994722,994688,994688,994655,994688,994688
1592499,1000000,994621,994646,994621,994621,994595,994621,994621
1590000,1000000,994501,994523,994501,994501,994479,994501,994501
1585000,1000000,994570,994590,994570,994570,994549,994570,994570
1582499,1000000,994506,994527,994506,994506,994486,994506,994506
1585000,1000000,994257,994278,994257,994257,994237,994257,994257
1582499,1000000,994376,994396,994376,994376,994356,994376,994376
1580000,1000000,994323,994344,994323,994323,994303,994323,994323
1575000,1000000,994255,994275,994255,994255,994234,994255,994255
1577499,1000000,994194,994214,994194,994194,994173,994194,994194
1575000,1000000,994012,994032,994012,994012,993991,994012,994012
1572499,1000000,993900,993921,993900,993900,993880,993900,993900
1572499,1000000,993835,993855,993835,993835,993814,993835,993835
1570000,1000000,993828,993849,993828,993828,993807,993828,993828
1567499,1000000,993785,993805,993785,993785,993764,993785,993785
1565000,1000000,993725,993745,993725,993725,993704,993725,993725
1567499,1000000,993709,993730,993709,993709,993688,993709,993709
1565000,1000000,993899,993919,993899,993899,993880,993899,993899
1567499,1000000,993843,993863,993843,993843,993822,993843,993843
1565000,1000000,994128,994147,994128,994128,994110,994128,994128
1559999,1000000,994150,994170,994150,994150,994130,994150,994150
1559999,1000000,994313,994332,994313,994313,994293,994313,994313
1559999,1000000,994253,994273,994253,994253,994232,994253,994253
1557500,1000000,994148,994168,994148,994148,994127,994148,994148
1562500,1000000,994004,994025,994004,994004,993983,994004,994004
1559999,1000000,994203,994223,994203,994203,994184,994203,994203
1554999,1000000,994129,994150,994129,994129,994109,994129,994129
1554999,1000000,993885,993905,993885,993885,993865,993885,993885
1557500,1000000,993950,993971,993950,993950,993930,993950,993950
1557500,1000000,993897,993918,993897,993897,993877,993897,993897
1552500,1000000,993831,993852,993831,993831,993811,993831,993831
1552500,1000000,993767,993787,993767,993767,993746,993767,993767
1552500,1000000,993782,993803,993782,993782,993762,993782,993782
1552500,1000000,993712,993733,993712,993712,993691,993712,993712
1549999,1000000,993396,993416,993396,993396,993377,993396,993396
1552500,1000000,993399,993419,993399,993399,993379,993399,993399
1547500,1000000,993525,993545,993525,993525,993505,993525,993525
1552500,1000000,993472,993493,993472,993472,993452,993472,993472
1547500,1000000,993349,993369,993349,993349,993328,993349,993349
1549999,1000000,993332,993352,993332,993332,993311,993332,993332
1544999,1000000,993293,993313,993293,993293,993272,993293,993293
1547500,1000000,993176,993197,993176,993176,993156,993176,993176
1544999,1000000,993292,993313,993292,993292,993272,993292,993292
1547500,1000000,993273,993294,993273,993273,993252,993273,993273
1542500,1000000,993171,993192,993171,993171,993151,993171,993171
1549999,1000000,993108,993129,993108,993108,993088,993108,993108
1544999,1000000,993105,993126,993105,993105,993084,993105,993105
1544999,1000000,992989,993009,992989,992989,992968,992989,992989
1547500,1000000,992796,992816,992796,992796,992775,992796,992796
1544999,1000000,992671,992691,992671,992671,992650,992671,992671
1542500,1000000,992740,992760,992740,992740,992719,992740,992740
1544999,1000000,992734,992754,992734,992734,992713,992734,992734
1544999,1000000,992619,992640,992619,992619,992599,992619,992619
1542500,1000000,992436,992456,992436,992436,992415,992436,992436
1542500,1000000,992383,992403,992383,992383,992362,992383,992383
1542500,1000000,992441,992461,992441,992441,992420,992441,992441
1544999,1000000,992444,992465,992444,992444,992424,992444,992444
1542500,1000000,992309,992329,992309,992309,992288,992309,992309
1544999,1000000,992443,992463,992443,992443,992422,992443,992443
1544999,1000000,992362,992383,992362,992362,992341,992362,992362
1542500,1000000,992322,992343,992322,992322,992301,992322,992322
1544999,1000000,992435,992455,992435,992435,992415,992435,992435
1537500,1000000,992178,992198,992178,992178,992158,992178,992178
1539999,1000000,992173,992193,992173,992173,992152,992173,992173
1539999,1000000,991995,992015,991995,991995,991974,991995,991995
1539999,1000000,991995,992015,991995,991995,991974,991995,991995
1539999,1000000,991693,991712,991693,991693,991673,991693,991693
1539999,1000000,991745,991766,991745,991745,991725,991745,991745
1537500,1000000,991691,991711,991691,991691,991670,991691,991691
1537500,1000000,991765,991786,991765,991765,991745,991765,991765
1537500,1000000,991511,991531,991511,991511,991491,991511,991511
1537500,1000000,991270,991290,991270,991270,991250,991270,991270
1537500,1000000,991141,991162,991141,991141,991121,991141,991141
1537500,1000000,990978,990999,990978,990978,990958,990978,990978
1537500,1000000,991037,991057,991037,991037,991016,991037,991037
1537500,1000000,990978,990998,990978,990978,990957,990978,990978
1537500,1000000,991018,991038,991018,991018,990997,991018,991018
1537500,1000000,990962,990982,990962,990962,990941,990962,990962
1534999,1000000,990721,990741,990721,990721,990701,990721,990721
1534999,1000000,990796,990816,990796,990796,990776,990796,990796
1534999,1000000,990906,990925,990906,990906,990885,990906,990906
1537500,1000000,990599,990619,990599,990599,990580,990599,990599
1534999,1000000,990369,990389,990369,990369,990349,990369,990369
1534999,1000000,990418,990438,990418,990418,990398,990418,990418
1534999,1000000,990347,990367,990347,990347,990326,990347,990347
1537500,1000000,990164,990185,990164,990164,990144,990164,990164
1534999,1000000,990306,990326,990306,990306,990286,990306,990306
1534999,1000000,990221,990242,990221,990221,990201,990221,990221
1532500,1000000,990232,990253,990232,990232,990212,990232,990232
1537500,1000000,989981,990001,989981,989981,989960,989981,989981
1534999,1000000,989553,989571,989553,989553,989534,989553,989553
1532500,1000000,989621,989641,989621,989621,989601,989621,989621
1529999,1000000,989382,989402,989382,989382,989363,989382,989382
1532500,1000000,989129,989149,989129,989129,989109,989129,989129
1529999,1000000,989065,989085,989065,989065,989044,989065,989065
1532500,1000000,989064,989084,989064,989064,989043,989064,989064
1529999,1000000,989018,989039,989018,989018,988998,989018,989018
1529999,1000000,988828,988849,988828,988828,988808,988828,988828
1529999,1000000,988639,988660,988639,988639,988619,988639,988639
1529999,1000000,988707,988728,988707,988707,988687,988707,988707
1529999,1000000,988655,988675,988655,988655,988634,988655,988655
1529999,1000000,988583,988604,988583,988583,988562,988583,988583
1529999,1000000,988590,988610,988590,988590,988569,988590,988590
1529999,1000000,988388,988408,988388,988388,988367,988388,988388
1529999,1000000,988343,988363,988343,988343,988322,988343,988343
1529999,1000000,988394,988415,988394,988394,988374,988394,988394
1529999,1000000,988414,988435,988414,988414,988394,988414,988414
1529999,1000000,988478,988499,988478,988478,988458,988478,988478
1529999,1000000,988412,988433,988412,988412,988391,988412,988412
1527500,1000000,988535,988556,988535,988535,988515,988535,988535
1529999,1000000,988276,988296,988276,988276,988255,988276,988276
1527500,1000000,988405,988425,988405,988405,988386,988405,988405
1527500,1000000,988036,988055,988036,988036,988017,988036,988036
1527500,1000000,987978,987998,987978,987978,987958,987978,987978
1524999,1000000,987858,987878,987858,987858,987837,987858,987858
1527500,1000000,987680,987700,987680,987680,987659,987680,987680
1527500,1000000,987371,987391,987371,987371,987352,987371,987371
1527500,1000000,987107,987127,987107,987107,987087,987107,987107
1524999,1000000,986984,987004,986984,986984,986964,986984,986984
1524999,1000000,987116,987136,987116,987116,987096,987116,987116
1527500,1000000,986996,987016,986996,986996,986976,986996,986996
1527500,1000000,987065,987086,987065,987065,987045,987065,987065
1524999,1000000,986874,986895,986874,986874,986854,986874,986874
1527500,1000000,986753,986774,986753,986753,986732,986753,986753
1524999,1000000,986624,986644,986624,986624,986603,986624,986624
1522500,1000000,986708,986728,986708,986708,986688,986708,986708
1522500,1000000,986701,986722,986701,986701,986680,986701,986701
1522500,1000000,986878,986898,986878,986878,986859,986878,986878
1527500,1000000,986887,986908,986887,986887,986867,986887,986887
1527500,1000000,986750,986770,986750,986750,986729,986750,986750
1524999,1000000,986755,986776,986755,986755,986735,986755,986755
1527500,1000000,986685,986706,986685,986685,986665,986685,986685
1524999,1000000,986521,986541,986521,986521,986500,986521,986521
1524999,1000000,986571,986591,986571,986571,986550,986571,986571
1527500,1000000,986519,986540,986519,986519,986499,986519,986519
1524999,1000000,986193,986212,986193,986193,986173,986193,986193
1524999,1000000,986193,986212,986193,986193,986173,986193,986193
1522500,1000000,986389,986409,986389,986389,986370,986389,986389
1524999,1000000,986196,986216,986196,986196,986175,986196,986196
1524999,1000000,985957,985977,985957,985957,985937,985957,985957
1524999,1000000,986130,986150,986130,986130,986110,986130,986130
1527500,1000000,986135,986155,986135,986135,986114,986135,986135
1522500,1000000,986019,986040,986019,986019,985999,986019,986019
1524999,1000000,986028,986048,986028,986028,986007,986028,986028
1524999,1000000,986018,986038,986018,986018,985997,986018,986018
1524999,1000000,985833,985853,985833,985833,985812,985833,985833
1522500,1000000,985764,985785,985764,985764,985743,985764,985764
1522500,1000000,985580,985601,985580,985580,985560,985580,985580
1524999,1000000,985284,985304,985284,985284,985264,985284,985284
1522500,1000000,985060,985080,985060,985060,985040,985060,985060
1524999,1000000,984995,985015,984995,984995,984974,984995,984995
1524999,1000000,984802,984822,984802,984802,984781,984802,984802
1519999,1000000,984925,984944,984925,984925,984905,984925,984925
1524999,1000000,984910,984931,984910,984910,984890,984910,984910
1522500,1000000,984810,984831,984810,984810,984789,984810,984810
1522500,1000000,984606,984627,984606,984606,984586,984606,984606
1514999,1000000,984486,984507,984486,984486,984466,984486,984486
1519999,1000000,984368,984388,984368,984368,984347,984368,984368
1519999,1000000,984117,984137,984117,984117,984097,984117,984117
1517500,1000000,984196,984216,984196,984196,984176,984196,984196
1517500,1000000,984006,984026,984006,984006,983985,984006,984006
1514999,1000000,984064,984084,984064,984064,984044,984064,984064
1517500,1000000,984066,984087,984066,984066,984046,984066,984066
1517500,1000000,984009,984029,984009,984009,983988,984009,984009
1514999,1000000,983755,983775,983755,983755,983735,983755,983755
1517500,1000000,983775,983795,983775,983775,983754,983775,983775
1517500,1000000,983628,983649,983628,983628,983608,983628,983628
1517500,1000000,983527,983548,983527,983527,983506,983527,983527
1514999,1000000,983339,983359,983339,983339,983319,983339,983339
1514999,1000000,983212,983232,983212,983212,983191,983212,983212
1517500,1000000,983153,983173,983153,983153,983132,983153,983153
1519999,1000000,983101,983121,983101,983101,983080,983101,983101
1519999,1000000,983085,983106,983085,983085,983064,983085,983085
1517500,1000000,982969,982989,982969,982969,982948,982969,982969
1517500,1000000,982654,982674,982654,982654,982635,982654,982654
1517500,1000000,982671,982692,982671,982671,982651,982671,982671
1517500,1000000,982496,982516,982496,982496,982476,982496,982496
1517500,1000000,982312,982333,982312,982312,982292,982312,982312
1517500,1000000,982291,982312,982291,982291,982270,982291,982291
1517500,1000000,982240,982260,982240,982240,982219,982240,982240
1519999,1000000,982367,982387,982367,982367,982347,982367,982367
1514999,1000000,982548,982567,982548,982548,982528,982548,982548
1514999,1000000,982668,982688,982668,982668,982648,982668,982668
1517500,1000000,982293,982312,982293,982293,982274,982293,982293
1517500,1000000,982253,982273,982253,982253,982233,982253,982253
1519999,1000000,982115,982136,982115,982115,982095,982115,982115
