1376,-39,7,-39,-45,28,7,28,284666,4070,327,-11996,447207
1412,0,3,0,-51,-9,3,-9,284678,4015,-799,-11871,447206
1411,-23,-8,-23,-28,-21,-8,-21,284685,4064,105,-11731,447207
1417,37,6,37,-239,-57,6,-57,284685,4160,-998,-12011,447207
1307,-14,54,-14,27,0,54,0,284677,3441,-22,-11594,447207
1369,-92,-15,-92,-327,-126,-15,-126,284648,3491,-1165,-12047,447206
1386,38,12,38,-72,-56,12,-56,284677,3572,536,-11623,447206
1415,0,2,0,-153,-34,2,-34,284685,3931,-1014,-11921,447206
1418,33,0,33,-173,3,0,3,284694,3978,106,-11788,447208
1375,12,48,12,26,-4,48,-4,284647,4321,4,-12163,447207
1376,-47,15,-47,-56,0,15,0,284679,3321,-750,-11690,447206
1304,213,-12,213,-405,31,-12,31,284690,3992,-389,-11724,447207
1369,55,13,55,33,-11,13,-11,284681,3562,576,-11687,447207
1404,13,-1,13,8,3,-1,3,284692,3744,245,-11885,447206
1415,62,-6,62,-520,45,-6,45,284689,3833,1652,-11945,447207
1418,40,-16,40,-76,72,-16,72,284662,4061,-84,-11728,447207
1419,37,11,37,-135,-76,11,-76,284627,3949,488,-11602,447207
1419,37,11,37,-135,-76,11,-76,284627,3949,488,-11602,447207
1426,5,3,5,20,-17,3,-17,284664,4034,-79,-11964,447206
1313,-6,-54,-6,18,-5,-54,-5,284652,2982,-52,-12218,447205
1380,-6,-38,-6,11,-5,-38,-5,284642,4367,108,-11119,447203
1360,-35,2,-35,-9,8,2,8,284673,3871,-31,-11894,447207
1383,102,31,102,-439,-134,31,-134,284655,4182,-1350,-12149,447207
1377,-79,-30,-79,-198,-124,-30,-124,284644,3178,-1729,-12482,447204
1381,40,-8,40,-45,-22,-8,-22,284681,4078,-376,-11880,447207
1311,-107,96,-107,-92,103,96,103,284600,4747,1027,-12702,447205
1289,-48,-79,-48,38,-26,-79,-26,284553,4244,202,-11014,447206
1355,-32,-76,-32,-6,-46,-76,-46,284562,3602,-186,-12270,447207
1407,-4,-23,-4,-190,-8,-23,-8,284648,3919,-1462,-11998,447205
1404,-77,16,-77,-280,100,16,100,284643,3938,-148,-11793,447207
1422,-10,5,-10,-51,15,5,15,284687,4029,-1048,-11736,447205
1426,0,2,0,-198,-1,2,-1,284694,4031,-981,-11793,447207
1391,57,22,57,-62,-32,22,-32,284681,4450,-722,-12058,447206
1415,-15,7,-15,-274,3,7,3,284698,3944,-413,-11696,447207
1386,118,-5,118,-348,28,-5,28,284691,4185,-794,-11723,447207
1403,-2,-6,-2,12,0,-6,0,284692,4033,273,-11792,447207
1404,47,-2,47,-109,2,-2,2,284692,3786,555,-11808,447207
1367,29,-37,29,20,15,-37,15,284667,4099,-14,-11684,447207
1380,55,-23,55,-74,23,-23,23,284674,3993,-108,-11854,447207
1407,-47,16,-47,-446,201,16,201,284610,3878,-633,-11559,447207
1422,-8,3,-8,45,12,3,12,284653,4002,-356,-12087,447206
1420,-15,-7,-15,-29,-20,-7,-20,284664,3914,-309,-11933,447207
1426,-2,-2,-2,-87,-57,-2,-57,284649,4040,13,-11788,447207
1398,-116,67,-116,-425,253,67,253,284530,3733,-1041,-11182,447207
1417,-31,27,-31,-7,82,27,82,284626,3852,-935,-11128,447206
1419,-27,-1,-27,-60,-20,-1,-20,284656,3829,-792,-12035,447206
1426,-9,0,-9,-14,9,0,9,284674,4056,-117,-11809,447208
1416,65,-35,65,-385,214,-35,214,284580,3546,2865,-13340,447203
1346,-27,-19,-27,27,28,-19,28,284658,4064,174,-11875,447207
1403,-5,-6,-5,8,2,-6,2,284683,3891,-313,-11951,447206
1396,20,-22,20,-4,17,-22,17,284675,3848,94,-11918,447207
1408,67,-41,67,-369,226,-41,226,284573,3589,2700,-13087,447204
1413,-28,-29,-28,-114,-32,-29,-32,284634,3774,-767,-12286,447206
1400,95,-44,95,-373,136,-44,136,284644,3738,890,-12217,447207
1404,37,-31,37,16,43,-31,43,284655,4182,-94,-11723,447207
1420,19,-8,19,-93,-1,-8,-1,284678,3901,919,-11791,447206
1346,23,37,23,14,-10,37,-10,284672,3539,163,-11625,447207
1397,-37,3,-37,-273,-60,3,-60,284683,3833,-409,-11770,447207
1411,-42,17,-42,-97,48,17,48,284670,3798,-745,-11472,447207
1365,-74,-22,-74,-60,-24,-22,-24,284669,4693,805,-11392,447205
1362,-9,-30,-9,17,-4,-30,-4,284684,4346,-109,-11623,447206
1289,-121,47,-121,-106,53,47,53,284670,3378,-362,-11746,447207
1316,-48,54,-48,11,24,54,24,284660,4363,63,-12035,447206
1395,-8,15,-8,-398,73,15,73,284671,3871,-1924,-11356,447206
1414,13,12,13,2,-11,12,-11,284685,4012,-88,-11766,447207
1423,11,-4,11,-99,102,-4,102,284595,4088,-562,-11197,447207
1420,-48,-15,-48,-345,-84,-15,-84,284644,3926,-567,-11958,447207
1398,45,-48,45,-58,68,-48,68,284613,3140,1607,-13197,447202
1413,-4,-25,-4,31,3,-25,3,284650,3910,-51,-12072,447207
1420,2,-2,2,8,-6,-2,-6,284672,3905,142,-11702,447207
1387,-23,16,-23,8,15,16,15,284689,4462,330,-11982,447206
1384,62,18,62,-117,-24,18,-24,284695,3595,607,-11609,447207
1386,-9,38,-9,10,16,38,16,284657,4741,583,-12628,447203
1384,69,30,69,-144,-39,30,-39,284672,4818,-1952,-12209,447203
1315,70,64,70,-11,-38,64,-38,284665,3064,607,-11262,447206
1351,-41,13,-41,-49,-12,13,-12,284693,3646,-62,-11620,447207
1399,-5,-26,-5,21,-2,-26,-2,284548,3677,-38,-12852,447206
1410,-21,-8,-21,-35,0,-8,0,284659,4253,630,-11819,447206
1419,-26,3,-26,-145,46,3,46,284679,3892,-1007,-11533,447206
1393,-76,12,-76,-132,30,12,30,284693,3120,-1980,-11486,447203
1410,6,22,6,-23,-41,22,-41,284648,3825,285,-11354,447207
1422,4,10,4,-94,-91,10,-91,284611,4045,-574,-12187,447207
1341,-94,55,-94,-87,44,55,44,284635,4299,419,-11990,447207
1400,-29,6,-29,-78,-71,6,-71,284606,3865,-488,-11918,447207
1416,-1,15,-1,15,-28,15,-28,284635,3853,142,-11261,447206
1423,-25,5,-25,-287,7,5,7,284655,3916,-1379,-11674,447206
1387,35,-31,35,-4,35,-31,35,284665,3894,76,-11869,447207
1414,5,-1,5,10,5,-1,5,284666,3910,54,-11752,447207
1414,5,-1,5,10,5,-1,5,284666,3910,54,-11752,447207
1372,-14,-24,-14,6,-6,-24,-6,284682,3285,-191,-12104,447206
1402,-1,-14,-1,36,2,-14,2,284688,3986,19,-11827,447207
1420,0,-5,0,11,-6,-5,-6,284660,4040,92,-11428,447207
1418,44,-9,44,-214,38,-9,38,284687,4031,47,-11816,447207
1397,-13,8,-13,15,14,8,14,284689,4318,267,-11945,447207
1415,-1,-2,-1,11,3,-2,3,284673,4067,-31,-11715,447207
1372,169,-51,169,-542,160,-51,160,284650,3555,1277,-12119,447207
1402,28,-10,28,67,28,-10,28,284671,4014,274,-11959,447207
1414,34,10,34,-126,-59,10,-59,284667,4205,-896,-12243,447206
1372,26,-29,26,12,3,-29,3,284663,4425,-136,-11483,447206
1412,4,-7,4,6,6,-7,6,284688,3963,-36,-11789,447207
1393,40,11,40,-40,-17,11,-17,284688,4008,15,-11826,447207
1375,-11,24,-11,7,6,24,6,284667,4241,162,-11901,447207
1329,163,-7,163,-291,23,-7,23,284693,3812,172,-11762,447207
1382,-13,-29,-13,-61,-63,-29,-63,284647,3504,-660,-12247,447206
1327,-20,86,-20,11,10,86,10,284571,3331,-137,-11288,447206
1321,232,10,232,-699,43,10,43,284664,2515,3679,-11728,447203
1390,76,-4,76,-166,55,-4,55,284683,3883,199,-11738,447207
1414,-20,-1,-20,-525,13,-1,13,284715,3920,-1128,-11801,447207
1375,-125,-26,-125,-252,-59,-26,-59,284699,2935,-2628,-12274,447203
1406,-19,-22,-19,35,-10,-22,-10,284662,3918,-207,-11976,447207
