1700,-395,-5189,447207
1681,241,-5198,447207
1602,61,-5167,447207
1635,-223,-5418,447207
1737,-36,-5309,447207
1785,-57,-5172,447207
1826,34,-5286,447207
1854,-36,-5170,447207
1902,-1085,-5299,447206
1876,-232,-5319,447207
1770,13,-5271,447207
1920,-505,-4816,447204
1950,-337,-5359,447206
1772,92,-5240,447207
1830,-149,-5218,447207
1781,-1,-5272,447207
1775,-28,-5384,447207
1784,-105,-4972,447205
1945,-748,-4984,447206
1843,-32,-5279,447207
1745,-64,-5328,447207
1797,-62,-5322,447207
1807,56,-5279,447207
1793,52,-5275,447207
1655,26,-5184,447207
1871,310,-5174,447207
1803,-173,-5281,447207
1881,184,-5342,447207
1686,143,-4933,447206
1702,90,-5287,447207
1820,146,-5365,447207
1795,-357,-5308,447206
1817,47,-5246,447207
1860,-446,-5371,447207
1538,-9,-5185,447207
1561,-521,-5387,447206
1597,239,-5198,447206
1758,-453,-5331,447206
1779,47,-5271,447208
1932,2,-5439,447207
1485,-335,-5227,447206
1785,-174,-5243,447207
1593,257,-5226,447207
1674,109,-5315,447206
1714,739,-5342,447207
1816,-37,-5245,447207
1766,218,-5188,447207
1766,218,-5188,447207
1804,-35,-5350,447206
1333,-23,-5464,447205
1953,48,-4972,447203
1731,-13,-5319,447207
1870,-603,-5433,447207
1421,-773,-5582,447204
1823,-168,-5313,447207
2123,459,-5680,447205
1898,90,-4925,447206
1611,-83,-5487,447207
1752,-654,-5365,447205
1761,-66,-5274,447207
1801,-468,-5248,447205
1803,-438,-5274,447207
1990,-323,-5392,447206
1763,-185,-5230,447207
1871,-355,-5242,447207
1803,122,-5273,447207
1693,248,-5280,447207
1833,-6,-5225,447207
1786,-48,-5301,447207
1734,-283,-5169,447207
1789,-159,-5405,447206
1750,-138,-5336,447207
1807,6,-5272,447207
1669,-465,-5001,447207
1722,-418,-4976,447206
1712,-354,-5382,447206
1814,-52,-5281,447208
1586,1281,-5965,447203
1817,78,-5310,447207
1740,-140,-5344,447206
1721,42,-5329,447207
1605,1207,-5853,447204
1688,-343,-5494,447206
1671,398,-5463,447207
1870,-42,-5242,447207
1744,411,-5273,447206
1583,73,-5199,447207
1714,-183,-5263,447207
1698,-333,-5130,447207
2099,360,-5094,447205
1943,-49,-5198,447206
1510,-162,-5253,447207
1951,28,-5382,447206
1731,-860,-5078,447206
1794,-39,-5262,447207
1828,-251,-5007,447207
1755,-253,-5347,447207
1404,718,-5902,447202
1748,-23,-5398,447207
1746,63,-5233,447207
1995,147,-5358,447206
1607,271,-5191,447207
2120,260,-5647,447203
2154,-873,-5460,447203
1370,271,-5036,447206
1630,-28,-5196,447207
1644,-17,-5747,447206
1902,282,-5285,447206
1740,-450,-5157,447206
1395,-885,-5136,447203
1710,127,-5077,447207
1809,-256,-5450,447207
1922,187,-5362,447207
1728,-218,-5330,447207
1723,63,-5036,447206
1751,-617,-5221,447206
1741,34,-5308,447207
1748,24,-5256,447207
1748,24,-5256,447207
1469,-85,-5413,447206
1782,8,-5289,447207
1807,41,-5110,447207
1802,21,-5284,447207
1931,119,-5341,447207
1819,-14,-5239,447207
1589,571,-5419,447207
1795,122,-5348,447207
1880,-400,-5475,447206
1978,-61,-5135,447206
1772,-16,-5272,447207
1792,6,-5288,447207
1896,72,-5322,447207
1705,77,-5260,447207
1567,-295,-5477,447206
1489,-61,-5048,447206
1125,1645,-5245,447203
1736,89,-5249,447207
1753,-504,-5277,447207
1312,-1175,-5489,447203
1752,-92,-5356,447207
1884,142,-5199,447207
1871,-167,-5310,447207
1745,5,-5229,447207
1886,-464,-5120,447206
1540,-316,-5174,447206
1782,-30,-5315,447208
1529,233,-5349,447206
1647,909,-4599,447204
1682,-429,-5094,447206
1869,46,-4966,447206
1814,-640,-5348,447207
1771,82,-5499,447207
1746,161,-5233,447207
1859,113,-5141,447207
1753,-306,-5263,447207
1349,-326,-5211,447206
1783,-107,-5151,447206
1703,336,-5452,447207
1815,-39,-5168,447207
1692,-165,-5251,447207
1891,-70,-5416,447207
1499,-44,-5292,447207
1723,-73,-5344,447207
1158,646,-5115,447204
1718,52,-5196,447207
1868,3,-5374,447207
1636,-208,-5110,447207
1755,-89,-5178,447207
1701,-4,-4798,447207
1695,-646,-5130,447206
1917,-230,-5252,447207
1911,-311,-5432,447207
1905,-435,-5177,447206
1775,143,-5271,447207
1787,180,-5337,447208
1959,181,-5024,447207
1591,128,-5229,447207
1787,90,-5183,447207
1801,-176,-5302,447207
1480,268,-5325,447206
1708,-65,-5089,447207
1794,4,-5233,447208
1836,515,-5318,447207
1958,623,-4835,447206
1551,507,-4884,447206
1811,66,-5247,447207
1735,-144,-5046,447207
1940,-490,-5045,447206
1868,411,-5221,447207
1868,411,-5221,447207
1841,-48,-5223,447208
1819,-1,-5299,447208
1777,-32,-5255,447208
1828,-45,-5245,447207
1722,-93,-5403,447207
1947,-286,-5358,447206
1544,281,-5868,447205
1803,-11,-5347,447208
2000,764,-5005,447205
1725,443,-5206,447207
2063,-590,-5495,447205
1813,244,-5131,447206
1774,-89,-5292,447207
1650,-453,-5399,447207
1728,-82,-5327,447207
1798,80,-5209,447207
1999,68,-5038,447207
1679,1,-4990,447206
1680,-43,-5367,447207
1768,144,-5155,447207
1759,14,-5291,447207
1784,-16,-5342,447208
1679,-73,-5227,447206
1422,186,-5750,447206
1985,-80,-5275,447206
1751,-34,-5357,447207
1619,100,-5420,447207
1746,-29,-5356,447207
1939,-86,-5309,447207
1668,-9,-5251,447207
1807,79,-5201,447207
1823,-658,-5753,447206
1834,184,-5147,447208
1790,-59,-5273,447208
1659,-527,-5292,447206
1813,-95,-5294,447207
1623,66,-5211,447207
1977,-648,-5118,447206
1587,30,-5032,447207
1639,17,-5141,447206
1830,-147,-5167,447208
1720,53,-5365,447207
1771,282,-5235,447207
1832,-40,-5327,447208
1820,-112,-5230,447208
2004,-440,-5473,447207
1697,86,-4987,447207
1932,-660,-5261,447204
1716,27,-5304,447207
1818,4,-5390,447205
1781,-317,-5288,447207
1942,6,-5414,447207
1793,134,-5143,447207
1289,58,-4875,447205
1747,9,-5107,447207
1788,251,-5205,447208
1879,1166,-5620,447206
1542,465,-5299,447207
1828,63,-5266,447208
1555,22,-5043,447205
2069,29,-5104,447206
1767,17,-5407,447207
1650,870,-4968,447205
1649,-464,-4985,447207
1794,966,-4589,447203
1985,-295,-5177,447207
1818,390,-5220,447207
2359,-36,-5864,447205
1462,-120,-4828,447207
1634,-635,-5402,447207
1634,-635,-5402,447207
1880,56,-5556,447207
1810,416,-5201,447207
1736,-29,-5247,447207
1722,-74,-5199,447207
1799,-2,-5208,447208
1982,683,-5200,447205
1604,21,-5299,447206
1471,686,-5867,447203
1769,67,-5368,447208
1993,621,-5315,447205
1887,79,-5412,447207
1625,-36,-5238,447207
1541,-228,-5309,447206
1714,-23,-5269,447207
2019,205,-5736,447205
1752,-189,-4926,447202
2022,-243,-5351,447206
1802,-296,-5226,447207
2083,411,-5522,447205
2233,-1443,-5850,447202
1369,15,-5490,447206
1654,-62,-5441,447207
1828,-233,-5464,447207
1008,-1020,-5832,447203
1731,-275,-5317,447207
1700,20,-5191,447207
1829,73,-5132,447208
1618,155,-5122,447207
1798,-281,-4622,447207
1652,-463,-5723,447205
1407,125,-5274,447207
1484,542,-5153,447206
1464,502,-5243,447206
1539,-360,-5487,447206
1790,20,-5318,447208
1829,5,-5288,447208
972,1696,-3892,447197
1926,377,-4786,447207
1721,41,-5373,447207
1903,-156,-5572,447207
1829,42,-5273,447208
1818,-302,-5291,447207
2086,323,-5473,447206
1911,8,-5286,447206
1503,-369,-5141,447207
1918,-36,-5060,447207
1676,342,-5981,447204
1595,-83,-5566,447207
1656,-112,-5842,447205
2137,-160,-5293,447205
1702,80,-5279,447207
1809,168,-5358,447207
1832,53,-5274,447208
1863,29,-5173,447207
1806,1,-5302,447208
1903,355,-5171,447207
1817,-13,-5307,447208
1896,372,-5658,447207
1811,-49,-5202,447207
1744,-563,-5285,447207
1755,-273,-5225,447207
1915,-286,-5131,447207
2012,-347,-5503,447206
1857,-170,-5309,447207
1018,843,-5375,447204
1618,125,-5298,447207
1511,-42,-5252,447207
1794,-602,-5252,447207
1827,298,-5225,447207
1505,-118,-5803,447205
1505,-118,-5803,447205
1827,85,-5339,447208
1302,-1023,-5891,447202
1796,-109,-5314,447208
1724,31,-5221,447207
1701,-77,-5208,447207
1413,227,-4936,447206
1802,-172,-5246,447207
1842,-127,-5989,447204
2223,-521,-5182,447205
1768,-113,-5304,447206
1487,-73,-5552,447206
1918,-541,-5659,447207
1774,134,-5181,447208
1828,0,-5240,447208
1645,-27,-5189,447207
1930,389,-5855,447204
1788,0,-5110,447208
1846,213,-5325,447207
1611,153,-4845,447206
1819,15,-5178,447208
1851,79,-5286,447207
1742,77,-5138,447207
1888,-340,-5254,447206
1085,261,-5175,447205
1883,-1299,-5029,447203
1835,38,-5317,447207
1886,204,-5211,447207
1810,135,-5307,447207
1824,411,-4806,447206
1863,95,-5187,447207
1892,28,-5230,447207
1783,37,-5275,447207
1751,86,-5266,447207
1857,17,-5355,447207
1383,349,-5182,447206
1542,253,-5326,447207
1643,115,-5300,447207
1816,-78,-5144,447206
1870,31,-5749,447205
1900,-374,-5238,447207
1743,-200,-5261,447207
1887,-44,-5326,447207
1712,-165,-5119,447207
1804,-260,-5382,447207
2074,223,-5439,447205
1950,-16,-5247,447207
1728,50,-5270,447207
1813,-713,-5300,447207
1882,-376,-5312,447207
1908,-76,-5533,447207
1827,47,-5159,447208
1796,14,-5250,447208
1668,115,-5256,447207
1845,102,-5328,447208
1876,-5,-5130,447207
1782,888,-5013,447207
1533,788,-5249,447205
1756,124,-5287,447208
1838,-9,-5423,447208
1827,53,-5244,447208
1676,203,-5016,447206
1704,-256,-5188,447207
1917,227,-5409,447207
1868,4,-5198,447207
1543,-246,-5778,447206
1663,207,-5365,447205
1848,-183,-5223,447208
1957,-101,-4992,447206
1914,-729,-5536,447207
1477,-1324,-5527,447205
1477,-1324,-5527,447205
1832,-122,-5303,447208
1930,-115,-5436,447207
1431,0,-5106,447206
1644,-25,-4981,447207
1615,-405,-5286,447207
1778,-32,-5264,447208
1580,316,-5273,447207
1591,244,-4808,447206
1837,0,-5227,447207
1849,626,-4834,447204
1667,110,-5268,447207
1770,99,-5311,447208
1633,84,-5401,447207
1653,-329,-5508,447207
1732,-39,-5315,447207
1602,-302,-5286,447207
1741,-169,-5263,447208
1865,96,-5268,447207
396,889,-5480,447201
1511,-49,-5113,447205
1791,-1,-5188,447208
1908,515,-5190,447206
1941,573,-5747,447205
1974,143,-5252,447207
2114,-138,-5411,447206
1563,278,-5196,447207
1706,-22,-5280,447207
1649,127,-5088,447207
1797,-92,-5176,447208
1797,23,-5235,447208
1232,-877,-5911,447202
1818,-135,-5536,447207
1572,-31,-5456,447207
1848,74,-5225,447207
1875,-121,-5277,447207
1127,-198,-5490,447205
1672,-71,-5436,447207
1757,-80,-5202,447208
1816,-161,-5210,447208
1806,-429,-5439,447207
1912,0,-5453,447207
1636,221,-5078,447207
1703,215,-5168,447207
1807,-116,-5167,447208
1807,-31,-5179,447208
1820,-12,-5191,447208
1972,-520,-5330,447207
1913,50,-5294,447207
1802,13,-5258,447208
1659,-750,-5369,447207
1831,146,-5191,447207
1848,-5,-5258,447208
2080,-65,-5077,447206
1811,344,-5000,447206
1766,59,-5300,447208
1813,46,-5381,447208
1689,-345,-5086,447205
1955,520,-5262,447206
1814,-53,-5185,447208
1740,132,-5141,447207
1880,0,-5158,447208
2050,56,-5433,447206
2105,326,-5068,447205
1781,-72,-5318,447207
1108,27,-5037,447204
1790,-26,-5276,447207
1426,7,-5198,447206
1449,-524,-5576,447206
1785,-218,-5341,447207
1725,-48,-5354,447207
1725,-48,-5354,447207
1619,113,-5422,447207
1819,98,-5320,447208
1794,-29,-5324,447208
1844,-1,-5299,447208
1761,0,-5317,447207
1703,248,-5344,447207
1817,-21,-5219,447208
1660,580,-5321,447207
1845,44,-5203,447208
1669,891,-5266,447207
1828,152,-5181,447208
1852,20,-5229,447208
1842,325,-6276,447204
1886,-2,-5298,447208
2224,829,-4683,447203
1735,-26,-5333,447207
1637,76,-5192,447207
1641,44,-5071,447207
1986,-1155,-5581,447202
1729,-95,-5047,447205
1781,-62,-5250,447208
1786,12,-5251,447208
1879,-23,-5233,447208
1841,-74,-5160,447208
1807,-187,-5249,447208
1920,63,-5236,447207
1864,-11,-5293,447208
1596,-28,-5435,447207
1404,425,-5009,447206
1993,-65,-5354,447206
1712,66,-5171,447207
1793,207,-5315,447208
1714,40,-5466,447206
697,1470,-5802,447203
1651,145,-5406,447207
1746,-128,-5390,447207
2113,1125,-5618,447205
1639,265,-5212,447207
1787,-103,-5036,447207
1817,-55,-5233,447207
1852,217,-5280,447207
1614,-279,-5313,447207
1769,313,-5200,447207
2200,383,-5070,447205
1826,-115,-5389,447208
1784,-8,-5249,447208
1865,-649,-4862,447202
1832,-45,-5266,447208
1627,1071,-5693,447204
2282,-410,-5261,447204
1630,82,-5380,447207
1785,29,-5340,447208
1876,527,-5010,447205
1863,-9,-5273,447208
2081,352,-5682,447206
1820,-79,-5187,447207
1784,74,-5267,447208
1524,-213,-5436,447207
1829,-109,-5057,447207
1920,-179,-5166,447207
2000,-262,-5782,447206
1847,9,-5243,447208
2165,-101,-5313,447206
1740,-238,-5237,447207
1894,-24,-5224,447207
2021,-179,-4986,447206
1827,-152,-5239,447208
1801,56,-5235,447208
1806,-384,-5115,447208
1476,-310,-5247,447207
1476,-310,-5247,447207
1751,-66,-5270,447208
1828,247,-5316,447208
1900,-62,-5220,447208
1863,-307,-4971,447207
1877,-13,-5326,447208
1639,-10,-5211,447207
1706,3,-5187,447208
1293,-1097,-5748,447202
1938,164,-5072,447207
1904,-35,-5797,447207
1895,-135,-5298,447208
2118,-11,-5230,447205
1628,190,-5363,447206
2159,146,-2559,447206
2318,-212,-2552,447204
1390,340,-5274,447206
1835,272,-5299,447207
1764,-128,-5242,447208
1824,11,-5232,447208
1871,-114,-5263,447208
2050,-502,-5352,447207
1792,122,-5233,447208
1672,-233,-5053,447206
1796,-652,-5184,447207
1887,220,-5260,447208
2162,177,-5328,447206
1753,-136,-5491,447207
1765,-386,-5088,447207
1850,-38,-5294,447208
1902,222,-5188,447208
2004,449,-5220,447207
1807,0,-5303,447207
1876,-229,-5268,447207
1398,572,-5421,447206
2099,-251,-5078,447205
1231,-112,-5513,447205
1755,-5,-5334,447208
1886,-110,-5322,447208
2011,-495,-5347,447207
1860,373,-5311,447207
1530,117,-5202,447204
1716,-23,-5333,447207
1458,446,-5457,447206
1939,-533,-5720,447205
1772,38,-5183,447208
1762,337,-5221,447207
1643,-1024,-5502,447207
1638,-476,-5402,447207
1636,-1,-5445,447207
1636,217,-5219,447207
1379,500,-5102,447204
1790,37,-5243,447208
1868,-495,-5246,447204
1477,-183,-5406,447204
1980,89,-5018,447207
1612,-135,-5249,447206
1927,-173,-5191,447207
1811,77,-5339,447208
1930,-501,-5632,447205
1501,-137,-4959,447206
1798,-49,-5144,447208
1702,-267,-5362,447207
1673,-319,-5442,447207
1858,125,-5281,447208
1857,-41,-5350,447208
2039,1130,-5927,447203
1926,-282,-5177,447208
1844,-126,-5306,447208
1823,29,-5305,447208
1838,-82,-5337,447207
1838,-82,-5337,447207
1745,211,-4942,447207
1760,652,-5086,447207
1858,19,-5261,447208
1784,46,-5227,447208
1968,-344,-5430,447207
1856,-6,-5256,447208
1795,-173,-5393,447207
1886,3,-5318,447208
2050,-300,-5332,447207
1678,141,-5260,447207
1917,620,-5049,447207
1788,215,-5312,447207
1732,122,-5294,447208
1830,374,-5326,447208
1577,-32,-5108,447207
1739,-87,-5050,447208
1842,1,-5222,447208
1429,-43,-5262,447206
1658,-668,-4989,447206
1893,-96,-5270,447207
1822,164,-5235,447208
1801,-275,-5332,447207
1657,-126,-5194,447207
1778,-84,-5253,447208
1493,684,-5163,447206
1778,234,-5109,447208
1809,-380,-5439,447207
1742,132,-5375,447205
1863,-31,-5258,447208
1647,-506,-5478,447207
1774,-791,-5366,447206
1801,-194,-5242,447208
1909,82,-5436,447207
1903,-220,-5116,447206
1727,-143,-5317,447207
1742,-374,-5358,447207
2361,-875,-5488,447205
1498,-208,-5399,447207
1649,419,-5060,447207
1828,-12,-5291,447208
2176,-585,-5795,447203
1695,387,-5235,447207
1910,186,-5490,447207
1909,-41,-5187,447208
1949,422,-5197,447206
1793,616,-5425,447208
1873,181,-5138,447208
1775,-11,-5133,447207
1887,-149,-5362,447208
2125,-500,-5194,447206
1412,218,-5038,447206
1692,97,-5207,447208
1880,-129,-5120,447208
1842,99,-5470,447208
1653,8,-5350,447205
1885,-37,-5311,447208
1844,18,-5244,447208
1725,282,-5616,447207
2014,-436,-5194,447207
1831,109,-5265,447208
1620,-1030,-4892,447206
1870,-159,-5213,447207
1845,-44,-5278,447208
1671,-173,-5306,447207
1860,183,-5435,447208
1820,3,-5287,447208
1767,580,-5172,447207
1896,14,-5233,447208
1815,311,-5251,447207
2031,-216,-4967,447207
2031,-216,-4967,447207
1862,35,-5329,447208
1605,328,-5233,447207
1655,528,-5305,447205
2043,-69,-5453,447207
1869,104,-5242,447207
1828,-22,-5232,447208
2000,-453,-4850,447207
1819,69,-5284,447207
1934,-348,-5063,447207
1790,148,-5444,447208
1860,24,-5331,447208
1892,542,-5529,447207
1869,0,-5255,447208
1871,26,-5144,447208
1713,-43,-5278,447207
1900,-156,-5460,447207
1948,-250,-4770,447205
1624,-261,-5317,447207
1785,242,-5210,447207
1876,-128,-5222,447208
1776,32,-5238,447208
1575,-208,-5020,447207
1759,-56,-5408,447208
2049,-253,-5190,447207
1795,112,-5314,447208
1802,-20,-5320,447208
1747,-53,-5389,447207
1719,39,-5196,447208
1717,-251,-5188,447208
2021,130,-5459,447207
2150,-397,-5287,447206
2001,658,-5036,447206
1701,-151,-5324,447208
1632,515,-5532,447207
1925,329,-5327,447208
2010,355,-4910,447207
1879,-71,-5311,447208
1844,-3,-5304,447208
1971,-256,-5449,447207
1929,-257,-5325,447208
1889,51,-5283,447208
1689,295,-5306,447207
1973,300,-5382,447207
2062,335,-4173,447204
1893,-112,-5318,447208
1294,336,-5108,447206
1768,11,-5217,447208
1392,624,-5057,447206
1894,39,-5261,447208
1829,38,-5215,447208
1902,118,-5147,447208
1844,-2,-5293,447208
1905,-276,-5393,447208
1102,-1680,-5206,447198
1836,-65,-5283,447208
1954,213,-5146,447208
1854,-48,-5313,447207
2067,425,-5580,447207
1953,118,-5034,447207
1883,-38,-5235,447208
2338,277,-5610,447203
1503,-105,-5154,447206
1839,-15,-5244,447208
1756,223,-5097,447207
1851,203,-5258,447208
1826,381,-5284,447207
1894,40,-5366,447208
1936,30,-5315,447208
1859,43,-5278,447208
1810,-259,-5265,447208
1810,-259,-5265,447208
2097,-434,-5554,447203
1915,31,-5194,447208
1925,213,-5311,447208
2230,656,-4811,447205
1906,-297,-5398,447208
2023,-207,-5203,447207
1907,419,-5282,447208
2125,-108,-5077,447206
1856,-9,-5312,447208
1482,27,-5236,447206
2044,-100,-5211,447207
2004,-94,-5436,447207
1795,151,-5341,447207
1906,34,-5366,447208
2222,-164,-4991,447206
1835,49,-5355,447208
1861,37,-5247,447208
1529,1168,-5223,447206
1994,367,-5122,447206
1848,-802,-5499,447207
1787,480,-4914,447205
1855,-21,-5240,447208
2049,-391,-5328,447205
1946,175,-5181,447208
2050,414,-5375,447205
2262,-510,-5066,447206
1717,146,-5407,447208
1863,-3,-5293,447208
1744,451,-5088,447207
1874,12,-5273,447208
1934,-180,-5367,447207
1833,622,-5277,447206
1866,25,-5187,447208
2271,303,-5458,447206
1778,124,-5346,447207
1872,-24,-5286,447208
1961,-224,-5458,447208
1713,14,-5050,447207
1914,-153,-5262,447208
1897,-68,-5225,447208
1866,110,-5268,447208
1925,-522,-5077,447208
1553,647,-4860,447206
2543,-472,-5907,447201
1837,97,-5153,447208
1928,0,-5299,447208
1907,-90,-5274,447208
1849,182,-5213,447208
1952,483,-5190,447208
2014,370,-4948,447207
1483,288,-4980,447205
1708,-31,-5160,447208
1797,-49,-5144,447208
1872,-1,-5114,447208
1994,-279,-5718,447205
1993,207,-5116,447207
1754,480,-4982,447206
1596,147,-5347,447207
1994,282,-5338,447207
1843,-35,-5235,447208
1960,-101,-5183,447208
1816,57,-5294,447208
2122,34,-5571,447205
2285,-283,-5394,447201
1879,14,-5238,447208
1927,-14,-5252,447208
2084,199,-5331,447207
1894,-36,-5272,447208
1813,-207,-5242,447208
1897,-278,-5282,447207
1897,-278,-5282,447207
1861,91,-5205,447208
2219,-85,-5575,447205
1773,-387,-5072,447207
2044,-562,-5045,447207
2301,-465,-5057,447205
1741,71,-5409,447208
1782,110,-5313,447208
1884,96,-5229,447208
1876,-156,-5217,447208
2030,136,-5255,447207
1635,-473,-5443,447206
2024,335,-5114,447207
1875,412,-5403,447206
1906,-6,-5285,447208
1878,-19,-5277,447208
1864,-40,-5311,447208
1871,92,-5257,447208
1931,-29,-5184,447208
1942,-48,-5408,447208
1595,330,-5011,447205
2041,-1165,-4832,447206
1931,-194,-5321,447208
1868,7,-5273,447208
2042,-221,-5274,447207
2433,276,-5290,447202
1776,46,-5254,447208
2154,845,-5000,447207
1654,-169,-5346,447207
1858,55,-5279,447208
2127,-544,-4981,447206
1947,188,-5333,447208
1858,197,-5418,447208
2015,783,-5027,447206
2010,-115,-5243,447207
1786,65,-5342,447207
2110,-669,-4927,447207
2080,85,-5528,447207
1564,560,-5506,447205
2195,50,-5379,447206
1834,49,-5272,447208
1722,-866,-5352,447206
1904,90,-5359,447208
1960,75,-5256,447208
1336,143,-4974,447200
1935,157,-5223,447208
