1847,-245,-5074,447208
1760,54,-5488,447207
1899,30,-5246,447208
1936,271,-5281,447208
1989,-229,-5172,447208
2031,424,-5621,447206
2262,452,-4835,447206
1615,732,-4729,447202
1670,-424,-5103,447207
2280,434,-5296,447206
1700,-185,-5246,447208
1948,-148,-5466,447207
1890,-61,-5226,447208
1909,15,-5275,447208
1905,11,-5288,447208
1594,235,-5275,447206
2147,576,-5575,447206
1836,-44,-5256,447208
1974,99,-5403,447206
1946,-151,-5209,447208
1766,120,-5230,447208
1683,0,-5071,447208
1906,341,-5194,447208
1946,157,-5241,447208
1933,-251,-5256,447208
1933,-251,-5256,447208
1911,69,-5259,447208
2019,430,-5007,447207
2073,255,-5382,447207
1707,78,-5375,447208
1891,194,-5296,447208
1913,238,-5384,447208
1511,-13,-5287,447207
1559,-16,-5201,447206
1751,-33,-5323,447206
1885,-91,-5167,447208
1781,-892,-5364,447207
1915,-85,-5224,447208
1972,84,-5245,447208
1562,-645,-4888,447206
2016,-106,-5534,447207
1824,-49,-5223,447208
1945,-344,-5272,447208
1873,-103,-5217,447208
1932,75,-5071,447207
1973,-247,-5501,447208
1827,40,-5218,447208
1838,44,-5163,447208
2005,-262,-5496,447207
1810,61,-5209,447208
1891,-10,-5253,447208
1715,-171,-5299,447208
1915,-241,-5215,447208
2137,-172,-5707,447207
1847,36,-5114,447208
1416,594,-4840,447205
1902,138,-5140,447207
1962,-419,-5335,447208
1906,18,-5255,447208
1953,-47,-5240,447208
1738,-97,-5258,447208
1904,-208,-5236,447208
2010,-351,-5132,447206
2105,172,-5285,447207
2056,-422,-5205,447206
1998,100,-4814,447207
2009,328,-4907,447202
2397,95,-5385,447205
1838,54,-5245,447208
1864,-74,-5279,447208
2152,192,-5133,447207
1821,-275,-5419,447208
1876,-558,-5034,447207
1876,148,-5335,447208
1815,68,-5303,447208
1885,134,-5222,447208
1904,-33,-5297,447209
1909,38,-5301,447208
2012,110,-5121,447208
2006,-91,-5287,447207
1901,-63,-5309,447208
1925,41,-5307,447208
1883,-153,-5279,447208
1909,195,-5256,447208
1891,-98,-5196,447208
1804,-7,-5247,447208
1876,106,-5297,447208
2063,97,-5371,447206
2108,282,-5110,447206
1742,-166,-5184,447208
1900,-305,-5461,447208
2092,22,-5167,447207
1853,-117,-5326,447208
2011,266,-5222,447208
1965,-85,-5363,447208
1459,481,-5656,447207
1459,481,-5656,447207
1825,101,-5457,447208
2061,685,-5537,447207
1938,322,-4901,447207
1759,-97,-5411,447208
1779,-70,-5364,447208
1775,71,-5174,447208
1918,-128,-5289,447208
1894,165,-5459,447206
1919,53,-5450,447208
1621,659,-5295,447207
1765,202,-4955,447207
2253,-866,-4791,447204
1766,96,-5325,447208
1998,202,-5455,447207
1877,65,-5240,447207
1923,470,-5137,447208
2218,-416,-5140,447206
1891,343,-5226,447207
1990,926,-5322,447205
1938,-175,-5284,447208
1858,426,-5383,447208
1671,8,-5167,447208
1772,52,-5260,447208
1612,-46,-5359,447207
1883,-182,-5340,447208
1901,-100,-5372,447208
2064,-282,-4983,447207
1991,59,-5098,447208
1904,-133,-5352,447208
1871,-65,-5295,447208
1280,-506,-5744,447206
1876,-320,-5367,447208
1850,60,-5358,447208
1833,116,-5137,447207
1893,11,-5243,447208
1868,2,-5263,447208
1456,-835,-5757,447201
2814,1085,-5754,447200
1663,-617,-4925,447205
1768,-104,-5383,447208
1906,-341,-5101,447208
2090,-11,-5246,447207
1896,-459,-5237,447208
1924,-304,-5243,447208
1773,-69,-5318,447208
1866,-107,-5244,447208
1905,-41,-5206,447208
1523,-12,-5642,447207
1836,43,-5398,447208
1899,-49,-5322,447208
1876,259,-5366,447207
1940,65,-5281,447208
1835,199,-5219,447208
1802,122,-5198,447208
1702,82,-5311,447208
1786,96,-5428,447208
1900,36,-5293,447208
1948,33,-5243,447208
2032,88,-5496,447208
1906,-69,-5223,447208
2040,-186,-5152,447208
1741,269,-5211,447208
1741,50,-4730,447206
1913,4,-5225,447209
1944,381,-5473,447207
2184,-139,-5521,447206
2061,608,-5125,447208
1794,-164,-5261,447208
1911,-225,-5262,447208
1997,-20,-5283,447208
1997,-20,-5283,447208
1854,58,-5246,447208
1734,-536,-5441,447206
1600,-454,-5224,447207
1787,-593,-5165,447208
1875,-154,-5161,447208
1919,-16,-5246,447209
1933,280,-5205,447208
1933,-8,-5261,447209
1931,146,-5250,447208
1971,46,-5277,447208
1918,-23,-5105,447208
2006,-82,-5356,447208
1908,-2,-5149,447208
1933,-189,-5352,447208
1933,-1,-5201,447208
1868,66,-5302,447208
1847,65,-5285,447208
1904,87,-5281,447209
1882,0,-5267,447208
1933,309,-5251,447208
1907,191,-5397,447208
2003,-113,-5131,447206
1901,39,-5277,447208
1885,-67,-5280,447208
2149,-257,-5333,447207
1815,156,-5305,447208
1750,145,-5052,447207
1752,31,-5267,447208
1724,302,-5051,447207
1945,24,-5256,447208
2183,378,-4981,447207
1288,100,-4781,447205
1644,680,-5260,447206
1994,-381,-5130,447208
1751,113,-5379,447206
1912,-5,-5301,447209
1860,-63,-5173,447208
1682,868,-5497,447205
1914,702,-5180,447208
1846,192,-5286,447208
1971,158,-5054,447206
1770,-795,-5461,447207
1777,12,-5222,447208
1146,-1331,-5677,447202
1823,-113,-5181,447208
2016,-255,-5050,447207
1820,-972,-5089,447204
1618,-79,-5290,447207
1836,201,-5291,447207
1909,-17,-5241,447208
1571,-178,-5442,447207
1777,-26,-5238,447208
1691,-232,-5321,447208
2097,533,-5057,447203
1275,-217,-6207,447205
1935,-21,-5283,447208
1865,-22,-5457,447208
1967,457,-5191,447207
1905,-36,-5263,447209
2027,-449,-5266,447208
1791,-104,-5211,447208
1945,-40,-5177,447208
1941,-452,-5364,447208
1809,-53,-5270,447208
1884,-115,-5268,447209
2147,32,-5237,447207
1889,114,-5240,447208
1767,93,-5519,447207
1924,-97,-5362,447208
1986,-181,-5339,447208
1986,-181,-5339,447208
1904,-200,-5313,447207
1982,-114,-5221,447208
2432,-177,-5386,447206
1600,118,-5346,447207
1877,47,-5229,447208
1826,-383,-5427,447208
1898,507,-5430,447207
2053,192,-5484,447208
1670,-130,-5145,447208
1894,133,-5297,447208
1987,304,-5266,447208
1861,-120,-5253,447208
1803,-102,-5227,447208
1954,23,-4773,447208
1861,-76,-5297,447208
1684,32,-4987,447206
1944,332,-5150,447207
1811,10,-5256,447208
1871,52,-5278,447208
1537,377,-5649,447207
1833,123,-5455,447208
1733,-206,-5291,447208
1756,741,-5012,447204
1840,-953,-4925,447207
2029,-170,-5331,447208
1494,-401,-5427,447207
1596,-357,-5238,447208
1705,-145,-5248,447208
1926,72,-5327,447208
1914,-1,-5253,447209
1936,-44,-5259,447209
1790,-742,-5445,447206
1880,490,-5325,447208
2060,865,-5490,447206
1644,517,-5298,447208
1754,-260,-5289,447207
