0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
4008018,4009269,4008017,4007946,4006767,4008019,4008090
3986362,3987050,3986361,3986320,3985674,3986362,3986403
3974817,3975200,3974817,3974789,3974433,3974817,3974844
3968390,3968613,3968390,3968369,3968169,3968390,3968411
3965432,3965574,3965432,3965413,3965291,3965432,3965451
3963709,3963814,3963708,3963690,3963603,3963709,3963727
3962833,3962925,3962833,3962815,3962741,3962833,3962851
3963280,3963366,3963279,3963261,3963192,3963280,3963298
3963351,3963437,3963351,3963333,3963264,3963351,3963369
3962524,3962608,3962523,3962506,3962440,3962524,3962542
3963308,3963392,3963308,3963290,3963225,3963308,3963326
3963610,3963696,3963610,3963592,3963525,3963611,3963628
3964075,3964160,3964074,3964056,3963989,3964075,3964093
3964006,3964093,3964006,3963988,3963921,3964006,3964025
3963876,3963962,3963876,3963858,3963791,3963877,3963894
3964016,3964102,3964016,3963998,3963931,3964017,3964035
3964105,3964190,3964105,3964087,3964018,3964104,3964123
3964565,3964651,3964564,3964547,3964479,3964565,3964583
3964936,3965023,3964936,3964918,3964851,3964936,3964955
3965250,3965336,3965250,3965232,3965163,3965250,3965268
3965321,3965407,3965320,3965303,3965235,3965321,3965339
3966405,3966486,3966405,3966387,3966324,3966405,3966423
3966289,3966374,3966288,3966271,3966204,3966289,3966307
3967668,3967745,3967668,3967650,3967591,3967668,3967686
3968423,3968506,3968423,3968405,3968339,3968423,3968441
3969292,3969374,3969292,3969274,3969209,3969292,3969310
3969384,3969470,3969384,3969366,3969300,3969384,3969403
3969496,3969582,3969496,3969478,3969410,3969496,3969514
3968901,3968987,3968901,3968883,3968815,3968901,3968919
3969964,3970045,3969964,3969946,3969883,3969964,3969982
3970370,3970454,3970370,3970352,3970285,3970370,3970388
3969860,3969944,3969859,3969842,3969776,3969860,3969878
3970150,3970235,3970150,3970132,3970066,3970150,3970168
3970209,3970295,3970208,3970191,3970123,3970209,3970227
3970613,3970699,3970613,3970595,3970527,3970613,3970632
3970695,3970782,3970695,3970677,3970610,3970695,3970714
3971016,3971102,3971016,3970998,3970930,3971016,3971034
3971016,3971102,3971016,3970998,3970930,3971016,3971034
3970402,3970484,3970402,3970384,3970319,3970402,3970420
3970480,3970565,3970480,3970462,3970396,3970480,3970498
3971520,3971603,3971519,3971502,3971436,3971520,3971538
3971221,3971307,3971221,3971203,3971136,3971221,3971240
3971426,3971511,3971426,3971407,3971340,3971426,3971444
3971442,3971528,3971442,3971424,3971356,3971442,3971460
3971919,3972005,3971919,3971901,3971833,3971920,3971937
3971620,3971706,3971620,3971601,3971534,3971619,3971638
3972412,3972496,3972412,3972394,3972328,3972413,3972430
3972426,3972512,3972426,3972408,3972341,3972427,3972445
3972700,3972786,3972700,3972682,3972614,3972701,3972718
3972148,3972234,3972148,3972130,3972062,3972148,3972166
3972699,3972785,3972698,3972681,3972613,3972699,3972717
3972561,3972647,3972560,3972543,3972475,3972562,3972579
3971923,3972008,3971922,3971905,3971837,3971923,3971941
3971902,3971987,3971901,3971884,3971816,3971902,3971920
3972565,3972650,3972565,3972547,3972480,3972565,3972583
3972606,3972692,3972606,3972588,3972521,3972606,3972624
3972422,3972508,3972422,3972404,3972337,3972423,3972440
3972219,3972304,3972219,3972201,3972133,3972219,3972237
3972289,3972375,3972289,3972271,3972203,3972289,3972307
3972700,3972784,3972700,3972681,3972615,3972700,3972718
3972722,3972807,3972722,3972704,3972636,3972722,3972740
3972655,3972741,3972655,3972637,3972569,3972655,3972673
3973121,3973204,3973121,3973103,3973037,3973121,3973139
3973030,3973115,3973030,3973012,3972945,3973030,3973048
3973289,3973375,3973289,3973271,3973204,3973290,3973308
3973690,3973773,3973690,3973671,3973605,3973690,3973708
3973619,3973702,3973618,3973601,3973535,3973619,3973637
3973711,3973796,3973711,3973693,3973627,3973712,3973730
3973317,3973402,3973317,3973299,3973232,3973317,3973335
3973317,3973402,3973317,3973299,3973232,3973317,3973335
3972530,3972613,3972529,3972512,3972448,3972530,3972548
3972901,3972985,3972901,3972883,3972816,3972901,3972919
3973119,3973204,3973119,3973100,3973033,3973119,3973137
3973584,3973669,3973584,3973566,3973500,3973585,3973603
3972949,3973033,3972949,3972931,3972865,3972950,3972967
3972367,3972450,3972367,3972349,3972284,3972368,3972385
3972137,3972223,3972137,3972119,3972052,3972137,3972155
3971784,3971870,3971784,3971766,3971698,3971784,3971802
3972172,3972256,3972172,3972153,3972086,3972172,3972190
3972156,3972243,3972156,3972138,3972070,3972157,3972174
3972481,3972567,3972481,3972463,3972396,3972481,3972500
3972478,3972564,3972478,3972460,3972392,3972478,3972496
3972075,3972160,3972075,3972057,3971991,3972075,3972093
3972553,3972636,3972553,3972534,3972469,3972553,3972571
3973115,3973198,3973115,3973097,3973031,3973115,3973133
3972104,3972185,3972103,3972086,3972022,3972104,3972122
3971693,3971776,3971693,3971675,3971610,3971693,3971711
3972052,3972137,3972052,3972034,3971968,3972052,3972070
3972014,3972100,3972014,3971996,3971929,3972015,3972032
3971374,3971459,3971374,3971356,3971288,3971374,3971392
3972205,3972288,3972205,3972187,3972121,3972205,3972223
3972111,3972197,3972111,3972093,3972026,3972112,3972130
3972553,3972638,3972553,3972534,3972467,3972553,3972571
3979662,3979746,3979662,3979644,3979577,3979662,3979680
3980731,3980808,3980731,3980713,3980654,3980731,3980749
3981223,3981305,3981222,3981205,3981141,3981223,3981241
3981301,3981384,3981300,3981282,3981217,3981301,3981319
3980950,3981034,3980950,3980932,3980867,3980950,3980968
3981230,3981316,3981230,3981212,3981145,3981230,3981248
3981221,3981307,3981220,3981203,3981135,3981221,3981239
3981520,3981606,3981520,3981502,3981434,3981520,3981539
3981427,3981513,3981427,3981409,3981342,3981426,3981445
3981338,3981423,3981338,3981320,3981253,3981338,3981356
3981620,3981704,3981620,3981601,3981534,3981620,3981638
3981725,3981811,3981724,3981707,3981639,3981725,3981743
3981780,3981867,3981781,3981762,3981694,3981780,3981798
3981960,3982046,3981960,3981941,3981873,3981960,3981978
3981839,3981924,3981838,3981821,3981754,3981839,3981857
3981936,3982022,3981936,3981918,3981850,3981936,3981954
3982188,3982273,3982188,3982170,3982102,3982188,3982206
3982371,3982456,3982371,3982353,3982285,3982371,3982389
3982620,3982706,3982620,3982602,3982536,3982620,3982639
3982691,3982776,3982691,3982672,3982604,3982691,3982709
3983246,3983330,3983246,3983227,3983161,3983246,3983264
3982856,3982939,3982856,3982838,3982773,3982856,3982874
3983374,3983458,3983374,3983356,3983290,3983374,3983392
3983034,3983114,3983034,3983016,3982954,3983034,3983052
3983129,3983214,3983129,3983111,3983044,3983129,3983147
3983322,3983408,3983322,3983304,3983236,3983323,3983340
3983067,3983153,3983067,3983049,3982981,3983067,3983085
3982772,3982854,3982772,3982753,3982689,3982772,3982790
3982535,3982617,3982535,3982517,3982452,3982535,3982553
3982702,3982788,3982702,3982684,3982617,3982702,3982720
