990978,990998,990978,990978,990957,990978,990978,1537659,1537659,1537662,1537659,1537659,1537655,1537659,-287355,-287355,-287356,-287063,-287355,-287354,-287647
991018,991038,991018,991018,990997,991018,991018,1537557,1537557,1537559,1537557,1537557,1537555,1537557,-290387,-290387,-290387,-290095,-290387,-290387,-290679
990962,990982,990962,990962,990941,990962,990962,1537664,1537664,1537667,1537664,1537664,1537662,1537664,-293402,-293402,-293403,-293110,-293402,-293402,-293695
990721,990741,990721,990721,990701,990721,990721,1537581,1537581,1537583,1537581,1537581,1537579,1537581,-296469,-296470,-296470,-296177,-296469,-296469,-296762
990796,990816,990796,990796,990776,990796,990796,1536222,1536222,1536223,1536222,1536221,1536221,1536222,-299477,-299477,-299478,-299185,-299477,-299477,-299770
990906,990925,990906,990906,990885,990906,990906,1535786,1535785,1535789,1535786,1535787,1535783,1535786,-302460,-302460,-302461,-302168,-302460,-302459,-302752
990599,990619,990599,990599,990580,990599,990599,1534878,1534873,1534894,1534878,1534883,1534863,1534878,-305454,-305454,-305454,-305161,-305453,-305453,-305746
990369,990389,990369,990369,990349,990369,990369,1536114,1536113,1536119,1536114,1536114,1536109,1536114,-308509,-308509,-308508,-308216,-308508,-308509,-308801
990418,990438,990418,990418,990398,990418,990418,1535630,1535630,1535632,1535630,1535630,1535628,1535630,-311429,-311430,-311430,-311137,-311429,-311429,-311722
990347,990367,990347,990347,990326,990347,990347,1535034,1535034,1535042,1535034,1535034,1535025,1535034,-314356,-314356,-314355,-314064,-314356,-314357,-314648
990164,990185,990164,990164,990144,990164,990164,1535285,1535286,1535292,1535285,1535284,1535278,1535285,-317242,-317242,-317244,-316950,-317243,-317241,-317535
990306,990326,990306,990306,990286,990306,990306,1536170,1536171,1536172,1536170,1536169,1536168,1536170,-320142,-320142,-320142,-319850,-320142,-320142,-320434
990221,990242,990221,990221,990201,990221,990221,1535755,1535755,1535757,1535755,1535755,1535752,1535755,-323001,-323001,-323002,-322708,-323001,-322999,-323293
990232,990253,990232,990232,990212,990232,990232,1535142,1535143,1535151,1535142,1535142,1535134,1535142,-325935,-325934,-325936,-325642,-325935,-325933,-326227
989981,990001,989981,989981,989960,989981,989981,1533779,1533777,1533783,1533779,1533780,1533774,1533779,-328822,-328823,-328823,-328530,-328822,-328822,-329115
989553,989571,989553,989553,989534,989553,989553,1535282,1535278,1535289,1535282,1535286,1535274,1535282,-331725,-331725,-331725,-331432,-331724,-331724,-332017
989621,989641,989621,989621,989601,989621,989621,1534963,1534963,1534967,1534963,1534963,1534959,1534963,-334608,-334608,-334610,-334316,-334608,-334607,-334900
989382,989402,989382,989382,989363,989382,989382,1533596,1533595,1533602,1533596,1533597,1533590,1533596,-337442,-337442,-337442,-337150,-337442,-337442,-337734
989129,989149,989129,989129,989109,989129,989129,1531924,1531924,1531926,1531924,1531924,1531921,1531924,-340212,-340212,-340212,-339920,-340212,-340212,-340504
989065,989085,989065,989065,989044,989065,989065,1531992,1531992,1531998,1531992,1531992,1531987,1531992,-342945,-342945,-342943,-342653,-342945,-342947,-343238
989064,989084,989064,989064,989043,989064,989064,1531358,1531358,1531365,1531358,1531359,1531352,1531358,-345816,-345816,-345814,-345524,-345816,-345819,-346108
989018,989039,989018,989018,988998,989018,989018,1531740,1531740,1531745,1531740,1531740,1531734,1531740,-348585,-348585,-348584,-348293,-348585,-348586,-348877
988828,988849,988828,988828,988808,988828,988828,1531100,1531100,1531101,1531100,1531099,1531099,1531100,-351211,-351211,-351222,-350919,-351212,-351201,-351503
988639,988660,988639,988639,988619,988639,988639,1530595,1530595,1530597,1530595,1530595,1530593,1530595,-353938,-353938,-353938,-353646,-353939,-353938,-354230
988707,988728,988707,988707,988687,988707,988707,1530193,1530194,1530197,1530193,1530193,1530190,1530193,-356691,-356691,-356691,-356399,-356691,-356691,-356983
988655,988675,988655,988655,988634,988655,988655,1529738,1529738,1529749,1529738,1529738,1529727,1529738,-359394,-359394,-359393,-359102,-359394,-359395,-359687
988583,988604,988583,988583,988562,988583,988583,1529935,1529935,1529937,1529935,1529935,1529934,1529935,-362069,-362069,-362071,-361776,-362069,-362067,-362361
988590,988610,988590,988590,988569,988590,988590,1529941,1529941,1529943,1529941,1529941,1529939,1529941,-364796,-364796,-364797,-364504,-364796,-364796,-365089
988388,988408,988388,988388,988367,988388,988388,1529660,1529659,1529667,1529660,1529661,1529652,1529660,-367435,-367434,-367433,-367142,-367435,-367436,-367727
988343,988363,988343,988343,988322,988343,988343,1529952,1529952,1529953,1529952,1529952,1529951,1529952,-370196,-370196,-370192,-369904,-370196,-370201,-370489
988394,988415,988394,988394,988374,988394,988394,1529649,1529651,1529659,1529649,1529648,1529640,1529649,-372904,-372904,-372905,-372612,-372904,-372903,-373196
988414,988435,988414,988414,988394,988414,988414,1529836,1529836,1529839,1529836,1529836,1529833,1529836,-375478,-375478,-375478,-375186,-375478,-375477,-375770
988478,988499,988478,988478,988458,988478,988478,1530094,1530093,1530099,1530094,1530095,1530088,1530094,-378140,-378140,-378139,-377848,-378140,-378141,-378432
988412,988433,988412,988412,988391,988412,988412,1529896,1529896,1529899,1529896,1529896,1529893,1529896,-380707,-380707,-380706,-380415,-380707,-380709,-381000
988535,988556,988535,988535,988515,988535,988535,1529766,1529767,1529772,1529766,1529764,1529760,1529766,-383416,-383415,-383417,-383123,-383416,-383414,-383708
988276,988296,988276,988276,988255,988276,988276,1528710,1528710,1528712,1528710,1528710,1528707,1528710,-385988,-385988,-385989,-385696,-385988,-385987,-386280
988405,988425,988405,988405,988386,988405,988405,1529680,1529678,1529690,1529680,1529683,1529670,1529680,-388479,-388480,-388482,-388187,-388478,-388475,-388771
988036,988055,988036,988036,988017,988036,988036,1528591,1528588,1528594,1528591,1528593,1528588,1528591,-391084,-391084,-391086,-390792,-391084,-391083,-391376
987978,987998,987978,987978,987958,987978,987978,1527938,1527938,1527943,1527938,1527939,1527934,1527938,-393660,-393660,-393659,-393367,-393660,-393660,-393952
987858,987878,987858,987858,987837,987858,987858,1527760,1527760,1527762,1527760,1527760,1527757,1527760,-396195,-396195,-396195,-395902,-396195,-396195,-396487
987680,987700,987680,987680,987659,987680,987680,1526283,1526283,1526288,1526283,1526284,1526279,1526283,-398807,-398807,-398808,-398514,-398806,-398805,-399099
987371,987391,987371,987371,987352,987371,987371,1526673,1526671,1526679,1526673,1526675,1526667,1526673,-401437,-401438,-401440,-401145,-401436,-401434,-401729
987107,987127,987107,987107,987087,987107,987107,1526903,1526902,1526905,1526903,1526904,1526901,1526903,-403898,-403897,-403894,-403605,-403898,-403901,-404190
986984,987004,986984,986984,986964,986984,986984,1527428,1527428,1527433,1527428,1527428,1527423,1527428,-406416,-406416,-406416,-406124,-406416,-406416,-406708
987116,987136,987116,987116,987096,987116,987116,1526350,1526349,1526350,1526350,1526350,1526349,1526350,-408936,-408936,-408936,-408644,-408936,-408937,-409228
986996,987016,986996,986996,986976,986996,986996,1525751,1525751,1525751,1525751,1525751,1525750,1525751,-411503,-411503,-411492,-411211,-411503,-411514,-411795
987065,987086,987065,987065,987045,987065,987065,1526880,1526878,1526888,1526880,1526881,1526872,1526880,-413941,-413941,-413943,-413649,-413940,-413939,-414233
986874,986895,986874,986874,986854,986874,986874,1526786,1526785,1526797,1526786,1526788,1526776,1526786,-416382,-416382,-416381,-416090,-416382,-416384,-416675
986753,986774,986753,986753,986732,986753,986753,1525795,1525795,1525800,1525795,1525796,1525791,1525795,-418811,-418811,-418809,-418519,-418811,-418814,-419104
986624,986644,986624,986624,986603,986624,986624,1526406,1526406,1526410,1526406,1526407,1526403,1526406,-421310,-421310,-421310,-421018,-421310,-421309,-421602
986708,986728,986708,986708,986688,986708,986708,1525566,1525567,1525571,1525566,1525565,1525561,1525566,-423791,-423791,-423792,-423499,-423791,-423790,-424083
986701,986722,986701,986701,986680,986701,986701,1524151,1524151,1524154,1524151,1524151,1524149,1524151,-426159,-426159,-426161,-425867,-426159,-426157,-426451
986878,986898,986878,986878,986859,986878,986878,1523405,1523404,1523406,1523405,1523405,1523403,1523405,-428502,-428503,-428505,-428210,-428502,-428500,-428795
986887,986908,986887,986887,986867,986887,986887,1523223,1523223,1523230,1523223,1523224,1523217,1523223,-430895,-430896,-430896,-430603,-430895,-430895,-431188
986750,986770,986750,986750,986729,986750,986750,1525324,1525324,1525325,1525324,1525324,1525323,1525324,-433320,-433320,-433318,-433028,-433320,-433322,-433612
986755,986776,986755,986755,986735,986755,986755,1526644,1526643,1526653,1526644,1526645,1526635,1526644,-435718,-435718,-435718,-435426,-435718,-435718,-436011
986685,986706,986685,986685,986665,986685,986685,1525737,1525737,1525742,1525737,1525737,1525733,1525737,-438115,-438115,-438115,-437823,-438115,-438115,-438408
986521,986541,986521,986521,986500,986521,986521,1526844,1526844,1526850,1526844,1526843,1526837,1526844,-440416,-440416,-440419,-440124,-440417,-440414,-440709
986571,986591,986571,986571,986550,986571,986571,1525732,1525733,1525739,1525732,1525730,1525724,1525732,-442861,-442861,-442864,-442569,-442861,-442859,-443153
986519,986540,986519,986519,986499,986519,986519,1525225,1525225,1525230,1525225,1525225,1525220,1525225,-445111,-445111,-445109,-444819,-445112,-445114,-445404
986193,986212,986193,986193,986173,986193,986193,1526370,1526370,1526371,1526370,1526369,1526368,1526370,-447564,-447565,-447556,-447272,-447563,-447572,-447856
986193,986212,986193,986193,986173,986193,986193,1526370,1526370,1526371,1526370,1526369,1526368,1526370,-447564,-447565,-447556,-447272,-447563,-447572,-447856
986389,986409,986389,986389,986370,986389,986389,1525926,1525924,1525930,1525926,1525927,1525921,1525926,-449894,-449894,-449895,-449602,-449894,-449894,-450186
986196,986216,986196,986196,986175,986196,986196,1524270,1524269,1524272,1524270,1524270,1524268,1524270,-452168,-452168,-452167,-451876,-452168,-452169,-452460
985957,985977,985957,985957,985937,985957,985957,1524479,1524479,1524481,1524479,1524480,1524478,1524479,-454489,-454489,-454489,-454197,-454490,-454490,-454782
986130,986150,986130,986130,986110,986130,986130,1524527,1524528,1524532,1524527,1524526,1524522,1524527,-456828,-456827,-456828,-456535,-456828,-456827,-457120
986135,986155,986135,986135,986114,986135,986135,1524891,1524891,1524893,1524891,1524891,1524888,1524891,-459086,-459086,-459087,-458794,-459086,-459085,-459378
986019,986040,986019,986019,985999,986019,986019,1526148,1526148,1526150,1526148,1526148,1526145,1526148,-461354,-461354,-461354,-461062,-461354,-461354,-461646
986028,986048,986028,986028,986007,986028,986028,1524481,1524481,1524483,1524481,1524481,1524479,1524481,-463620,-463620,-463620,-463328,-463620,-463620,-463912
986018,986038,986018,986018,985997,986018,986018,1524271,1524272,1524282,1524271,1524271,1524261,1524271,-465906,-465906,-465906,-465614,-465906,-465905,-466198
985833,985853,985833,985833,985812,985833,985833,1524346,1524345,1524350,1524346,1524346,1524341,1524346,-468225,-468225,-468227,-467932,-468224,-468222,-468517
985764,985785,985764,985764,985743,985764,985764,1524412,1524412,1524418,1524412,1524412,1524405,1524412,-470502,-470502,-470502,-470210,-470502,-470501,-470794
985580,985601,985580,985580,985560,985580,985580,1523613,1523613,1523614,1523613,1523613,1523612,1523613,-472782,-472782,-472780,-472490,-472782,-472785,-473075
985284,985304,985284,985284,985264,985284,985284,1523342,1523344,1523348,1523342,1523340,1523336,1523342,-475027,-475028,-475027,-474735,-475027,-475028,-475320
985060,985080,985060,985060,985040,985060,985060,1523880,1523879,1523884,1523880,1523881,1523876,1523880,-477377,-477378,-477381,-477085,-477377,-477373,-477669
984995,985015,984995,984995,984974,984995,984995,1523386,1523385,1523387,1523386,1523386,1523384,1523386,-479586,-479586,-479588,-479294,-479586,-479583,-479878
984802,984822,984802,984802,984781,984802,984802,1524210,1524210,1524211,1524210,1524210,1524209,1524210,-481656,-481655,-481665,-481364,-481656,-481647,-481948
984925,984944,984925,984925,984905,984925,984925,1524315,1524317,1524322,1524315,1524313,1524308,1524315,-483915,-483915,-483916,-483623,-483915,-483914,-484207
984910,984931,984910,984910,984890,984910,984910,1522280,1522281,1522283,1522280,1522280,1522277,1522280,-486117,-486117,-486117,-485825,-486117,-486117,-486409
984810,984831,984810,984810,984789,984810,984810,1523600,1523600,1523601,1523600,1523599,1523598,1523600,-488269,-488269,-488269,-487976,-488269,-488268,-488561
984606,984627,984606,984606,984586,984606,984606,1522941,1522941,1522944,1522941,1522941,1522938,1522941,-490479,-490480,-490480,-490187,-490479,-490479,-490772
984486,984507,984486,984486,984466,984486,984486,1523045,1523046,1523054,1523045,1523044,1523036,1523045,-492519,-492519,-492523,-492227,-492519,-492515,-492811
984368,984388,984368,984368,984347,984368,984368,1519481,1519482,1519484,1519481,1519481,1519478,1519481,-494520,-494519,-494527,-494227,-494520,-494512,-494812
984117,984137,984117,984117,984097,984117,984117,1519513,1519512,1519520,1519513,1519515,1519506,1519513,-496655,-496655,-496655,-496362,-496655,-496654,-496947
984196,984216,984196,984196,984176,984196,984196,1519611,1519612,1519616,1519611,1519610,1519606,1519611,-498804,-498803,-498804,-498511,-498804,-498803,-499096
984006,984026,984006,984006,983985,984006,984006,1518606,1518606,1518608,1518606,1518606,1518604,1518606,-500984,-500984,-500985,-500692,-500984,-500983,-501276
984064,984084,984064,984064,984044,984064,984064,1518077,1518078,1518079,1518077,1518077,1518076,1518077,-502943,-502944,-502938,-502651,-502943,-502949,-503235
984066,984087,984066,984066,984046,984066,984066,1516850,1516849,1516856,1516850,1516851,1516844,1516850,-505211,-505210,-505205,-504918,-505211,-505217,-505503
984009,984029,984009,984009,983988,984009,984009,1516912,1516912,1516919,1516912,1516912,1516905,1516912,-507265,-507265,-507263,-506973,-507265,-507267,-507557
983755,983775,983755,983755,983735,983755,983755,1516939,1516937,1516946,1516939,1516940,1516932,1516939,-509263,-509262,-509260,-508971,-509264,-509266,-509555
983775,983795,983775,983775,983754,983775,983775,1515966,1515966,1515968,1515966,1515966,1515964,1515966,-511190,-511190,-511184,-510898,-511189,-511195,-511482
983628,983649,983628,983628,983608,983628,983628,1516583,1516583,1516585,1516583,1516583,1516581,1516583,-513167,-513166,-513164,-512874,-513167,-513169,-513459
983527,983548,983527,983527,983506,983527,983527,1516928,1516928,1516931,1516928,1516928,1516926,1516928,-515238,-515237,-515238,-514945,-515238,-515237,-515530
983339,983359,983339,983339,983319,983339,983339,1517324,1517325,1517329,1517324,1517323,1517319,1517324,-517347,-517347,-517345,-517054,-517346,-517349,-517639
983212,983232,983212,983212,983191,983212,983212,1516284,1516285,1516286,1516284,1516284,1516283,1516284,-519376,-519377,-519376,-519084,-519376,-519377,-519669
983153,983173,983153,983153,983132,983153,983153,1515861,1515861,1515867,1515861,1515861,1515855,1515861,-521335,-521335,-521337,-521042,-521335,-521332,-521627
