test_circle,input 1,input 2,input 3,input 4,input 5,input 6,input 7,input 8,input 9,input 10,input 11,input 12,input 13,input 14,input 15,input 16,input 17,input 18,input 19,input 20,input 21,summation 1, summation 2, summation 3,result 1, result 2, result 3
912,9444779,9444986,9444779,9444779,9444572,9444779,9444779,14751509,14751509,14751514,14751509,14751509,14751505,14751509,-9492218,-9492218,-9492218,-9489304,-9492218,-9492218,-9495132,9444779,14752009,-9492218,0.944477915764,1.475200891495,-0.949221789837,
913,9444219,9444426,9444219,9444219,9444012,9444219,9444219,14750420,14750420,14750425,14750420,14750420,14750416,14750420,-9493811,-9493811,-9493811,-9490897,-9493811,-9493811,-9496725,9444219,14750920,-9493811,0.944421887398,1.475092053413,-0.949381113052,
914,9443659,9443866,9443659,9443659,9443452,9443659,9443659,14750117,14750117,14750122,14750117,14750117,14750112,14750117,-9495400,-9495400,-9495400,-9492486,-9495400,-9495400,-9498314,9443659,14750117,-9495400,0.944365918636,1.475011706352,-0.949540019035,
915,9443098,9443305,9443098,9443098,9442891,9443098,9443098,14768062,14768062,14768067,14768062,14768062,14768057,14768062,-9496985,-9496985,-9496985,-9494071,-9496985,-9496985,-9499899,9443098,14768062,-9496985,0.944309771061,1.476806163788,-0.949698507786,
916,9442537,9442744,9442537,9442537,9442330,9442537,9442537,14773065,14773065,14773070,14773065,14773065,14773060,14773065,-9498566,-9498566,-9498566,-9495652,-9498566,-9498566,-9501480,9442537,14773065,-9498566,0.944253683090,1.477306485176,-0.949856579304,
917,9441977,9442184,9441977,9441977,9441770,9441977,9441977,14756431,14756431,14756435,14756431,14756431,14756426,14756431,-9500139,-9500139,-9500139,-9497225,-9500139,-9500139,-9503053,9441977,14755931,-9500139,0.944197714329,1.475593090057,-0.950013875961,
918,9441416,9441623,9441416,9441416,9441209,9441416,9441416,14769822,14769822,14769827,14769822,14769822,14769817,14769822,-9501709,-9501709,-9501709,-9498795,-9501709,-9501709,-9504623,9441416,14769822,-9501709,0.944141626358,1.476982235909,-0.950170874596,
919,9440856,9441063,9440856,9440856,9440649,9440856,9440856,14755526,14755526,14755531,14755526,14755526,14755522,14755526,-9503271,-9503271,-9503271,-9500357,-9503271,-9503271,-9506185,9440856,14756026,-9503271,0.944085597992,1.475602626801,-0.950327098370,
920,9440296,9440503,9440296,9440296,9440089,9440296,9440296,14751540,14751540,14751545,14751540,14751540,14751536,14751540,-9504829,-9504828,-9504829,-9501915,-9504829,-9504829,-9507742,9440296,14752040,-9503829,0.944029629230,1.475203990936,-0.950382888317,
921,9439736,9439943,9439736,9439736,9439529,9439736,9439736,14750429,14750429,14750434,14750429,14750429,14750424,14750429,-9506381,-9506381,-9506381,-9503467,-9506381,-9506381,-9509295,9439736,14750429,-9506381,0.943973600864,1.475042939186,-0.950638115406,
922,9439174,9439381,9439174,9439174,9438967,9439174,9439174,14786178,14786178,14786183,14786178,14786178,14786174,14786178,-9507933,-9507933,-9507933,-9505019,-9507933,-9507933,-9510847,9439174,14786678,-9507933,0.943917393684,1.478667855263,-0.950793325901,
923,9438614,9438821,9438614,9438614,9438407,9438614,9438614,14760087,14760087,14760092,14760087,14760087,14760082,14760087,-9509475,-9509475,-9509475,-9506561,-9509475,-9509475,-9512389,9438614,14760087,-9509475,0.943861424923,1.476008653641,-0.950947523117,
924,9438054,9438261,9438054,9438054,9437847,9438054,9438054,14752812,14752812,14752817,14752812,14752812,14752807,14752812,-9511012,-9511012,-9511012,-9508098,-9511012,-9511012,-9513926,9438054,14752812,-9511012,0.943805396557,1.475281238556,-0.951101183891,
925,9437494,9437701,9437494,9437494,9437287,9437494,9437494,14750784,14750784,14750789,14750784,14750784,14750779,14750784,-9512544,-9512544,-9512544,-9509630,-9512544,-9512544,-9515458,9437494,14750784,-9512544,0.943749427795,1.475078344345,-0.951254427433,
926,9436934,9437141,9436934,9436934,9436727,9436934,9436934,14750218,14750218,14750223,14750218,14750218,14750213,14750218,-9514071,-9514071,-9514071,-9511157,-9514071,-9514071,-9516985,9436934,14750218,-9514071,0.943693399429,1.475021839142,-0.951407074928,
927,9436373,9436580,9436373,9436373,9436166,9436373,9436373,14768090,14768090,14768095,14768090,14768090,14768085,14768090,-9515595,-9515595,-9515595,-9512681,-9515595,-9515595,-9518509,9436373,14768090,-9515595,0.943637311459,1.476809024811,-0.951559484005,
928,9435813,9436020,9435813,9435813,9435606,9435813,9435813,14755043,14755043,14755048,14755043,14755043,14755039,14755043,-9517112,-9517112,-9517112,-9514198,-9517112,-9517112,-9520026,9435813,14755543,-9517112,0.943581283092,1.475554347038,-0.951711177826,
929,9435253,9435460,9435253,9435253,9435046,9435253,9435253,14751406,14751406,14751411,14751406,14751406,14751401,14751406,-9518624,-9518624,-9518624,-9515710,-9518624,-9518624,-9521538,9435253,14751406,-9518624,0.943525314331,1.475140571594,-0.951862394810,
930,9434693,9434900,9434693,9434693,9434486,9434693,9434693,14750392,14750392,14750396,14750392,14750392,14750387,14750392,-9520131,-9520131,-9520131,-9517217,-9520131,-9520131,-9523045,9434693,14749892,-9520131,0.943469285965,1.474989175797,-0.952013075352,
931,9434132,9434339,9434132,9434132,9433925,9434132,9434132,14768138,14768138,14768143,14768138,14768138,14768134,14768138,-9521636,-9521636,-9521636,-9518722,-9521636,-9521636,-9524550,9434132,14768638,-9521636,0.943413197994,1.476863741875,-0.952163577080,
932,9433572,9433779,9433572,9433572,9433365,9433572,9433572,14755057,14755057,14755062,14755057,14755057,14755052,14755057,-9523133,-9523133,-9523133,-9520219,-9523133,-9523133,-9526047,9433572,14755057,-9523133,0.943357229233,1.475505709648,-0.952313303947,
933,9433012,9433219,9433012,9433012,9432805,9433012,9433012,14751410,14751410,14751414,14751410,14751410,14751405,14751410,-9524625,-9524625,-9524625,-9521711,-9524625,-9524625,-9527539,9433012,14750910,-9524625,0.943301200867,1.475090980530,-0.952462494373,
934,9432453,9432660,9432453,9432453,9432246,9432453,9432453,14732363,14732363,14732368,14732363,14732363,14732358,14732363,-9526109,-9526109,-9526109,-9523195,-9526109,-9526109,-9529023,9432453,14732363,-9526109,0.943245291710,1.473236322403,-0.952610909939,
935,9431893,9432100,9431893,9431893,9431686,9431893,9431893,14745082,14745082,14745087,14745082,14745082,14745077,14745082,-9527592,-9527592,-9527592,-9524678,-9527592,-9527592,-9530506,9431893,14745082,-9527592,0.943189322948,1.474508166313,-0.952759206295,
936,9431333,9431540,9431333,9431333,9431126,9431333,9431333,14748628,14748628,14748633,14748628,14748628,14748624,14748628,-9529069,-9529069,-9529069,-9526155,-9529069,-9529069,-9531983,9431333,14749128,-9529069,0.943133294582,1.474912762642,-0.952906906605,
937,9430773,9430980,9430773,9430773,9430566,9430773,9430773,14749617,14749617,14749622,14749617,14749617,14749612,14749617,-9530542,-9530542,-9530542,-9527628,-9530542,-9530542,-9533456,9430773,14749617,-9530542,0.943077325821,1.474961757660,-0.953054189682,
938,9430213,9430420,9430213,9430213,9430006,9430213,9430213,14749893,14749893,14749898,14749893,14749893,14749888,14749893,-9532010,-9532010,-9532010,-9529096,-9532010,-9532010,-9534924,9430213,14749893,-9532010,0.943021297455,1.474989295006,-0.953200995922,
939,9429653,9429860,9429653,9429653,9429446,9429653,9429653,14749970,14749970,14749975,14749970,14749970,14749965,14749970,-9533473,-9533473,-9533473,-9530559,-9533473,-9533473,-9536387,9429653,14749970,-9533473,0.942965328693,1.474997043610,-0.953347325325,
940,9429093,9429300,9429093,9429093,9428886,9429093,9429093,14749991,14749991,14749996,14749991,14749991,14749986,14749991,-9534931,-9534931,-9534931,-9532017,-9534931,-9534931,-9537845,9429093,14749991,-9534931,0.942909300327,1.474999070168,-0.953493118286,
941,9428533,9428740,9428533,9428533,9428326,9428533,9428533,14749997,14749997,14750002,14749997,14749997,14749992,14749997,-9536385,-9536385,-9536385,-9533471,-9536385,-9536385,-9539299,9428533,14749997,-9536385,0.942853271961,1.474999666214,-0.953638494015,
942,9427973,9428180,9427973,9427973,9427766,9427973,9427973,14749999,14749999,14750004,14749999,14749999,14749994,14749999,-9537833,-9537833,-9537833,-9534919,-9537833,-9537833,-9540747,9427973,14749999,-9537833,0.942797303200,1.474999904633,-0.953783273697,
943,9427414,9427621,9427414,9427414,9427206,9427414,9427414,14749999,14749999,14750004,14749999,14749999,14749994,14749999,-9539277,-9539277,-9539277,-9536363,-9539277,-9539277,-9542191,9426914,14749999,-9539277,0.942691385746,1.474999904633,-0.953927695751,
944,9426854,9427061,9426854,9426854,9426647,9426854,9426854,14749999,14749999,14750004,14749999,14749999,14749995,14749999,-9540717,-9540717,-9540717,-9537803,-9540717,-9540717,-9543631,9426854,14750499,-9540717,0.942685425282,1.475049853325,-0.954071700573,
945,9426294,9426501,9426294,9426294,9426087,9426294,9426294,14749999,14749999,14750004,14749999,14749999,14749995,14749999,-9542151,-9542151,-9542151,-9539237,-9542151,-9542151,-9545065,9426294,14750499,-9542151,0.942629396915,1.475049853325,-0.954215109348,
946,9425733,9425940,9425733,9425733,9425526,9425733,9425733,14768029,14768029,14768034,14768029,14768029,14768024,14768029,-9543584,-9543584,-9543584,-9540670,-9543584,-9543584,-9546498,9425733,14768029,-9543584,0.942573308945,1.476802945137,-0.954358398914,
947,9425173,9425380,9425173,9425173,9424966,9425173,9425173,14755026,14755026,14755031,14755026,14755026,14755022,14755026,-9545009,-9545009,-9545009,-9542095,-9545009,-9545009,-9547923,9425173,14755526,-9545009,0.942517280579,1.475552558899,-0.954500913620,
948,9424614,9424821,9424614,9424614,9424407,9424614,9424614,14733372,14733372,14733376,14733372,14733372,14733367,14733372,-9546427,-9546427,-9546427,-9543513,-9546427,-9546427,-9549341,9424614,14732872,-9546427,0.942461371422,1.473287224770,-0.954642713070,
949,9424054,9424261,9424054,9424054,9423847,9424054,9424054,14745363,14745363,14745368,14745363,14745363,14745358,14745363,-9547843,-9547843,-9547843,-9544929,-9547843,-9547843,-9550757,9424054,14745363,-9547843,0.942405402660,1.474536299706,-0.954784274101,
950,9423495,9423702,9423495,9423495,9423288,9423495,9423495,14730677,14730677,14730682,14730677,14730677,14730672,14730677,-9549250,-9549250,-9549250,-9546336,-9549250,-9549250,-9552164,9423495,14730677,-9549250,0.942349493504,1.473067641258,-0.954925000668,
951,9422934,9423141,9422934,9422934,9422727,9422934,9422934,14744612,14744612,14744617,14744612,14744612,14744607,14744612,-9550656,-9550656,-9550656,-9547742,-9550656,-9550656,-9553570,9422934,14744612,-9550656,0.942293405533,1.474461197853,-0.955065608025,
952,9422374,9422581,9422374,9422374,9422167,9422374,9422374,14748497,14748497,14748502,14748497,14748497,14748493,14748497,-9552057,-9552057,-9552057,-9549143,-9552057,-9552057,-9554971,9422374,14748997,-9552057,0.942237377167,1.474899649620,-0.955205678940,
953,9421814,9422021,9421814,9421814,9421607,9421814,9421814,14749581,14749581,14749586,14749581,14749581,14749576,14749581,-9553453,-9553453,-9553453,-9550539,-9553453,-9553453,-9556367,9421814,14749581,-9553453,0.942181408405,1.474958062172,-0.955345273018,
954,9421253,9421460,9421253,9421253,9421046,9421253,9421253,14749883,14749883,14749888,14749883,14749883,14749878,14749883,-9554845,-9554845,-9554845,-9551931,-9554845,-9554845,-9557759,9421253,14749883,-9554845,0.942125320435,1.474988341331,-0.955484509468,
955,9420693,9420900,9420693,9420693,9420486,9420693,9420693,14749967,14749967,14749972,14749967,14749967,14749962,14749967,-9556232,-9556232,-9556232,-9553318,-9556232,-9556232,-9559146,9420693,14749967,-9556232,0.942069292068,1.474996685982,-0.955623209476,
956,9420134,9420341,9420134,9420134,9419927,9420134,9420134,14731961,14731961,14731966,14731961,14731961,14731956,14731961,-9557612,-9557612,-9557612,-9554698,-9557612,-9557612,-9560526,9420134,14731961,-9557612,0.942013382912,1.473196148872,-0.955761194229,
957,9419573,9419781,9419573,9419573,9419366,9419573,9419573,14744970,14744970,14744975,14744970,14744970,14744965,14744970,-9558990,-9558990,-9558990,-9556076,-9558990,-9558990,-9561904,9420073,14744970,-9558990,0.942007303238,1.474496960640,-0.955899000168,
958,9419013,9419220,9419013,9419013,9418806,9419013,9419013,14748597,14748597,14748602,14748597,14748597,14748592,14748597,-9560364,-9560364,-9560364,-9557450,-9560364,-9560364,-9563278,9419013,14748597,-9560364,0.941901326180,1.474859714508,-0.956036388874,
959,9418453,9418660,9418453,9418453,9418246,9418453,9418453,14749609,14749609,14749613,14749609,14749609,14749604,14749609,-9561733,-9561733,-9561733,-9558819,-9561733,-9561733,-9564647,9418453,14749109,-9561733,0.941845297813,1.474910855293,-0.956173300743,
960,9417893,9418100,9417893,9417893,9417686,9417893,9417893,14749890,14749890,14749895,14749890,14749890,14749886,14749890,-9563098,-9563097,-9563098,-9560184,-9563098,-9563098,-9566011,9417893,14750390,-9562098,0.941789329052,1.475039005280,-0.956209778786,
961,9417333,9417540,9417333,9417333,9417126,9417333,9417333,14731940,14731940,14731944,14731940,14731940,14731935,14731940,-9564455,-9564455,-9564455,-9561541,-9564455,-9564455,-9567369,9417333,14731440,-9564455,0.941733300686,1.473144054413,-0.956445515156,
962,9416773,9416980,9416773,9416773,9416566,9416773,9416773,14744964,14744964,14744969,14744964,14744964,14744959,14744964,-9565811,-9565811,-9565811,-9562897,-9565811,-9565811,-9568725,9416773,14744964,-9565811,0.941677272320,1.474496364594,-0.956581115723,
963,9416214,9416421,9416214,9416214,9416007,9416214,9416214,14730566,14730566,14730571,14730566,14730566,14730561,14730566,-9567160,-9567160,-9567160,-9564246,-9567160,-9567160,-9570074,9416214,14730566,-9567160,0.941621422768,1.473056554794,-0.956716001034,
964,9415654,9415861,9415654,9415654,9415447,9415654,9415654,14726552,14726552,14726556,14726552,14726552,14726547,14726552,-9568504,-9568504,-9568504,-9565590,-9568504,-9568504,-9571418,9415654,14726052,-9568504,0.941565394402,1.472605228424,-0.956850409508,
965,9415094,9415301,9415094,9415094,9414887,9415094,9415094,14743462,14743462,14743467,14743462,14743462,14743457,14743462,-9569847,-9569847,-9569847,-9566933,-9569847,-9569847,-9572761,9415094,14743462,-9569847,0.941509425640,1.474346160889,-0.956984698772,
966,9414534,9414741,9414534,9414534,9414327,9414534,9414534,14748177,14748177,14748182,14748177,14748177,14748172,14748177,-9571185,-9571185,-9571185,-9568271,-9571185,-9571185,-9574099,9414534,14748177,-9571185,0.941453397274,1.474817752838,-0.957118511200,
967,9413975,9414182,9413975,9413975,9413768,9413975,9413975,14731462,14731462,14731467,14731462,14731462,14731457,14731462,-9572516,-9572516,-9572516,-9569602,-9572516,-9572516,-9575430,9413975,14731462,-9572516,0.941397488117,1.473146200180,-0.957251608372,
968,9413415,9413622,9413415,9413415,9413208,9413415,9413415,14726801,14726801,14726806,14726801,14726801,14726796,14726801,-9573843,-9573843,-9573843,-9570929,-9573843,-9573843,-9576757,9413415,14726801,-9573843,0.941341519356,1.472680091858,-0.957384288311,
969,9412855,9413062,9412855,9412855,9412648,9412855,9412855,14743531,14743531,14743536,14743531,14743531,14743527,14743531,-9575168,-9575168,-9575168,-9572254,-9575168,-9575168,-9578082,9412855,14744031,-9575168,0.941285490990,1.474403142929,-0.957516789436,
970,9412295,9412502,9412295,9412295,9412088,9412295,9412295,14748196,14748196,14748201,14748196,14748196,14748191,14748196,-9576489,-9576488,-9576489,-9573575,-9576489,-9576489,-9579402,9412295,14748196,-9575489,0.941229522228,1.474819540977,-0.957548916340,
971,9411735,9411942,9411735,9411735,9411528,9411735,9411735,14749497,14749497,14749502,14749497,14749497,14749492,14749497,-9577805,-9577805,-9577805,-9574891,-9577805,-9577805,-9580719,9411735,14749497,-9577805,0.941173493862,1.474949717522,-0.957780480385,
972,9411175,9411382,9411175,9411175,9410968,9411175,9411175,14749859,14749859,14749864,14749859,14749859,14749854,14749859,-9579117,-9579117,-9579117,-9576203,-9579117,-9579117,-9582031,9411175,14749859,-9579117,0.941117525101,1.474985957146,-0.957911670208,
973,9410614,9410821,9410614,9410614,9410407,9410614,9410614,14749960,14749960,14749965,14749960,14749960,14749956,14749960,-9580425,-9580425,-9580425,-9577511,-9580425,-9580425,-9583339,9410614,14750460,-9580425,0.941061377525,1.475046038628,-0.958042502403,
974,9410056,9410263,9410056,9410056,9409849,9410056,9410056,14713929,14713929,14713934,14713929,14713929,14713925,14713929,-9581723,-9581723,-9581723,-9578809,-9581724,-9581723,-9584638,9410056,14714429,-9582723,0.941005587578,1.471442937851,-0.958272278309,
975,9409496,9409703,9409496,9409496,9409289,9409496,9409496,14739943,14739943,14739947,14739943,14739943,14739938,14739943,-9583023,-9583023,-9583023,-9580109,-9583023,-9583023,-9585937,9409496,14739443,-9583023,0.940949618816,1.473944306374,-0.958302319050,
976,9408936,9409143,9408936,9408936,9408729,9408936,9408936,14747195,14747195,14747200,14747195,14747195,14747191,14747195,-9584318,-9584318,-9584318,-9581404,-9584318,-9584318,-9587232,9408936,14747695,-9584318,0.940893590450,1.474769473076,-0.958431780338,
977,9408376,9408583,9408376,9408376,9408169,9408376,9408376,14749218,14749218,14749223,14749218,14749218,14749213,14749218,-9585608,-9585608,-9585608,-9582694,-9585608,-9585608,-9588522,9408376,14749218,-9585608,0.940837621689,1.474921822548,-0.958560824394,
978,9407816,9408023,9407816,9407816,9407609,9407816,9407816,14731752,14731752,14731757,14731752,14731752,14731747,14731752,-9586893,-9586892,-9586893,-9583979,-9586893,-9586893,-9589807,9407816,14731752,-9586393,0.940781593323,1.473175168037,-0.958639323711,
