66208,-1,1
66208,-1,1
66208,-1,1
66208,-1,1
66208,-1,1
66208,-1,1
66208,-1,1
66208,-1,1
66208,-1,1
66208,-1,1
66208,-1,1
65744,-1,1
66192,-1,1
65632,-644,1
65600,-642,1
65584,-640,1
65568,-640,1
65568,-637,1
65552,-637,1
65536,-636,1
65536,-634,1
65520,-633,1
65520,-634,1
65504,-633,1
65504,-632,1
65488,-630,1
65488,-631,1
65488,-630,1
65472,-629,1
65472,-629,1
65456,-628,1
65456,-627,1
65456,-626,1
65440,-627,1
65440,-626,1
65440,-627,1
65424,-626,1
65424,-624,1
65424,-624,1
65408,-624,1
65408,-623,1
65408,-625,1
65392,-624,1
65392,-622,1
65392,-622,1
65392,-623,1
65376,-623,1
65376,-621,1
65376,-621,1
65360,-621,1
65360,-621,1
65360,-620,1
65360,-621,1
65344,-619,1
65344,-621,1
65344,-619,1
65344,-620,1
65344,-618,1
65328,-619,1
65328,-618,1
65328,-619,1
65328,-617,1
65312,-620,1
65312,-618,1
65312,-618,1
65312,-619,1
65312,-618,1
65296,-617,1
65296,-618,1
65296,-618,1
65296,-617,1
65296,-617,1
65280,-617,1
65280,-618,1
65280,-617,1
65280,-618,1
65280,-618,1
65264,-617,1
65264,-618,1
65264,-615,1
65264,-616,1
65264,-616,1
65264,-617,1
65264,-616,1
65248,-616,1
65248,-615,1
65248,-615,1
65248,-615,1
65248,-615,1
65232,-615,1
65232,-615,1
65232,-615,1
65232,-615,1
65232,-615,1
65232,-615,1
65232,-614,1
65216,-614,1
65216,-614,1
65216,-615,1
65216,-614,1
65216,-614,1
65216,-614,1
65200,-615,1
65200,-614,1
65200,-614,1
65200,-613,1
65200,-615,1
65200,-614,1
65200,-613,1
65200,-612,1
65184,-613,1
65184,-612,1
65184,-613,1
65184,-612,1
65184,-612,1
65184,-612,1
65184,-612,1
65184,-612,1
65168,-612,1
65168,-612,1
65168,-612,1
65168,-612,1
65168,-612,1
65168,-612,1
65168,-612,1
65168,-612,1
65152,-611,1
65152,-612,1
65152,-611,1
65152,-611,1
65152,-611,1
65152,-610,1
65152,-611,1
65152,-611,1
65136,-611,1
65136,-610,1
65136,-610,1
65136,-611,1
65136,-611,1
65136,-610,1
65136,-611,1
65136,-610,1
65136,-609,1
65136,-609,1
65120,-609,1
65120,-611,1
65120,-611,1
65120,-610,1
65120,-611,1
65120,-610,1
65120,-610,1
65120,-611,1
65104,-610,1
65104,-611,1
65104,-609,1
65104,-610,1
65104,-610,1
65104,-610,1
65104,-611,1
65104,-609,1
65088,-610,1
65088,-610,1
65088,-610,1
65088,-609,1
65088,-609,1
65088,-610,1
65088,-609,1
65088,-610,1
65088,-610,1
65088,-608,1
65088,-610,1
65072,-609,1
65072,-609,1
65072,-606,1
65072,-608,1
65072,-608,1
65072,-607,1
65072,-607,1
65072,-606,1
65072,-607,1
65072,-607,1
65072,-606,1
65072,-607,1
65072,-607,1
65056,-607,1
65056,-606,1
65056,-606,1
65056,-607,1
65056,-608,1
65056,-608,1
65056,-607,1
65056,-607,1
65056,-607,1
65056,-607,1
65040,-607,1
65040,-607,1
65040,-607,1
65040,-608,1
65040,-606,1
65040,-606,1
65040,-607,1
65040,-607,1
65040,-608,1
65040,-606,1
65040,-608,1
65024,-607,1
65024,-607,1
65024,-606,1
65024,-608,1
65024,-606,1
65024,-606,1
65024,-606,1
65024,-606,1
65024,-606,1
65024,-606,1
65024,-606,1
65024,-606,1
65008,-605,1
65008,-606,1
65008,-605,1
65008,-606,1
65008,-606,1
65008,-606,1
65008,-606,1
65008,-606,1
65008,-606,1
65008,-606,1
65008,-606,1
65008,-606,1
65008,-605,1
64992,-606,1
64992,-605,1
64992,-605,1
64992,-606,1
64992,-606,1
64992,-604,1
64992,-605,1
64992,-603,1
64992,-606,1
64992,-606,1
64976,-606,1
64976,-606,1
64976,-606,1
64976,-606,1
64976,-605,1
64976,-606,1
64976,-606,1
64976,-606,1
64976,-606,1
64976,-606,1
64976,-606,1
64976,-605,1
64976,-606,1
64960,-606,1
64960,-606,1
64960,-604,1
64960,-605,1
64960,-606,1
64960,-607,1
64960,-606,1
64960,-605,1
64960,-605,1
64960,-606,1
64960,-605,1
64960,-603,1
64960,-603,1
64944,-603,1
64944,-604,1
64944,-604,1
64944,-605,1
64944,-604,1
64944,-603,1
64944,-604,1
64944,-605,1
64944,-603,1
64944,-606,1
64944,-603,1
64944,-604,1
64944,-603,1
64944,-604,1
64928,-603,1
64928,-603,1
64928,-604,1
64928,-604,1
64928,-603,1
64928,-604,1
64928,-604,1
64928,-603,1
64928,-604,1
64928,-603,1
64928,-603,1
64928,-603,1
64928,-603,1
64928,-603,1
64928,-603,1
64912,-603,1
64912,-603,1
64912,-601,1
64912,-604,1
64912,-603,1
64912,-603,1
64912,-603,1
64912,-603,1
64912,-605,1
64912,-603,1
64912,-603,1
64912,-603,1
64912,-603,1
64896,-601,1
64896,-603,1
64896,-603,1
64896,-603,1
64896,-603,1
64896,-603,1
64896,-603,1
64896,-600,1
64896,-603,1
64896,-601,1
64896,-603,1
64896,-601,1
64896,-603,1
64896,-603,1
64880,-603,1
64880,-601,1
64880,-603,1
64880,-601,1
64880,-601,1
64880,-603,1
64880,-603,1
64880,-603,1
64880,-600,1
64880,-601,1
64880,-603,1
64880,-601,1
64880,-603,1
64880,-601,1
64880,-603,1
64864,-603,1
64864,-603,1
64864,-603,1
64864,-603,1
64864,-601,1
64864,-601,1
64864,-603,1
64864,-603,1
64864,-603,1
64864,-603,1
64864,-603,1
64864,-603,1
64864,-604,1
64864,-603,1
64864,-603,1
64848,-603,1
64848,-603,1
64848,-603,1
64848,-601,1
64848,-603,1
64848,-603,1
64848,-603,1
64848,-601,1
64848,-603,1
64848,-603,1
64848,-603,1
64848,-603,1
64848,-603,1
64848,-603,1
64832,-603,1
64848,-601,1
64832,-604,1
64832,-603,1
64832,-603,1
64832,-603,1
