66208,-1,1,70,3274.1,0,1,,66660,17,1,65,,66530,-53,50,SOC,,,66094,1,76
66208,-1,1,,3274.1,0,1,,66660,19,1,,,66530,-53,,100,,,66092,2,
66208,-1,1,,3273.8,0,1,,66660,18,1,,,66530,-52,,100,,,66092,2,
66208,-1,1,,3273.8,0,1,,66660,18,1,,,66530,-52,,100,,,66092,2,
66208,-1,1,,3273.8,0,1,,66670,17,1,,,66530,-52,,100,,,66092,2,
66208,-1,1,,3274.1,0,1,,66660,18,1,,,66530,-52,,100,,,66092,2,
66208,-1,1,,3273.8,0,1,,66660,17,1,,,66530,-52,,100,,,66092,2,
66208,-1,1,,3274.1,0,1,,66660,17,1,,,66530,-52,,100,,,66095,1,
66208,-1,1,,3274.1,0,1,,66670,16,1,,,66530,-52,,100,,,66096,1,
66208,-1,1,,3274.1,0,1,,66670,16,1,,,66530,-52,,100,,,66096,1,
66208,-1,1,,3274.1,0,1,,66670,17,1,,,66530,-52,,100,,,66096,1,
65744,-1,1,,3274.1,0,1,,66660,13,1,,,66530,-50,,100,,,66096,1,
66192,-1,1,,3274.1,0,1,,66660,13,1,,,66530,-51,,100,,,66096,1,
65632,-644,1,,3273.8,0,1,,66660,13,1,,,66530,-52,,100,,,66096,1,
65600,-642,1,,3273.8,0,1,,66660,13,1,,,66530,-51,,100,,,66090,0,
65584,-640,1,,3273.8,0,1,,66660,12,1,,,66530,-51,,100,,,66090,0,
65568,-640,1,,3274.1,0,1,,66660,13,1,,,66530,-50,,100,,,66090,0,
65568,-637,1,,3274.1,0,1,,66660,13,1,,,66530,-51,,100,,,66090,0,
65552,-637,1,,3274.1,0,1,,66660,13,1,,,66530,-50,,100,,,66090,0,
65536,-636,1,,3274.1,0,1,,66660,13,1,,,66530,-51,,100,,,66090,0,
65536,-634,1,,3274.1,0,1,,66660,13,1,,,66530,-50,,100,,,66090,0,
65520,-633,1,,3274.1,0,1,,66660,12,1,,,66530,-50,,100,,,66094,0,
65520,-634,1,,3274.1,0,1,,66660,14,1,,,66530,-52,,100,,,66094,0,
65504,-633,1,,3274.1,0,1,,66660,13,1,,,66530,-51,,100,,,66094,0,
65504,-632,1,,3274.1,0,1,,66660,13,1,,,66530,-49,,100,,,66094,0,
65488,-630,1,,3274.1,0,1,,66660,14,1,,,66530,-49,,100,,,66094,0,
65488,-631,1,,3273.8,0,1,,66660,13,1,,,66530,-50,,100,,,66094,0,
65488,-630,1,,3274.1,0,1,,66660,12,1,,,66530,-50,,100,,,66093,-1,
65472,-629,1,,3274.1,0,1,,66660,13,1,,,66530,-49,,100,,,66093,-1,
65472,-629,1,,3274.1,0,1,,66660,11,1,,,66530,-50,,100,,,66093,-1,
65456,-628,1,,3273.8,0,1,,66660,11,1,,,66530,-49,,100,,,66093,-1,
65456,-627,1,,3274.1,0,1,,66660,11,1,,,66530,-49,,100,,,66093,-1,
65456,-626,1,,3274.1,0,1,,66660,12,1,,,66530,-49,,100,,,66093,-1,
65440,-627,1,,3274.1,0,1,,66660,13,1,,,66530,-49,,100,,,66093,-1,
65440,-626,1,,3274.1,0,1,,66660,13,1,,,66530,-49,,100,,,66094,-1,
65440,-627,1,,3274.1,0,1,,66660,13,1,,,66530,-49,,100,,,66094,-1,
65424,-626,1,,3274.1,0,1,,66660,11,1,,,66530,-49,,100,,,66094,-1,
65424,-624,1,,3274.1,0,1,,66660,13,1,,,66530,-49,,100,,,66094,-1,
65424,-624,1,,3274.1,0,1,,66660,12,1,,,66530,-49,,100,,,66094,-1,
65408,-624,1,,3274.1,0,1,,66660,12,1,,,66530,-49,,100,,,66094,-1,
65408,-623,1,,3274.1,0,1,,66660,12,1,,,66530,-49,,100,,,66092,-1,
65408,-625,1,,3274.1,0,1,,66660,11,1,,,66530,-48,,100,,,66092,-1,
65392,-624,1,,3274.1,0,1,,66660,12,1,,,66530,-49,,100,,,66092,-1,
65392,-622,1,,3274.1,0,1,,66660,10,1,,,66530,-47,,100,,,66092,-1,
65392,-622,1,,3274.1,0,1,,66660,11,1,,,66530,-47,,100,,,66092,-1,
65392,-623,1,,3274.1,0,1,,66660,11,1,,,66530,-46,,100,,,66092,-1,
65376,-623,1,,3274.1,0,1,,66660,10,1,,,66530,-49,,100,,,66092,-1,
65376,-621,1,,3274.1,0,1,,66660,11,1,,,66530,-46,,100,,,66097,-1,
65376,-621,1,,3274.1,0,1,,66660,10,1,,,66530,-47,,100,,,66097,-1,
65360,-621,1,,3274.1,0,1,,66660,11,1,,,66530,-48,,100,,,66097,-1,
65360,-621,1,,3274.1,0,1,,66660,10,1,,,66530,-47,,100,,,66097,-1,
65360,-620,1,,3274.1,0,1,,66660,14,1,,,66530,-46,,100,,,66097,-1,
65360,-621,1,,3274.1,0,1,,66660,14,1,,,66530,-46,,100,,,66097,-1,
65344,-619,1,,3274.1,0,1,,66660,14,1,,,66530,-46,,100,,,66097,-1,
65344,-621,1,,3274.1,0,1,,66660,14,1,,,66530,-46,,100,,,66095,0,
65344,-619,1,,3274.1,0,1,,66660,14,1,,,66530,-46,,100,,,66095,0,
65344,-620,1,,3274.1,0,1,,66660,13,1,,,66530,-46,,100,,,66095,0,
65344,-618,1,,3274.1,0,1,,66660,14,1,,,66530,-46,,100,,,66095,0,
65328,-619,1,,3274.1,0,1,,66660,12,1,,,66530,-46,,100,,,66095,0,
65328,-618,1,,3274.1,0,1,,66660,13,1,,,66530,-46,,100,,,66095,0,
65328,-619,1,,3274.1,0,1,,66670,13,1,,,66530,-46,,100,,,66096,1,
65328,-617,1,,3274.1,0,1,,66660,13,1,,,66530,-45,,100,,,66096,1,
65312,-620,1,,3274.1,0,1,,66660,13,1,,,66530,-46,,100,,,66096,1,
65312,-618,1,,3274.1,0,1,,66660,14,1,,,66530,-46,,100,,,66096,1,
65312,-618,1,,3274.1,0,1,,66660,14,1,,,66530,-45,,100,,,66096,1,
65312,-619,1,,3274.1,0,1,,66660,13,1,,,66530,-46,,100,,,66096,1,
65312,-618,1,,3274.1,0,1,,66670,12,1,,,66530,-45,,100,,,66096,1,
65296,-617,1,,3274.1,0,1,,66660,9,1,,,66530,-45,,100,,,66096,0,
65296,-618,1,,3274.1,0,1,,66660,10,1,,,66520,-45,,100,,,66096,0,
65296,-618,1,,3274.1,0,1,,66660,10,1,,,66530,-46,,100,,,66096,0,
65296,-617,1,,3274.1,0,1,,66660,10,1,,,66530,-46,,100,,,66096,0,
65296,-617,1,,3274.1,0,1,,66660,9,1,,,66530,-46,,100,,,66096,0,
65280,-617,1,,3274.1,0,1,,66660,10,1,,,66530,-46,,100,,,66096,0,
65280,-618,1,,3274.1,0,1,,66660,9,1,,,66530,-45,,100,,,66094,0,
65280,-617,1,,3274.1,0,1,,66660,10,1,,,66530,-45,,100,,,66094,0,
65280,-618,1,,3274.1,0,1,,66660,9,1,,,66530,-46,,100,,,66094,0,
65280,-618,1,,3274.4,0,1,,66660,9,1,,,66520,-44,,100,,,66094,0,
65264,-617,1,,3274.1,0,1,,66660,9,1,,,66530,-45,,100,,,66094,0,
65264,-618,1,,3274.1,0,1,,66660,9,1,,,66530,-45,,100,,,66094,0,
65264,-615,1,,3274.1,0,1,,66660,9,1,,,66520,-45,,100,,,66094,0,
65264,-616,1,,3274.4,0,1,,66660,9,1,,,66520,-45,,100,,,66094,1,
65264,-616,1,,3274.1,0,1,,66660,9,1,,,66520,-45,,100,,,66094,1,
65264,-617,1,,3274.1,0,1,,66660,9,1,,,66530,-45,,100,,,66094,1,
65264,-616,1,,3274.1,0,1,,66660,9,1,,,66530,-46,,100,,,66094,1,
65248,-616,1,,3274.1,0,1,,66660,9,1,,,66530,-43,,100,,,66094,1,
65248,-615,1,,3274.1,0,1,,66660,9,1,,,66520,-44,,100,,,66094,1,
65248,-615,1,,3288.3,5999.62,1,,66660,9,1,,,66520,-43,,100,,,66095,1,
65248,-615,1,,3290.8,6000,1,,66660,9,1,,,66520,-44,,100,,,66095,1,
65248,-615,1,,3293,6000,1,,66660,9,1,,,66520,-44,,100,,,66095,1,
65232,-615,1,,3294.8,6000,1,,66660,9,1,,,66530,-44,,100,,,66095,1,
65232,-615,1,,3296.7,6000,1,,66660,9,1,,,66520,-43,,100,,,66095,1,
65232,-615,1,,3297.9,6000,1,,66660,9,1,,,66520,-43,,100,,,66095,1,
65232,-615,1,,3299.2,6000,1,,66660,9,1,,,66530,-43,,100,,,66095,1,
65232,-615,1,,3300.1,6000,1,,66660,9,1,,,66530,-43,,100,,,66095,-1,
