66094,1
66092,2
66092,2
66092,2
66092,2
66092,2
66092,2
66095,1
66096,1
66096,1
66096,1
66096,1
66096,1
66096,1
66090,0
66090,0
66090,0
66090,0
66090,0
66090,0
66090,0
66094,0
66094,0
66094,0
66094,0
66094,0
66094,0
66093,-1
66093,-1
66093,-1
66093,-1
66093,-1
66093,-1
66093,-1
66094,-1
66094,-1
66094,-1
66094,-1
66094,-1
66094,-1
66092,-1
66092,-1
66092,-1
66092,-1
66092,-1
66092,-1
66092,-1
66097,-1
66097,-1
66097,-1
66097,-1
66097,-1
66097,-1
66097,-1
66095,0
66095,0
66095,0
66095,0
66095,0
66095,0
66096,1
66096,1
66096,1
66096,1
66096,1
66096,1
66096,1
66096,0
66096,0
66096,0
66096,0
66096,0
66096,0
66094,0
66094,0
66094,0
66094,0
66094,0
66094,0
66094,0
66094,1
66094,1
66094,1
66094,1
66094,1
66094,1
66095,1
66095,1
66095,1
66095,1
66095,1
66095,1
66095,1
66095,-1
66095,-1
66095,-1
66095,-1
66095,-1
66095,-1
66095,-1
66096,0
66096,0
66096,0
66096,0
66096,0
66096,0
66094,0
66094,0
66094,0
66094,0
66094,0
66094,0
66094,0
66097,0
66097,0
66097,0
66097,0
66097,0
66097,0
66095,0
66095,0
66095,0
66095,0
66095,0
66095,0
66095,0
66094,-1
66094,-1
66094,-1
66094,-1
66094,-1
66094,-1
66094,-1
66094,-1
66094,-1
66094,-1
66094,-1
66094,-1
66094,-1
66095,0
66095,0
66095,0
66095,0
66095,0
66095,0
66095,0
66096,-1
66096,-1
66096,-1
66096,-1
66096,-1
66096,-1
66096,1
66096,1
66096,1
66096,1
66096,1
66096,1
66096,1
66094,0
66094,0
66094,0
66094,0
66094,0
66094,0
66095,0
66095,0
66095,0
66095,0
66095,0
66095,0
66095,0
66095,0
66095,0
66095,0
66095,0
66095,0
66095,0
66094,0
66094,-1
66094,-1
66094,-1
66094,-1
66094,-1
66094,-1
66096,-1
66096,-1
66096,-1
66096,-1
66096,-1
66096,-1
66096,-1
66096,-1
66096,-1
66096,-1
66096,-1
66096,-1
66096,-1
66096,0
66096,0
66091,-4
66091,-6
66090,-5
66091,-4
66092,-4
66091,-4
66090,-3
66091,-4
66090,-4
66090,-5
66090,-4
66088,-4
66091,-4
66089,-5
66091,-4
66088,-4
66090,-4
66090,-5
66091,-4
66089,-4
66087,-6
66088,-7
66089,-8
66089,-4
66088,-7
66085,-7
66090,-6
66092,-4
66087,-7
66088,-7
66088,-7
66088,-5
66089,-3
66087,-7
66087,-7
66091,-4
66088,-5
66087,-7
66088,-7
66088,-4
66087,-7
66085,-7
66088,-5
66089,-4
66087,-4
66087,-7
66089,-8
66088,-4
66090,-3
66085,-6
66087,-7
66091,-5
66088,-5
66086,-6
66088,-7
66088,-5
66087,-6
66087,-7
66086,-6
66089,-4
66087,-4
66087,-7
66088,-8
66089,-3
66087,-4
66086,-7
66087,-8
66088,-4
66088,-5
66086,-7
66086,-7
66089,-4
66088,-4
66085,-7
66087,-7
66089,-3
66087,-4
66086,-7
66087,-6
66089,-4
66086,-4
66087,-7
66085,-7
66088,-4
65946,-174
65894,-224
65842,-271
66064,-3
66039,-39
65987,-95
65874,-237
65803,-311
65762,-344
65700,-393
65818,-244
65586,-571
65433,-669
65346,-770
65510,-550
65428,-636
65621,-385
65841,-120
65950,-7
65969,-7
65977,-4
65984,-6
65991,-7
65996,-7
66001,-5
66002,-7
66006,-7
65672,-433
65587,-486
65503,-573
65471,-568
65952,-7
65970,-3
65977,-4
65983,-7
65988,-7
65993,-4
65997,-4
65998,-9
66002,-7
66008,-5
65717,-407
65555,-538
65658,-476
65614,-441
65968,-3
65615,-434
65660,-383
65432,-641
65347,-714
65247,-792
65643,-236
65896,-1
65699,-266
65753,-37
65907,-8
65687,-338
65541,-453
65545,-462
65727,-197
65719,-209
65625,-416
65743,-181
65869,-95
65910,-4
65921,-6
65925,-8
65931,-6
65939,-5
65943,-4
65609,-420
65726,-239
65930,-7
65810,-160
65938,-4
65945,-7
65690,-350
65752,-220
65929,-3
65755,-212
65777,-185
65935,-4
65849,-134
65769,-222
65641,-370
65594,-393
65545,-449
65401,-634
65587,-357
65690,-235
65651,-280
65470,-512
65502,-471
65667,-247
65678,-242
65627,-293
65402,-610
65680,-179
65761,-128
65719,-181
65876,-7
65888,-6
65894,-4
65896,-8
65904,-9
