66208,-1,995000.0048,0,0,1000000.047,0,0,0,99999.997,0,0,0,14100000.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4138000.011,0,0,0,0,0,0,1000000,0,0,0,538420.6772,0,0,0,1000000,45.10309,0,461579.3228,0,0,0,0,0,-61999.99899,0,-2499.999944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66208,-1,995000.0048,0,0,1000000.047,0,0,0,99999.997,0,0,0,14100000.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4138000.011,0,0,0,0,0,0,1000000,0,0,0,538420.6772,0,0,0,1000000,45.10309,0,461579.3228,0,0,0,0,0,-61999.99899,0,-2499.999944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66208,-1,995000.0048,0,0,1000000.047,0,0,0,99999.997,0,0,0,14100000.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4138000.011,0,0,0,0,0,0,1000000,0,0,0,538420.6772,0,0,0,1000000,45.10309,0,461579.3228,0,0,0,0,0,-61999.99899,0,-2499.999944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66208,-1,995000.0048,0,0,1000000.047,0,0,0,99999.997,0,0,0,14100000.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4138000.011,0,0,0,0,0,0,1000000,0,0,0,538420.6772,0,0,0,1000000,45.10309,0,461579.3228,0,0,0,0,0,-61999.99899,0,-2499.999944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66208,-1,995000.0048,0,0,1000000.047,0,0,0,99999.997,0,0,0,14100000.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4138000.011,0,0,0,0,0,0,1000000,0,0,0,538420.6772,0,0,0,1000000,45.10309,0,461579.3228,0,0,0,0,0,-61999.99899,0,-2499.999944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66208,-1,995000.0048,0,0,1000000.047,0,0,0,99999.997,0,0,0,14100000.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4138000.011,0,0,0,0,0,0,1000000,0,0,0,538420.6772,0,0,0,1000000,45.10309,0,461579.3228,0,0,0,0,0,-61999.99899,0,-2499.999944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66208,-1,995000.0048,0,0,1000000.047,0,0,0,99999.997,0,0,0,14100000.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4138000.011,0,0,0,0,0,0,1000000,0,0,0,538420.6772,0,0,0,1000000,45.10309,0,461579.3228,0,0,0,0,0,-61999.99899,0,-2499.999944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66208,-1,995000.0048,0,0,1000000.047,0,0,0,99999.997,0,0,0,14100000.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4138000.011,0,0,0,0,0,0,1000000,0,0,0,538420.6772,0,0,0,1000000,45.10309,0,461579.3228,0,0,0,0,0,-61999.99899,0,-2499.999944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66208,-1,995000.0048,0,0,1000000.047,0,0,0,99999.997,0,0,0,14100000.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4138000.011,0,0,0,0,0,0,1000000,0,0,0,538420.6772,0,0,0,1000000,45.10309,0,461579.3228,0,0,0,0,0,-61999.99899,0,-2499.999944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66208,-1,995000.0048,0,0,1000000.047,0,0,0,99999.997,0,0,0,14100000.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4138000.011,0,0,0,0,0,0,1000000,0,0,0,538420.6772,0,0,0,1000000,45.10309,0,461579.3228,0,0,0,0,0,-61999.99899,0,-2499.999944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
